"ED50","Std.error","Lower","Upper","Site.name","Metric","Genotype","Model"
35.2282191604816,0.453024303970178,34.3382793873627,36.1181589336004,"Chicken","MeanNDVI","1526","W2.3"
35.6797864872459,0.527036637699863,34.6444538093532,36.7151191651387,"Chicken","MeanNDVI","1527","W2.3"
35.3758997433479,0.41289256281633,34.5647964306668,36.1870030560289,"Chicken","MeanNDVI","1528","W2.3"
35.3923426172046,0.326617542926311,34.7507215397014,36.0339636947078,"Chicken","MeanNDVI","1529","W2.3"
35.8086894388267,0.690584539771826,34.4520764640747,37.1653024135788,"Chicken","MeanNDVI","1530","W2.3"
35.8701198907627,0.498507085916306,34.8908318502524,36.849407931273,"Chicken","MeanNDVI","1531","W2.3"
36.7963157880403,0.467167136426676,35.8785932469832,37.7140383290974,"Chicken","MeanNDVI","1532","W2.3"
36.6850811170956,0.423570989181647,35.8530006598033,37.5171615743879,"Chicken","MeanNDVI","1533","W2.3"
35.6396003023765,0.367200412597302,34.9182565488248,36.3609440559282,"Chicken","MeanNDVI","1534","W2.3"
36.3100369227628,0.500168098658448,35.3274859197802,37.2925879257454,"Chicken","MeanNDVI","1535","W2.3"
36.4966804002571,0.424859602084679,35.6615814651471,37.3317793353671,"Davies","MeanNDVI","1536","W2.3"
37.4226961809325,0.726066839279668,35.9955479151855,38.8498444466796,"Davies","MeanNDVI","1537","W2.3"
37.2416225343564,0.335274917873336,36.5826101794248,37.900634889288,"Davies","MeanNDVI","1538","W2.3"
35.394437296527,1.05442532027496,33.3218715411715,37.4670030518824,"Davies","MeanNDVI","1539","W2.3"
37.8356891665109,0.645268314253599,36.5673575118906,39.1040208211313,"Davies","MeanNDVI","1540","W2.3"
36.3487239664093,0.490338996433758,35.3849195195861,37.3125284132325,"Davies","MeanNDVI","1541","W2.3"
34.9465517229826,0.578684736154946,33.8090959504022,36.084007495563,"Davies","MeanNDVI","1542","W2.3"
36.3251965513565,0.660141736634303,35.0276298762008,37.6227632265121,"Davies","MeanNDVI","1543","W2.3"
35.8314714051215,0.472587560020497,34.9025589686769,36.7603838415661,"Davies","MeanNDVI","1544","W2.3"
35.2694096633019,0.680833490828328,33.9311715244246,36.6076478021793,"Davies","MeanNDVI","1545","W2.3"
35.8471088989684,0.45623726473257,34.9503344067216,36.7438833912152,"Davies","MeanNDVI","1546","W2.3"
38.1827340959817,1.13516663778236,35.9514641759117,40.4140040160517,"Davies","MeanNDVI","1547","W2.3"
36.654606355891,0.449181559194352,35.7717004737744,37.5375122380075,"Davies","MeanNDVI","1548","W2.3"
37.1057514209002,0.451634785669208,36.2180235062659,37.9934793355345,"Davies","MeanNDVI","1549","W2.3"
35.7140397243585,NA,NA,NA,"Davies","MeanNDVI","1550","W2.3"
36.7852307934723,0.419861010843569,35.9599570293176,37.6105045576269,"Davies","MeanNDVI","1551","W2.3"
35.9450182934409,0.578898562896453,34.8071422255835,37.0828943612982,"Davies","MeanNDVI","1552","W2.3"
34.8009277653454,0.524245868695107,33.7704763773223,35.8313791533685,"Davies","MeanNDVI","1553","W2.3"
35.5419791533495,0.448674609628396,34.6600697252159,36.4238885814831,"Davies","MeanNDVI","1554","W2.3"
63.0183275707592,38.7054805878844,-13.0607005676257,139.097355709144,"Davies","MeanNDVI","1555","W2.3"
36.2295701066449,0.454075812888739,35.3370441382027,37.1220960750871,"Davies","MeanNDVI","1556","W2.3"
35.5016710277617,0.533978126509374,34.4520900305759,36.5512520249476,"Davies","MeanNDVI","1557","W2.3"
35.7792638249093,0.447345089221933,34.899967686131,36.6585599636875,"Davies","MeanNDVI","1558","W2.3"
36.0760653259144,0.392977495974167,35.3036334759575,36.8484971758713,"Davies","MeanNDVI","1559","W2.3"
36.2427631048908,0.515554095156307,35.2293961626254,37.2561300471562,"Davies","MeanNDVI","1560","W2.3"
35.6308292051113,0.500589842271005,34.646875818731,36.6147825914916,"Davies","MeanNDVI","1561","W2.3"
35.9725115624471,0.447944997560912,35.0920362510372,36.8529868738569,"Davies","MeanNDVI","1562","W2.3"
36.1131495377809,0.643555888048531,34.8481838075583,37.3781152680034,"Davies","MeanNDVI","1563","W2.3"
35.8567061041297,0.456275816938034,34.9598558341305,36.7535563741289,"Davies","MeanNDVI","1564","W2.3"
35.4314965303634,0.741661733783783,33.9736951271336,36.8892979335931,"Davies","MeanNDVI","1565","W2.3"
35.2531049097616,0.762820052022111,33.7537149701239,36.7524948493992,"Davies","MeanNDVI","1566","W2.3"
35.72626288673,0.654875329722763,34.4390477977974,37.0134779756626,"Davies","MeanNDVI","1567","W2.3"
35.842238167426,0.444163619459438,34.969195487432,36.71528084742,"Davies","MeanNDVI","1568","W2.3"
35.00127547506,0.509051655608677,34.0006896499336,36.0018613001865,"Davies","MeanNDVI","1569","W2.3"
35.3990075005946,0.918740800106477,33.59314160973,37.2048733914592,"Davies","MeanNDVI","1570","W2.3"
35.6770619052212,0.51727980298225,34.6603029323634,36.693820878079,"Davies","MeanNDVI","1571","W2.3"
36.9570745500397,0.167637223473092,36.6275688353983,37.2865802646811,"Davies","MeanNDVI","1572","W2.3"
38.577855020705,1.4374422173529,35.7524358490458,41.4032741923643,"Davies","MeanNDVI","1573","W2.3"
36.3696363510428,0.775849573361046,34.8446357406288,37.8946369614568,"Davies","MeanNDVI","1581","W2.3"
37.5315318907688,0.366585852360449,36.8109751387724,38.2520886427652,"Davies","MeanNDVI","1582","W2.3"
35.7973780590495,1.33529956705911,33.172729254992,38.422026863107,"Davies","MeanNDVI","1583","W2.3"
35.3514081453094,0.437653886808204,34.4911609176912,36.2116553729275,"Davies","MeanNDVI","1584","W2.3"
35.7135740631688,0.614026311911095,34.506651313417,36.9204968129205,"Davies","MeanNDVI","1585","W2.3"
35.5163269955525,0.449689861683125,34.6324220001642,36.4002319909408,"Davies","MeanNDVI","1586","W2.3"
36.8238773570895,0.272527252296232,36.2882010605804,37.3595536535986,"Davies","MeanNDVI","1587","W2.3"
36.8579670271881,0.215865517852868,36.4336643559024,37.2822696984738,"Davies","MeanNDVI","1588","W2.3"
34.7365274148312,0.498810969714378,33.7560705589999,35.7169842706625,"Davies","MeanNDVI","1589","W2.3"
35.9935143754845,0.508225349580216,34.9945527275711,36.9924760233979,"Davies","MeanNDVI","1590","W2.3"
35.8040848793346,0.430520732331588,34.9578584945505,36.6503112641186,"Davies","MeanNDVI","1591","W2.3"
35.6168312904167,0.489584466793822,34.6545099379987,36.5791526428348,"Davies","MeanNDVI","1592","W2.3"
35.5497114079773,0.464402606327653,34.6368872182836,36.462535597671,"Davies","MeanNDVI","1593","W2.3"
35.3245298776399,0.61345792153084,34.1187243491983,36.5303354060815,"Davies","MeanNDVI","1594","W2.3"
36.0652116232649,0.597731412687817,34.890317931871,37.2401053146588,"Davies","MeanNDVI","1595","W2.3"
35.9840603231101,2.68724241255319,30.7052197917901,41.2629008544301,"Fitzroy Island","MeanNDVI","772","W2.3"
37.1881834699235,0.440766186963125,36.3223388398643,38.0540280999826,"Fitzroy Island","MeanNDVI","773","W2.3"
35.8088058670017,0.267345295670617,35.2836306256274,36.333981108376,"Fitzroy Island","MeanNDVI","774","W2.3"
35.7965285909169,0.296222723150252,35.2146262995722,36.3784308822617,"Fitzroy Island","MeanNDVI","775","W2.3"
37.3233917188533,0.214438990633942,36.9021460470948,37.7446373906118,"Fitzroy Island","MeanNDVI","776","W2.3"
36.2624920903587,0.372243524815912,35.5312539269759,36.9937302537414,"Fitzroy Island","MeanNDVI","777","W2.3"
37.1825322548783,0.224778358079899,36.7409758468473,37.6240886629094,"Fitzroy Island","MeanNDVI","778","W2.3"
37.0619496509909,0.256041071974216,36.5589805172401,37.5649187847416,"Fitzroy Island","MeanNDVI","779","W2.3"
36.8773880631302,0.785399301140904,35.3345433816212,38.4202327446391,"Fitzroy Island","MeanNDVI","780","W2.3"
36.2978728237821,0.240540962511525,35.8253522292808,36.7703934182833,"Fitzroy Island","MeanNDVI","781","W2.3"
37.2324458396863,0.242771580183978,36.7555434019526,37.7093482774199,"Fitzroy Island","MeanNDVI","782","W2.3"
37.5415946086429,0.234403865400208,37.0811297768911,38.0020594403948,"Fitzroy Island","MeanNDVI","783","W2.3"
36.641298083586,0.457734197619891,35.7421213574077,37.5404748097644,"Fitzroy Island","MeanNDVI","784","W2.3"
37.3996680543391,0.125004357275167,37.1541084930978,37.6452276155805,"Fitzroy Island","MeanNDVI","785","W2.3"
36.2488417423131,0.313669920382839,35.6326660368993,36.8650174477269,"Fitzroy Island","MeanNDVI","786","W2.3"
36.5477683922538,0.250782393565725,36.0551294485128,37.0404073359948,"Fitzroy Island","MeanNDVI","807","W2.3"
36.1986420815025,0.269749947848312,35.668743122119,36.728541040886,"Fitzroy Island","MeanNDVI","808","W2.3"
36.557547209011,0.478847978605278,35.6168944022549,37.4982000157671,"Fitzroy Island","MeanNDVI","809","W2.3"
36.3252189049602,0.519365964565975,35.3049722418636,37.3454655680568,"Fitzroy Island","MeanNDVI","810","W2.3"
35.5527234513672,0.225560135142772,35.1096313142085,35.9958155885259,"Fitzroy Island","MeanNDVI","811","W2.3"
36.5113776303834,0.241324417984239,36.0373180096728,36.985437251094,"Fitzroy Island","MeanNDVI","812","W2.3"
35.9851992128289,0.388664106476372,35.2217043272345,36.7486940984233,"Fitzroy Island","MeanNDVI","813","W2.3"
36.9718772726931,0.231999755436423,36.5161350938212,37.4276194515651,"Fitzroy Island","MeanNDVI","814","W2.3"
35.781686250081,0.586255163150044,34.6300419092224,36.9333305909396,"Fitzroy Island","MeanNDVI","815","W2.3"
35.6204649232073,0.229610885253233,35.1694154600681,36.0715143863465,"Fitzroy Island","MeanNDVI","816","W2.3"
36.3043963554477,0.334422661043448,35.6474537999636,36.9613389109318,"Fitzroy Island","MeanNDVI","817","W2.3"
37.7836010339142,0.249711336919701,37.2930660824324,38.2741359853961,"Fitzroy Island","MeanNDVI","818","W2.3"
35.9777764248421,0.306775123878765,35.3751449129372,36.580407936747,"Fitzroy Island","MeanNDVI","819","W2.3"
36.5130117960944,0.361852549210993,35.8021857484653,37.2238378437235,"Fitzroy Island","MeanNDVI","820","W2.3"
35.5672597099595,0.31522612356399,34.9480269865449,36.1864924333741,"Fitzroy Island","MeanNDVI","821","W2.3"
35.8480784172339,0.276808681177727,35.3043132255279,36.3918436089398,"Fitzroy Island","MeanNDVI","822","W2.3"
35.7346798904673,0.233151415279246,35.2766753817705,36.1926843991642,"Fitzroy Island","MeanNDVI","823","W2.3"
35.7256287080752,0.214425576924238,35.3044093863156,36.1468480298348,"Fitzroy Island","MeanNDVI","824","W2.3"
36.6979904401071,0.24087806821507,36.2248076324602,37.171173247754,"Fitzroy Island","MeanNDVI","825","W2.3"
35.4858358120606,0.242781750018686,35.0089133966222,35.962758227499,"Fitzroy Island","MeanNDVI","826","W2.3"
36.8254329391188,0.334913656691737,36.1675258678482,37.4833400103894,"Fitzroy Island","MeanNDVI","827","W2.3"
37.1055615839113,0.47576893819915,36.170957268805,38.0401658990175,"Fitzroy Island","MeanNDVI","828","W2.3"
35.7627888444125,0.221807402821934,35.3270686047,36.198509084125,"Fitzroy Island","MeanNDVI","829","W2.3"
36.375281808286,0.255917708495703,35.8725550107411,36.8780086058308,"Fitzroy Island","MeanNDVI","830","W2.3"
37.0086557482033,0.618879287461549,35.7929243160909,38.2243871803157,"Fitzroy Island","MeanNDVI","831","W2.3"
37.0375992875842,0.237862612057989,36.5703400661787,37.5048585089897,"Fitzroy Island","MeanNDVI","832","W2.3"
36.7868912956133,0.263159741275654,36.2699381908364,37.3038444003902,"Fitzroy Island","MeanNDVI","833","W2.3"
36.6914223120706,0.251582810804605,36.1972110222909,37.1856336018504,"Fitzroy Island","MeanNDVI","834","W2.3"
35.9261262539485,0.321829502113183,35.293921800791,36.5583307071059,"Fitzroy Island","MeanNDVI","835","W2.3"
37.0850465188223,0.899876742209916,35.3173214346322,38.8527716030125,"Fitzroy Island","MeanNDVI","836","W2.3"
36.5021795555943,0.228813244772723,36.0526969838074,36.9516621273811,"Fitzroy Island","MeanNDVI","837","W2.3"
37.1615018494507,0.365501628394608,36.4435075214289,37.8794961774726,"Fitzroy Island","MeanNDVI","838","W2.3"
36.5317089901187,0.24871584577048,36.0431295894284,37.020288390809,"Fitzroy Island","MeanNDVI","839","W2.3"
36.1829452129859,0.265662279618002,35.6610761018334,36.7048143241384,"Fitzroy Island","MeanNDVI","840","W2.3"
36.837733422112,0.258478608477983,36.3299759721184,37.3454908721057,"Fitzroy Island","MeanNDVI","841","W2.3"
36.9535494666153,0.649017711212901,35.6786138733504,38.2284850598803,"Fitzroy Island","MeanNDVI","842","W2.3"
36.8830187634065,0.273157024495044,36.3464269153532,37.4196106114598,"Fitzroy Island","MeanNDVI","843","W2.3"
35.9022836661176,0.290004322848107,35.3325968501619,36.4719704820733,"Fitzroy Island","MeanNDVI","844","W2.3"
36.780501473523,0.902540949262155,35.0075427996479,38.553460147398,"Fitzroy Island","MeanNDVI","845","W2.3"
35.1257170132107,0.192836940667377,34.7469065815297,35.5045274448917,"Fitzroy Island","MeanNDVI","846","W2.3"
36.8401799431355,0.911732542523476,35.0491652297946,38.6311946564763,"Fitzroy Island","MeanNDVI","847","W2.3"
36.4995092880604,NA,NA,NA,"Fitzroy Island","MeanNDVI","848","W2.3"
37.2876796101335,0.337510792194129,36.6246707050681,37.9506885151989,"Fitzroy Island","MeanNDVI","849","W2.3"
35.6918834742067,0.233711799715166,35.2327781418329,36.1509888065805,"Fitzroy Island","MeanNDVI","850","W2.3"
36.3612959648119,0.2417070337043,35.8864847307145,36.8361071989094,"Fitzroy Island","MeanNDVI","851","W2.3"
36.3061682096074,0.174722203828173,35.9629567904546,36.6493796287602,"Fitzroy Reef","MeanNDVI","1656","W2.3"
36.8390353439356,0.335226234022953,36.1805416379529,37.4975290499183,"Fitzroy Reef","MeanNDVI","1657","W2.3"
36.3585465553623,0.174602315472951,36.015570636058,36.7015224746666,"Fitzroy Reef","MeanNDVI","1658","W2.3"
36.3716480165011,0.24788622885833,35.8847185791951,36.858577453807,"Fitzroy Reef","MeanNDVI","1659","W2.3"
35.6510174395358,NA,NA,NA,"Fitzroy Reef","MeanNDVI","1660","W2.3"
35.6956207613392,0.169249830865136,35.3631588682891,36.0280826543893,"Fitzroy Reef","MeanNDVI","1661","W2.3"
35.8013154292337,NA,NA,NA,"Fitzroy Reef","MeanNDVI","1662","W2.3"
35.8031227114294,0.064945019825263,35.6755495013121,35.9306959215467,"Fitzroy Reef","MeanNDVI","1663","W2.3"
36.0638698571824,0.0766234282746066,35.9133564422741,36.2143832720907,"Fitzroy Reef","MeanNDVI","1664","W2.3"
36.9681312225201,0.512876359657508,35.9606747035931,37.9755877414471,"Fitzroy Reef","MeanNDVI","1665","W2.3"
35.8201856435377,0.0608612893511398,35.7006342125689,35.9397370745064,"Fitzroy Reef","MeanNDVI","1666","W2.3"
36.1155331629798,0.0818159193380841,35.9548200013433,36.2762463246162,"Fitzroy Reef","MeanNDVI","1667","W2.3"
35.99088795604,0.0685425861522419,35.8562479517916,36.1255279602885,"Fitzroy Reef","MeanNDVI","1668","W2.3"
36.0947298322819,0.0588460030376486,35.9791370812089,36.2103225833548,"Fitzroy Reef","MeanNDVI","1669","W2.3"
36.2898235799703,0.0987804157941536,36.095786611878,36.4838605480625,"Fitzroy Reef","MeanNDVI","1670","W2.3"
36.6687785613667,0.179049835894328,36.3170662607549,37.0204908619785,"Fitzroy Reef","MeanNDVI","1671","W2.3"
36.2201059362404,0.0824333387919595,36.0581799613361,36.3820319111446,"Fitzroy Reef","MeanNDVI","1672","W2.3"
36.4246839338461,0.099446991139767,36.2293375942754,36.6200302734168,"Fitzroy Reef","MeanNDVI","1673","W2.3"
36.0460040933133,0.0634545133301571,35.9213587242959,36.1706494623307,"Fitzroy Reef","MeanNDVI","1674","W2.3"
36.0146730746946,0.0802663856069185,35.8570037029099,36.1723424464792,"Fitzroy Reef","MeanNDVI","1675","W2.3"
36.2023831286941,0.112362836916622,35.9816658536526,36.4231004037355,"Fitzroy Reef","MeanNDVI","1676","W2.3"
36.8734983076119,0.344761112309466,36.1962749894994,37.5507216257244,"Fitzroy Reef","MeanNDVI","1677","W2.3"
37.439771463324,0.903292231008611,35.6654107826456,39.2141321440024,"Fitzroy Reef","MeanNDVI","1678","W2.3"
36.0107669244242,0.115777205233164,35.7833427159206,36.2381911329277,"Fitzroy Reef","MeanNDVI","1679","W2.3"
36.2471343475372,NA,NA,NA,"Fitzroy Reef","MeanNDVI","1680","W2.3"
35.9150624806857,0.0509329453890726,35.8150135568191,36.0151114045524,"Fitzroy Reef","MeanNDVI","1681","W2.3"
35.8908406119409,0.0996284742223197,35.6951377803792,36.0865434435026,"Fitzroy Reef","MeanNDVI","1682","W2.3"
35.9531414954896,0.0499231968582896,35.8550760472124,36.0512069437667,"Fitzroy Reef","MeanNDVI","1683","W2.3"
35.7213811164919,NA,NA,NA,"Fitzroy Reef","MeanNDVI","1684","W2.3"
36.5201529572789,0.313291790903581,35.9047456546633,37.1355602598945,"Fitzroy Reef","MeanNDVI","1685","W2.3"
36.782769135258,0.42685072393316,35.9442950345559,37.6212432359601,"Fitzroy Reef","MeanNDVI","1686","W2.3"
38.6822288356603,2.6421908947087,33.4921037870006,43.8723538843201,"Fitzroy Reef","MeanNDVI","1687","W2.3"
38.972279140417,4.71616972323634,29.7081829453545,48.2363753354796,"Fitzroy Reef","MeanNDVI","1688","W2.3"
35.7190739031387,0.0663777450667633,35.5886863531572,35.8494614531203,"Fitzroy Reef","MeanNDVI","1689","W2.3"
39.0812757009781,1.47285845736996,36.188101105594,41.9744502963621,"Fitzroy Reef","MeanNDVI","1690","W2.3"
38.1423688800012,1.01874971620528,36.1412120252937,40.1435257347087,"Fitzroy Reef","MeanNDVI","1691","W2.3"
36.3622555146493,0.161474501313098,36.045066905884,36.6794441234146,"Fitzroy Reef","MeanNDVI","1692","W2.3"
38.15857015749,1.00483053525863,36.1847551159092,40.1323851990709,"Fitzroy Reef","MeanNDVI","1693","W2.3"
36.6850795440512,0.342220217943077,36.0128473715533,37.357311716549,"Fitzroy Reef","MeanNDVI","1694","W2.3"
37.2481101467778,0.512910101796058,36.2405873472808,38.2556329462748,"Fitzroy Reef","MeanNDVI","1695","W2.3"
37.2026165193356,0.49606061720228,36.2281916054692,38.1770414332021,"Fitzroy Reef","MeanNDVI","1696","W2.3"
36.0152324978014,0.0763735892808596,35.8652098481978,36.165255147405,"Fitzroy Reef","MeanNDVI","1697","W2.3"
38.5335357780631,1.09591761641759,36.3807959879037,40.6862755682226,"Fitzroy Reef","MeanNDVI","1698","W2.3"
36.9146602246477,0.337353164134422,36.2519885339212,37.5773319153742,"Fitzroy Reef","MeanNDVI","1699","W2.3"
36.5192672804965,0.198099846564896,36.1301345430205,36.9084000179725,"Fitzroy Reef","MeanNDVI","1700","W2.3"
36.3981433269559,0.123763920973134,36.1550306027203,36.6412560511915,"Fitzroy Reef","MeanNDVI","1701","W2.3"
36.5931064312751,0.232957762188821,36.1355013735795,37.0507114889707,"Fitzroy Reef","MeanNDVI","1702","W2.3"
37.3390273276616,0.867568101618665,35.6348404936798,39.0432141616434,"Fitzroy Reef","MeanNDVI","1703","W2.3"
36.2958625329838,0.226788907845984,35.8503751180787,36.7413499478889,"Fitzroy Reef","MeanNDVI","1704","W2.3"
35.7465052638348,0.0549468641987208,35.6385716937078,35.8544388339618,"Fitzroy Reef","MeanNDVI","1705","W2.3"
37.6669550056983,1.06064947124922,35.5834933604392,39.7504166509574,"Fitzroy Reef","MeanNDVI","1706","W2.3"
39.5968846917867,2.05217225827199,35.5657487647225,43.6280206188509,"Fitzroy Reef","MeanNDVI","1707","W2.3"
36.1912049893826,0.13196062547192,35.9319912629747,36.4504187157906,"Fitzroy Reef","MeanNDVI","1708","W2.3"
36.3579937929723,0.382813147110811,35.6060238623533,37.1099637235912,"Fitzroy Reef","MeanNDVI","1709","W2.3"
36.342461194647,0.158199017770485,36.0317067043306,36.6532156849635,"Fitzroy Reef","MeanNDVI","1710","W2.3"
36.1664328275811,0.101836326263574,35.9663930542012,36.366472600961,"Fitzroy Reef","MeanNDVI","1711","W2.3"
36.4361510947456,0.224293601610549,35.9955652754907,36.8767369140005,"Fitzroy Reef","MeanNDVI","1712","W2.3"
36.1355680479671,0.124400300464666,35.8912052667633,36.3799308291709,"Fitzroy Reef","MeanNDVI","1713","W2.3"
35.873334763257,0.0648067418979193,35.7460331761083,36.0006363504058,"Fitzroy Reef","MeanNDVI","1714","W2.3"
36.5609428128519,0.204134843518429,36.159955372175,36.9619302535289,"Fitzroy Reef","MeanNDVI","1715","W2.3"
36.2168642746607,0.0748188446985849,36.0698956507208,36.3638328986006,"Fitzroy Reef","MeanNDVI","1716","W2.3"
40.4970572224263,NA,NA,NA,"Heron","MeanNDVI","1717","W2.3"
37.740944991595,1.9274075244052,33.9547780725383,41.5271119106517,"Heron","MeanNDVI","1718","W2.3"
36.5881994796531,0.460012092304043,35.6845594636243,37.4918394956819,"Heron","MeanNDVI","1719","W2.3"
37.1132480321647,1.2377266262497,34.6818786679778,39.5446173963517,"Heron","MeanNDVI","1720","W2.3"
35.8320914108072,0.0624728204733139,35.709370853156,35.9548119684585,"Heron","MeanNDVI","1721","W2.3"
37.1209409186986,1.24666313380995,34.6720168293857,39.5698650080115,"Heron","MeanNDVI","1722","W2.3"
37.7965943392266,1.77431274230932,34.3111642348353,41.282024443618,"Heron","MeanNDVI","1723","W2.3"
35.8532202462413,0.0818144131552192,35.6925053892803,36.0139351032023,"Heron","MeanNDVI","1724","W2.3"
38.2682564673334,4.04813581075547,30.3161665764002,46.2203463582666,"Heron","MeanNDVI","1725","W2.3"
37.8661049460784,3.04669574787467,31.8812270689446,43.8509828232121,"Heron","MeanNDVI","1726","W2.3"
36.1201598412747,0.0844268272056806,35.9543132020978,36.2860064804517,"Heron","MeanNDVI","1727","W2.3"
37.5317295059265,1.9522650929374,33.6967327973867,41.3667262144663,"Heron","MeanNDVI","1728","W2.3"
36.0401253900936,0.0550740141253582,35.9319389231733,36.148311857014,"Heron","MeanNDVI","1729","W2.3"
37.6515237242561,2.0596689859331,33.6055446150101,41.6975028335021,"Heron","MeanNDVI","1730","W2.3"
