"Trait_metric","k","Rsq_test","Rsq_train"
"NDVI_Ratio",83,0.527858681440011,0.642651154172293
"NDVI_Ratio",84,0.545669981531419,0.608398370414888
"NDVI_Ratio",85,0.659133429627127,0.556348621721702
"NDVI_Ratio",86,0.609307097635609,0.570682046507244
"NDVI_Ratio",87,0.59771739390929,0.588192771428653
"NDVI_Ratio",88,0.604062217749054,0.58498652636087
"NDVI_Ratio",89,0.581736800866484,0.599918545194387
"NDVI_Ratio",90,0.591254090161467,0.580791177359058
"NDVI_Ratio",91,0.568562202772019,0.619421477413761
"NDVI_Ratio",92,0.572076625208226,0.604840298924092
"NDVI_Ratio",93,0.601671207329121,0.604574115051261
"NDVI_Ratio",94,0.646167827617442,0.559979694774093
"NDVI_Ratio",95,0.559117213284533,0.610523526986349
"NDVI_Ratio",96,0.565471646050095,0.582941772638597
"NDVI_Ratio",97,0.545725944579988,0.627084148466956
"NDVI_Ratio",98,0.60971602529409,0.574679090314055
"NDVI_Ratio",99,0.597123085105183,0.577372403132746
"NDVI_Ratio",100,0.630300854683289,0.547162536336792
"FvFm_Ratio",1,0.285852981594807,0.292321412182909
"FvFm_Ratio",2,0.261110649157865,0.297588857683424
"FvFm_Ratio",3,0.25551382685643,0.314572354814231
"FvFm_Ratio",4,0.294975869737892,0.253118847817145
"FvFm_Ratio",5,0.275280579240825,0.308309076177699
"FvFm_Ratio",6,0.295561660867594,0.244108874103993
"FvFm_Ratio",7,0.268274818331199,0.290531769893374
"FvFm_Ratio",8,0.243840469112549,0.294884891559889
"FvFm_Ratio",9,0.295293201378922,0.274011258066359
"FvFm_Ratio",10,0.298394483768891,0.308003618380984
"FvFm_Ratio",11,0.270038679928179,0.300017290174384
"FvFm_Ratio",12,0.282919048365346,0.310655066557089
"FvFm_Ratio",13,0.305401662934211,0.291664962191739
"FvFm_Ratio",14,0.290439468064117,0.3029540630158
"FvFm_Ratio",15,0.264613095821366,0.343726474901788
"FvFm_Ratio",16,0.269829900909982,0.283025875233678
"FvFm_Ratio",17,0.268121379468946,0.31484221639317
"FvFm_Ratio",18,0.334646175195501,0.283270373270152
"FvFm_Ratio",19,0.246614176873395,0.290041747009553
"FvFm_Ratio",20,0.326118303929562,0.279280789630657
"FvFm_Ratio",21,0.307583418555851,0.302830420408287
"FvFm_Ratio",22,0.326522410027141,0.286228747911174
"FvFm_Ratio",23,0.270131009920985,0.303649397688933
"FvFm_Ratio",24,0.307058560804204,0.236927679895363
"FvFm_Ratio",25,0.361907049687022,0.293210152408728
"FvFm_Ratio",26,0.248525457170139,0.28798100568311
"FvFm_Ratio",27,0.278351831000816,0.306295824103435
"FvFm_Ratio",28,0.264920092833987,0.288688746197118
"FvFm_Ratio",29,0.27289860503805,0.309923421658032
"FvFm_Ratio",30,0.29954505788741,0.266141564948066
"FvFm_Ratio",31,0.333434357265497,0.303992573091363
"FvFm_Ratio",32,0.298420547474246,0.27543943917849
"FvFm_Ratio",33,0.214765617928859,0.318793408799229
"FvFm_Ratio",34,0.248465379132347,0.287297851321448
"FvFm_Ratio",35,0.273735501021007,0.312583412459048
"FvFm_Ratio",36,0.262151026536882,0.28121650417939
"FvFm_Ratio",37,0.284404078616494,0.315054009155245
"FvFm_Ratio",38,0.338397163394847,0.2902035361639
"FvFm_Ratio",39,0.268548834018522,0.338854860651095
"FvFm_Ratio",40,0.226487626833468,0.328148924669025
"FvFm_Ratio",41,0.232771118726122,0.346728298001182
"FvFm_Ratio",42,0.314401469262527,0.314665412902806
"FvFm_Ratio",43,0.271684710180693,0.299441706850819
"FvFm_Ratio",44,0.268699944482598,0.30042745019713
"FvFm_Ratio",45,0.291554837406492,0.283197672909879
"FvFm_Ratio",46,0.285917559044608,0.256905850875245
"FvFm_Ratio",47,0.247604575267273,0.251099795612981
"FvFm_Ratio",48,0.308873369091984,0.314832771546995
"FvFm_Ratio",49,0.241111291493929,0.334167508035956
"FvFm_Ratio",50,0.298420202548358,0.269593329434626
"FvFm_Ratio",51,0.227690620142864,0.332145633926313
"FvFm_Ratio",52,0.22773563277178,0.347333981373607
"FvFm_Ratio",53,0.290827815783974,0.284924336491176
"FvFm_Ratio",54,0.278265051453759,0.278654275086288
"FvFm_Ratio",55,0.271533948346644,0.31535105676998
"FvFm_Ratio",56,0.2870132198865,0.319072724426733
"FvFm_Ratio",57,0.234332170116456,0.332183976322015
"FvFm_Ratio",58,0.225732676305899,0.305385437864686
"FvFm_Ratio",59,0.289531995020207,0.285510835056668
"FvFm_Ratio",60,0.288986167944615,0.289375990941331
"FvFm_Ratio",61,0.214826766163385,0.30958257580365
"FvFm_Ratio",62,0.30798860447868,0.254237435392124
"FvFm_Ratio",63,0.283475502588228,0.230890649401684
"FvFm_Ratio",64,0.269781051217893,0.301163027498667
"FvFm_Ratio",65,0.269841944916432,0.289838295933775
"FvFm_Ratio",66,0.21377122435812,0.346101653773772
"FvFm_Ratio",67,0.231977547533305,0.30959409666733
"FvFm_Ratio",68,0.231283099406002,0.305943160688449
"FvFm_Ratio",69,0.258325716121314,0.309540401957585
"FvFm_Ratio",70,0.190057653149992,0.336862022368389
"FvFm_Ratio",71,0.270646516633657,0.293447483320041
"FvFm_Ratio",72,0.320263268332302,0.317892625473356
"FvFm_Ratio",73,0.257008658457057,0.329531464961545
"FvFm_Ratio",74,0.302300027653788,0.314222210887991
"FvFm_Ratio",75,0.277771913250662,0.291425407076087
"FvFm_Ratio",76,0.262456841379932,0.300184696164801
"FvFm_Ratio",77,0.26555734192058,0.298244574321025
"FvFm_Ratio",78,0.303605973867981,0.333736081582115
"FvFm_Ratio",79,0.231094645465221,0.285823081905414
"FvFm_Ratio",80,0.24972460891267,0.306306154836876
"FvFm_Ratio",81,0.319622869340135,0.297930084331653
"FvFm_Ratio",82,0.281942564144296,0.298190568862751
"FvFm_Ratio",83,0.23971954095839,0.30521943347247
"FvFm_Ratio",84,0.266793214110924,0.325098258517149
"FvFm_Ratio",85,0.271146149208232,0.26690062862907
"FvFm_Ratio",86,0.275625223838546,0.293008379405082
"FvFm_Ratio",87,0.286517207657544,0.279792913691231
"FvFm_Ratio",88,0.255637559867363,0.354678788854693
"FvFm_Ratio",89,0.26874984234419,0.312669726248896
"FvFm_Ratio",90,0.299220406949402,0.289465718547566
"FvFm_Ratio",91,0.271542452915971,0.271731268617706
"FvFm_Ratio",92,0.285381536109553,0.286781345470867
"FvFm_Ratio",93,0.28677562375486,0.269526151577149
"FvFm_Ratio",94,0.189873783222068,0.355333660742442
"FvFm_Ratio",95,0.266568657417744,0.288785290174037
"FvFm_Ratio",96,0.256644694274353,0.263707300026892
"FvFm_Ratio",97,0.277539484573768,0.316770152777453
"FvFm_Ratio",98,0.228159934047681,0.294332021983006
"FvFm_Ratio",99,0.307825236104048,0.297886353925169
"FvFm_Ratio",100,0.25752039028663,0.328308661242917
"NDVI_ED50",1,0.117629592876629,0.154926643495128
"NDVI_ED50",2,0.131201854674517,0.200528748088198
"NDVI_ED50",3,0.124320968574194,0.153026243403457
"NDVI_ED50",4,0.102915226519087,0.119100136790303
"NDVI_ED50",5,0.0982458114373381,0.107582415332677
"NDVI_ED50",6,0.101826561230829,0.0944595687639458
"NDVI_ED50",7,0.120711421357328,0.162845626253013
"NDVI_ED50",8,0.145596324005516,0.129471683572893
"NDVI_ED50",9,0.127867073852294,0.150835470504207
"NDVI_ED50",10,0.158533393918775,0.156451851836973
"NDVI_ED50",11,0.148393165468947,0.180840170124181
"NDVI_ED50",12,0.160065844912798,0.15784654444395
"NDVI_ED50",13,0.14127459705059,0.13381694089744
"NDVI_ED50",14,0.111824802253427,0.152453056883644
"NDVI_ED50",15,0.153404469399325,0.159786417565428
"NDVI_ED50",16,0.132053419654808,0.149296062146243
"NDVI_ED50",17,0.119322716175782,0.168397421717847
"NDVI_ED50",18,0.120052487819217,0.125281329418962
"NDVI_ED50",19,0.12895979047877,0.156791416444188
"NDVI_ED50",20,0.0967330126673539,0.174441825450652
"NDVI_ED50",21,0.130222687875788,0.131589752681908
"NDVI_ED50",22,0.154285422389054,0.122615007187943
"NDVI_ED50",23,0.100734782635502,0.10019896814329
"NDVI_ED50",24,0.150469039135649,0.16861674322397
"NDVI_ED50",25,0.134136010938672,0.145380273628499
"NDVI_ED50",26,0.0994632413335268,0.196772071856526
"NDVI_ED50",27,0.131792914725472,0.122926070492216
"NDVI_ED50",28,0.117754453112037,0.132426874722509
"NDVI_ED50",29,0.132202439262507,0.13208065151316
"NDVI_ED50",30,0.132923532076331,0.161218239311493
"NDVI_ED50",31,0.0812748009657673,0.151206318554047
"NDVI_ED50",32,0.121783740082541,0.152868186221686
"NDVI_ED50",33,0.175315946443197,0.171777740869906
"NDVI_ED50",34,0.13214405951637,0.139181327014432
"NDVI_ED50",35,0.14023525789611,0.138409910703601
"NDVI_ED50",36,0.133475337352565,0.146218134795762
"NDVI_ED50",37,0.112106530285896,0.0941397598549362
"NDVI_ED50",38,0.111184581020754,0.13785348751303
"NDVI_ED50",39,0.123397642065713,0.15442575797704
"NDVI_ED50",40,0.0829165796217869,0.119669807788477
"NDVI_ED50",41,0.119512884748173,0.135429158957185
"NDVI_ED50",42,0.0946532665896649,0.114133433716622
"NDVI_ED50",43,0.125534761865775,0.107039946603138
"NDVI_ED50",44,0.140272309782256,0.152278337305701
"NDVI_ED50",45,0.155466212440232,0.147320859643079
"NDVI_ED50",46,0.15782515927014,0.154337511202986
"NDVI_ED50",47,0.131566340200798,0.144453818125206
"NDVI_ED50",48,0.128167540454805,0.109861549285438
"NDVI_ED50",49,0.14116693056367,0.149244575962953
"NDVI_ED50",50,0.10807785154215,0.108678635047384
"NDVI_ED50",51,0.0949010048728447,0.190029516026677
"NDVI_ED50",52,0.13109285160358,0.125420475241674
"NDVI_ED50",53,0.142411590995378,0.134682319162634
"NDVI_ED50",54,0.158877201390298,0.165313210937221
"NDVI_ED50",55,0.132830397352378,0.130268023169209
"NDVI_ED50",56,0.120679330407582,0.152674345223301
"NDVI_ED50",57,0.12178834007637,0.160728427438292
"NDVI_ED50",58,0.171498392255872,0.121487658730163
"NDVI_ED50",59,0.115224079000332,0.131988839016767
"NDVI_ED50",60,0.0879925620337396,0.107292744474515
"NDVI_ED50",61,0.158853193034996,0.177541910474755
"NDVI_ED50",62,0.134687263054831,0.146504368439991
"NDVI_ED50",63,0.063432569679044,0.0622650830529935
"NDVI_ED50",64,0.107708079055834,0.133578101169049
"NDVI_ED50",65,0.1216448126962,0.14845208399717
"NDVI_ED50",66,0.102446529718316,0.110511531255331
"NDVI_ED50",67,0.112593348389204,0.137474406164663
"NDVI_ED50",68,0.161490463415947,0.14695445086285
"NDVI_ED50",69,0.0900824792658329,0.0990646870965116
"NDVI_ED50",70,0.0981317235893009,0.117467490324018
"NDVI_ED50",71,0.119973087363008,0.104223904614127
"NDVI_ED50",72,0.134170680157008,0.200292450282517
"NDVI_ED50",73,0.13083864305065,0.102789829010164
"NDVI_ED50",74,0.156275881261133,0.145431762210496
"NDVI_ED50",75,0.14522914359561,0.128867193851046
"NDVI_ED50",76,0.12282577276317,0.170797065409042
"NDVI_ED50",77,0.0964660900619899,0.101829870635471
"NDVI_ED50",78,0.12628034780651,0.164657604622211
"NDVI_ED50",79,0.157530111464532,0.180082018115175
"NDVI_ED50",80,0.13105495412939,0.111477035526534
"NDVI_ED50",81,0.135551119735215,0.123520362263965
"NDVI_ED50",82,0.103947674187064,0.110023920419021
"NDVI_ED50",83,0.146071291716509,0.138241583994383
"NDVI_ED50",84,0.136286897478381,0.151593934816768
"NDVI_ED50",85,0.097615773282864,0.0872432477167114
"NDVI_ED50",86,0.0993926278108102,0.1527213285045
"NDVI_ED50",87,0.119637522737274,0.116876899349034
"NDVI_ED50",88,0.118108538562974,0.127811059053443
"NDVI_ED50",89,0.11535891764216,0.187433039994808
"NDVI_ED50",90,0.137153813086451,0.146455702415441
"NDVI_ED50",91,0.122731402131664,0.152888169538139
"NDVI_ED50",92,0.128498443428114,0.169226835915437
"NDVI_ED50",93,0.140680783499795,0.175788285926788
"NDVI_ED50",94,0.153770403902488,0.141824168297724
"NDVI_ED50",95,0.165645261579443,0.164530638099978
"NDVI_ED50",96,0.154291644102496,0.144813456912645
"NDVI_ED50",97,0.138747301917534,0.136055303646171
"NDVI_ED50",98,0.0770874045710633,0.11209546283257
"NDVI_ED50",99,0.130497656779602,0.13617787266887
"NDVI_ED50",100,0.110751835647048,0.1387085061862
"FvFm_ED50",1,0.112224664380293,0.109223361891136
"FvFm_ED50",2,0.104101103279427,0.119703118564199
"FvFm_ED50",3,0.115910936656688,0.166877739393922
"FvFm_ED50",4,0.131780751496703,0.164697370705607
"FvFm_ED50",5,0.146238343788959,0.178291135117099
"FvFm_ED50",6,0.11515297186021,0.117895170830359
"FvFm_ED50",7,0.103701101928964,0.0861620384955314
"FvFm_ED50",8,0.147871588463011,0.112843316923216
"FvFm_ED50",9,0.120420064300463,0.156593761052432
"FvFm_ED50",10,0.157928145602462,0.134207475402966
"FvFm_ED50",11,0.103919543568757,0.0995985434102171
"FvFm_ED50",12,0.098189216983089,0.139884629279506
"FvFm_ED50",13,0.135419057738499,0.121262101329639
"FvFm_ED50",14,0.137773192208734,0.145056976381106
"FvFm_ED50",15,0.133061657953383,0.153070227797781
"FvFm_ED50",16,0.13273720623145,0.0927399702843633
"FvFm_ED50",17,0.102215002531527,0.172608025460402
"FvFm_ED50",18,0.158917333861265,0.151200933355386
"FvFm_ED50",19,0.094285879363639,0.118859601431498
"FvFm_ED50",20,0.117168652879959,0.108934850049605
"FvFm_ED50",21,0.0549448982287034,0.204482108793116
"FvFm_ED50",22,0.124119360883138,0.207950631893202
"FvFm_ED50",23,0.0749796698920348,0.153530302674727
"FvFm_ED50",24,0.214353539634408,0.132967559652106
"FvFm_ED50",25,0.0944575263730513,0.123118852684456
"FvFm_ED50",26,0.108247816911042,0.128069542610459
"FvFm_ED50",27,0.146011931504309,0.143714065780443
"FvFm_ED50",28,0.117779814272133,0.14581878844758
"FvFm_ED50",29,0.170699689379067,0.163043835463543
"FvFm_ED50",30,0.131048882159613,0.163540152880666
"FvFm_ED50",31,0.10271992402681,0.135458496016166
"FvFm_ED50",32,0.171423040368719,0.114594913833299
"FvFm_ED50",33,0.154639436505155,0.185985938761395
"FvFm_ED50",34,0.122345065040481,0.171020364277468
"FvFm_ED50",35,0.154419286144783,0.18546766654731
"FvFm_ED50",36,0.128448574123939,0.111749315903096
"FvFm_ED50",37,0.136810819861713,0.166989384923831
"FvFm_ED50",38,0.123269518270944,0.110059506960696
"FvFm_ED50",39,0.093074005575097,0.180002459009154
"FvFm_ED50",40,0.118374886423799,0.177907016831909
"FvFm_ED50",41,0.11450295994846,0.0878212692098468
"FvFm_ED50",42,0.0958342236210749,0.118999484717874
"FvFm_ED50",43,0.129710116340394,0.201822481355172
"FvFm_ED50",44,0.135685812729404,0.171544567017025
"FvFm_ED50",45,0.10444847414495,0.164627079461749
"FvFm_ED50",46,0.159391684962535,0.147904932261024
"FvFm_ED50",47,0.0935410166715975,0.0882992870286937
"FvFm_ED50",48,0.104235198104845,0.197092022962228
"FvFm_ED50",49,0.0949829431778015,0.124655614525141
"FvFm_ED50",50,0.109868213824857,0.119798560002667
"FvFm_ED50",51,0.151732745398509,0.210368521863223
"FvFm_ED50",52,0.166700828148254,0.161520726071818
"FvFm_ED50",53,0.138577169659215,0.134997237733602
"FvFm_ED50",54,0.111248233117876,0.140824481779794
"FvFm_ED50",55,0.105869941813284,0.152698375339424
"FvFm_ED50",56,0.1163816260432,0.159298907500759
"FvFm_ED50",57,0.107927700291977,0.0785846793943423
"FvFm_ED50",58,0.139650499592455,0.19003961108766
"FvFm_ED50",59,0.119971716489424,0.183797103394159
"FvFm_ED50",60,0.164009460329111,0.195828249041951
"FvFm_ED50",61,0.11435921077487,0.101924377463066
"FvFm_ED50",62,0.151727132487719,0.206079186155143
"FvFm_ED50",63,0.0999588274202299,0.09227896670165
"FvFm_ED50",64,0.114119437665092,0.134631633171085
"FvFm_ED50",65,0.15608253837906,0.128442022064675
"FvFm_ED50",66,0.193559536620518,0.153235445841189
"FvFm_ED50",67,0.0918667787202389,0.10199723230402
"FvFm_ED50",68,0.0843832018745517,0.249438842142568
"FvFm_ED50",69,0.120113318914905,0.144559465263243
"FvFm_ED50",70,0.115138921707525,0.163575448120421
"FvFm_ED50",71,0.112396185677636,0.107717882217961
"FvFm_ED50",72,0.114339641370657,0.0953297950089387
"FvFm_ED50",73,0.141678192352572,0.115048385499438
"FvFm_ED50",74,0.12342460638719,0.223911115511765
"FvFm_ED50",75,0.0898538281876582,0.183935302143638
"FvFm_ED50",76,0.138111529287972,0.131049577978549
"FvFm_ED50",77,0.169771597772645,0.165440036953956
"FvFm_ED50",78,0.0959880885008437,0.227881473477146
"FvFm_ED50",79,0.1901333346779,0.165891781445092
"FvFm_ED50",80,0.0981703312529205,0.104179662665039
"FvFm_ED50",81,0.0703521124762929,0.0642259500461885
"FvFm_ED50",82,0.110673024264835,0.114882982832175
"FvFm_ED50",83,0.132852277203146,0.1927709585612
"FvFm_ED50",84,0.0770310544580481,0.182772697089488
"FvFm_ED50",85,0.128983964475838,0.136929979187711
"FvFm_ED50",86,0.132491660758625,0.145686984719156
"FvFm_ED50",87,0.115740927623047,0.138391619720378
"FvFm_ED50",88,0.120195397018646,0.127681296778249
"FvFm_ED50",89,0.116536282945557,0.14561303787509
"FvFm_ED50",90,0.119252974069153,0.117651786246039
"FvFm_ED50",91,0.144018492822028,0.125619980982851
"FvFm_ED50",92,0.14510666355326,0.17192037033939
"FvFm_ED50",93,0.125932329120532,0.101649457211256
"FvFm_ED50",94,0.102193790285156,0.261340707703436
"FvFm_ED50",95,0.156376366728707,0.150584406093787
"FvFm_ED50",96,0.126844622564517,0.14072211245885
"FvFm_ED50",97,0.108629211154398,0.0819611438577166
"FvFm_ED50",98,0.155351853174072,0.142234728595161
"FvFm_ED50",99,0.106338106581764,0.138779835007702
"FvFm_ED50",100,0.104177188663147,0.187915786274612
