Site_Treatment_Tank;ID;MeanNDVI;StdNDVI;Site.name;Rack.pos;Genotype;Treatment;Tank;meanTemp_hold.adj;eventID
No Name_MMM_13;NoName_2067;0.731333196163177;0.0615787766873837;No Name;2067;622;MMM;13;30.7172222222222;Aspat_622
No Name_MMM_7;NoName_808;0.708291113376617;0.0726440846920013;No Name;808;622;MMM;7;30.2772222222222;Aspat_622
No Name_MMM_9;NoName_292;0.702290832996368;0.0637857913970947;No Name;292;622;MMM;9;30.9588888888889;Aspat_622
No Name_+3C_10;NoName_268;0.742530822753906;0.0623776316642761;No Name;268;622;+3C;10;31.7061111111111;Aspat_622
No Name_+3C_14;NoName_2759;0.701667129993439;0.0598718225955963;No Name;2759;622;+3C;14;31.6594444444444;Aspat_622
No Name_+3C_8;NoName_180;0.702467560768127;0.054875236004591;No Name;180;622;+3C;8;31.465;Aspat_622
No Name_+6C_11;NoName_916;0.726263821125031;0.107542835175991;No Name;916;622;+6C;11;35.4883333333333;Aspat_622
No Name_+6C_2;NoName_296;0.594353556632996;0.104042567312717;No Name;296;622;+6C;2;34.0361111111111;Aspat_622
No Name_+6C_4;NoName_388;0.671190738677979;0.0749213546514511;No Name;388;622;+6C;4;33.6155555555556;Aspat_622
No Name_+9C_1;NoName_336;0.0312172509729862;0.00907614082098007;No Name;336;622;+9C;1;37.73;Aspat_622
No Name_+9C_12;NoName_28;0.245674282312393;0.070469819009304;No Name;28;622;+9C;12;36.5333333333333;Aspat_622
No Name_+9C_3;NoName_504;0.0548068583011627;0.0147324874997139;No Name;504;622;+9C;3;37.5488888888889;Aspat_622
No Name_MMM_13;NoName_529;0.589732944965363;0.0574081502854824;No Name;529;623;MMM;13;30.7172222222222;Aspat_623
No Name_MMM_7;NoName_449;0.688366532325745;0.0647188201546669;No Name;449;623;MMM;7;30.2772222222222;Aspat_623
No Name_MMM_9;NoName_397;0.661506354808807;0.065709188580513;No Name;397;623;MMM;9;30.9588888888889;Aspat_623
No Name_+3C_10;NoName_561;0.714529454708099;0.05278480052948;No Name;561;623;+3C;10;31.7061111111111;Aspat_623
No Name_+3C_14;NoName_365;0.750343322753906;0.0667380467057228;No Name;365;623;+3C;14;31.6594444444444;Aspat_623
No Name_+3C_8;NoName_2328;0.667245864868164;0.0489855334162712;No Name;2328;623;+3C;8;31.465;Aspat_623
No Name_+6C_11;NoName_617;0.701875329017639;0.0474263168871403;No Name;617;623;+6C;11;35.4883333333333;Aspat_623
No Name_+6C_2;NoName_957;0.467674523591995;0.108179360628128;No Name;957;623;+6C;2;34.0361111111111;Aspat_623
No Name_+6C_4;NoName_925;0.675901055335999;0.0891286209225655;No Name;925;623;+6C;4;33.6155555555556;Aspat_623
No Name_+9C_1;NoName_169;0.0701009780168533;0.0457899533212185;No Name;169;623;+9C;1;37.73;Aspat_623
No Name_+9C_12;NoName_1105;0.078826904296875;0.019901130348444;No Name;1105;623;+9C;12;36.5333333333333;Aspat_623
No Name_+9C_3;NoName_917;0.122901953756809;0.0536151826381683;No Name;917;623;+9C;3;37.5488888888889;Aspat_623
No Name_MMM_13;NoName_530;0.700458407402039;0.0958086028695107;No Name;530;624;MMM;13;30.7172222222222;Aspat_624
No Name_MMM_7;NoName_450;0.697485566139221;0.0739515945315361;No Name;450;624;MMM;7;30.2772222222222;Aspat_624
No Name_MMM_9;NoName_398;0.685263276100159;0.0801813751459122;No Name;398;624;MMM;9;30.9588888888889;Aspat_624
No Name_+3C_10;NoName_562;0.667733430862427;0.0861978977918625;No Name;562;624;+3C;10;31.7061111111111;Aspat_624
No Name_+3C_14;NoName_366;0.719415843486786;0.0818043574690819;No Name;366;624;+3C;14;31.6594444444444;Aspat_624
No Name_+3C_8;NoName_2329;0.693042933940887;0.0791242942214012;No Name;2329;624;+3C;8;31.465;Aspat_624
No Name_+6C_11;NoName_618;0.662435591220856;0.0863610804080963;No Name;618;624;+6C;11;35.4883333333333;Aspat_624
No Name_+6C_2;NoName_958;0.634015798568726;0.0907602086663246;No Name;958;624;+6C;2;34.0361111111111;Aspat_624
No Name_+6C_4;NoName_926;0.551816940307617;0.0975190028548241;No Name;926;624;+6C;4;33.6155555555556;Aspat_624
No Name_+9C_1;NoName_170;0.171229317784309;0.040437888354063;No Name;170;624;+9C;1;37.73;Aspat_624
No Name_+9C_12;NoName_1106;0.185083776712418;0.0610344298183918;No Name;1106;624;+9C;12;36.5333333333333;Aspat_624
No Name_+9C_3;NoName_918;0.0354981273412704;0.0102977957576513;No Name;918;624;+9C;3;37.5488888888889;Aspat_624
No Name_MMM_13;NoName_531;0.744622051715851;0.0572851821780205;No Name;531;625;MMM;13;30.7172222222222;Aspat_625
No Name_MMM_7;NoName_451;0.786768734455109;0.0645950436592102;No Name;451;625;MMM;7;30.2772222222222;Aspat_625
No Name_MMM_9;NoName_399;0.773572146892548;0.0770127028226852;No Name;399;625;MMM;9;30.9588888888889;Aspat_625
No Name_+3C_10;NoName_563;0.755313694477081;0.0607068240642548;No Name;563;625;+3C;10;31.7061111111111;Aspat_625
No Name_+3C_14;NoName_367;0.71136200428009;0.0730268657207489;No Name;367;625;+3C;14;31.6594444444444;Aspat_625
No Name_+3C_8;NoName_2330;0.728937685489655;0.0752052888274193;No Name;2330;625;+3C;8;31.465;Aspat_625
No Name_+6C_11;NoName_619;0.75807398557663;0.0589342080056667;No Name;619;625;+6C;11;35.4883333333333;Aspat_625
No Name_+6C_2;NoName_959;0.744880139827728;0.0747406855225563;No Name;959;625;+6C;2;34.0361111111111;Aspat_625
No Name_+6C_4;NoName_927;0.780190229415894;0.062252338975668;No Name;927;625;+6C;4;33.6155555555556;Aspat_625
No Name_+9C_1;NoName_171;0.069302923977375;0.0408060774207115;No Name;171;625;+9C;1;37.73;Aspat_625
No Name_+9C_12;NoName_1107;0.0517595261335373;0.00941696483641863;No Name;1107;625;+9C;12;36.5333333333333;Aspat_625
No Name_+9C_3;NoName_919;0.109771274030209;0.0350893922150135;No Name;919;625;+9C;3;37.5488888888889;Aspat_625
No Name_MMM_13;NoName_532;0.690304279327393;0.0732913166284561;No Name;532;626;MMM;13;30.7172222222222;Aspat_626
No Name_MMM_7;NoName_452;0.722773134708405;0.0906297415494919;No Name;452;626;MMM;7;30.2772222222222;Aspat_626
No Name_MMM_9;NoName_400;0.707202315330505;0.070068746805191;No Name;400;626;MMM;9;30.9588888888889;Aspat_626
No Name_+3C_10;NoName_564;0.694349884986877;0.0843132436275482;No Name;564;626;+3C;10;31.7061111111111;Aspat_626
No Name_+3C_14;NoName_368;0.735663652420044;0.0728709548711777;No Name;368;626;+3C;14;31.6594444444444;Aspat_626
No Name_+3C_8;NoName_2331;0.701702773571014;0.0837281420826912;No Name;2331;626;+3C;8;31.465;Aspat_626
No Name_+6C_11;NoName_620;0.633013308048248;0.0791099667549133;No Name;620;626;+6C;11;35.4883333333333;Aspat_626
No Name_+6C_2;NoName_960;0.493289798498154;0.0896965339779854;No Name;960;626;+6C;2;34.0361111111111;Aspat_626
No Name_+6C_4;NoName_928;0.445662528276443;0.0838540494441986;No Name;928;626;+6C;4;33.6155555555556;Aspat_626
No Name_+9C_1;NoName_172;0.0416578389704227;0.0187903344631195;No Name;172;626;+9C;1;37.73;Aspat_626
No Name_+9C_12;NoName_1108;0.132384642958641;0.0362255349755287;No Name;1108;626;+9C;12;36.5333333333333;Aspat_626
No Name_+9C_3;NoName_920;0.13603949546814;0.0618216171860695;No Name;920;626;+9C;3;37.5488888888889;Aspat_626
No Name_MMM_13;NoName_2020;0.755305230617523;0.076156958937645;No Name;2020;627;MMM;13;30.7172222222222;Aspat_627
No Name_MMM_7;NoName_3004;0.633087635040283;0.128325968980789;No Name;3004;627;MMM;7;30.2772222222222;Aspat_627
No Name_MMM_9;NoName_137;0.593846023082733;0.0934212580323219;No Name;137;627;MMM;9;30.9588888888889;Aspat_627
No Name_+3C_10;NoName_193;0.694095015525818;0.0901254937052727;No Name;193;627;+3C;10;31.7061111111111;Aspat_627
No Name_+3C_14;NoName_349;0.62913316488266;0.088732972741127;No Name;349;627;+3C;14;31.6594444444444;Aspat_627
No Name_+3C_8;NoName_753;0.568848311901093;0.102051466703415;No Name;753;627;+3C;8;31.465;Aspat_627
No Name_+6C_11;NoName_361;0.624742984771729;0.087835468351841;No Name;361;627;+6C;11;35.4883333333333;Aspat_627
No Name_+6C_2;NoName_609;0.671365201473236;0.0763057172298431;No Name;609;627;+6C;2;34.0361111111111;Aspat_627
No Name_+6C_4;NoName_829;0.725710272789001;0.0922630801796913;No Name;829;627;+6C;4;33.6155555555556;Aspat_627
No Name_+9C_1;NoName_765;0.155272126197815;0.0954274162650108;No Name;765;627;+9C;1;37.73;Aspat_627
No Name_+9C_12;NoName_981;0.0575206279754639;0.0126611366868019;No Name;981;627;+9C;12;36.5333333333333;Aspat_627
No Name_+9C_3;NoName_181;0.0662484094500542;0.0190378222614527;No Name;181;627;+9C;3;37.5488888888889;Aspat_627
No Name_MMM_13;NoName_2021;0.649863839149475;0.083021841943264;No Name;2021;628;MMM;13;30.7172222222222;Aspat_628
No Name_MMM_7;NoName_3005;0.582061469554901;0.129959255456924;No Name;3005;628;MMM;7;30.2772222222222;Aspat_628
No Name_MMM_9;NoName_138;0.563647270202637;0.0671197921037674;No Name;138;628;MMM;9;30.9588888888889;Aspat_628
No Name_+3C_10;NoName_194;0.623197019100189;0.0742308124899864;No Name;194;628;+3C;10;31.7061111111111;Aspat_628
No Name_+3C_14;NoName_350;0.576296150684357;0.115665391087532;No Name;350;628;+3C;14;31.6594444444444;Aspat_628
No Name_+3C_8;NoName_754;0.60020899772644;0.0638140067458153;No Name;754;628;+3C;8;31.465;Aspat_628
No Name_+6C_11;NoName_362;0.583568811416626;0.0583517290651798;No Name;362;628;+6C;11;35.4883333333333;Aspat_628
No Name_+6C_2;NoName_610;0.597349226474762;0.0895703211426735;No Name;610;628;+6C;2;34.0361111111111;Aspat_628
No Name_+6C_4;NoName_830;0.571942448616028;0.0706854090094566;No Name;830;628;+6C;4;33.6155555555556;Aspat_628
No Name_+9C_1;NoName_766;0.256075471639633;0.101418927311897;No Name;766;628;+9C;1;37.73;Aspat_628
No Name_+9C_12;NoName_982;0.0630250349640846;0.0264311283826828;No Name;982;628;+9C;12;36.5333333333333;Aspat_628
No Name_+9C_3;NoName_182;0.0759798288345337;0.0386526063084602;No Name;182;628;+9C;3;37.5488888888889;Aspat_628
No Name_MMM_13;NoName_2022;0.605006992816925;0.12844717502594;No Name;2022;629;MMM;13;30.7172222222222;Aspat_629
No Name_MMM_7;NoName_3006;0.654503464698792;0.0969322025775909;No Name;3006;629;MMM;7;30.2772222222222;Aspat_629
No Name_MMM_9;NoName_139;0.669896304607391;0.0730512142181396;No Name;139;629;MMM;9;30.9588888888889;Aspat_629
No Name_+3C_10;NoName_195;0.577612221240997;0.0590517744421959;No Name;195;629;+3C;10;31.7061111111111;Aspat_629
No Name_+3C_14;NoName_351;0.630713284015656;0.0858214944601059;No Name;351;629;+3C;14;31.6594444444444;Aspat_629
No Name_+3C_8;NoName_755;0.683724284172058;0.0838840007781982;No Name;755;629;+3C;8;31.465;Aspat_629
No Name_+6C_11;NoName_363;0.740553438663483;0.0782883614301682;No Name;363;629;+6C;11;35.4883333333333;Aspat_629
No Name_+6C_2;NoName_611;0.644841253757477;0.104459434747696;No Name;611;629;+6C;2;34.0361111111111;Aspat_629
No Name_+6C_4;NoName_831;0.596165657043457;0.0687541738152504;No Name;831;629;+6C;4;33.6155555555556;Aspat_629
No Name_+9C_1;NoName_767;0.0567240640521049;0.0162927582859993;No Name;767;629;+9C;1;37.73;Aspat_629
No Name_+9C_12;NoName_983;0.195271134376526;0.0547812096774578;No Name;983;629;+9C;12;36.5333333333333;Aspat_629
No Name_+9C_3;NoName_183;0.256938487291336;0.0761554911732674;No Name;183;629;+9C;3;37.5488888888889;Aspat_629
No Name_MMM_13;NoName_2023;0.748835206031799;0.0625834390521049;No Name;2023;630;MMM;13;30.7172222222222;Aspat_630
No Name_MMM_7;NoName_3007;0.773539066314697;0.0682436600327492;No Name;3007;630;MMM;7;30.2772222222222;Aspat_630
No Name_MMM_9;NoName_140;0.789034843444824;0.0608771927654743;No Name;140;630;MMM;9;30.9588888888889;Aspat_630
No Name_+3C_10;NoName_196;0.775092124938965;0.0842266231775284;No Name;196;630;+3C;10;31.7061111111111;Aspat_630
No Name_+3C_14;NoName_352;0.787264704704285;0.0680423304438591;No Name;352;630;+3C;14;31.6594444444444;Aspat_630
No Name_+3C_8;NoName_756;0.769862174987793;0.0745978429913521;No Name;756;630;+3C;8;31.465;Aspat_630
No Name_+6C_11;NoName_364;0.722540855407715;0.130734488368034;No Name;364;630;+6C;11;35.4883333333333;Aspat_630
No Name_+6C_2;NoName_612;0.754025101661682;0.0605167150497437;No Name;612;630;+6C;2;34.0361111111111;Aspat_630
No Name_+6C_4;NoName_832;0.760248720645905;0.0572969056665897;No Name;832;630;+6C;4;33.6155555555556;Aspat_630
No Name_+9C_1;NoName_768;0.0511597618460655;0.0311512462794781;No Name;768;630;+9C;1;37.73;Aspat_630
No Name_+9C_12;NoName_984;0.0494989268481731;0.0110616898164153;No Name;984;630;+9C;12;36.5333333333333;Aspat_630
No Name_+9C_3;NoName_184;0.218928337097168;0.138605341315269;No Name;184;630;+9C;3;37.5488888888889;Aspat_630
No Name_MMM_13;NoName_965;0.748326122760773;0.0614736974239349;No Name;965;631;MMM;13;30.7172222222222;Aspat_631
No Name_MMM_7;NoName_249;0.746760487556458;0.058869332075119;No Name;249;631;MMM;7;30.2772222222222;Aspat_631
No Name_MMM_9;NoName_525;0.785770237445831;0.0622667409479618;No Name;525;631;MMM;9;30.9588888888889;Aspat_631
No Name_+3C_10;NoName_373;0.750950872898102;0.0675995647907257;No Name;373;631;+3C;10;31.7061111111111;Aspat_631
No Name_+3C_14;NoName_813;0.747004330158234;0.0678313374519348;No Name;813;631;+3C;14;31.6594444444444;Aspat_631
No Name_+3C_8;NoName_969;0.796076774597168;0.0515480190515518;No Name;969;631;+3C;8;31.465;Aspat_631
No Name_+6C_11;NoName_429;0.740863740444183;0.071467399597168;No Name;429;631;+6C;11;35.4883333333333;Aspat_631
No Name_+6C_2;NoName_225;0.737964510917664;0.0648375377058983;No Name;225;631;+6C;2;34.0361111111111;Aspat_631
No Name_+6C_4;NoName_593;0.742252886295319;0.0779475048184395;No Name;593;631;+6C;4;33.6155555555556;Aspat_631
No Name_+9C_1;NoName_929;0.068601593375206;0.0292978044599295;No Name;929;631;+9C;1;37.73;Aspat_631
No Name_+9C_12;NoName_389;0.0833356156945229;0.0321729332208633;No Name;389;631;+9C;12;36.5333333333333;Aspat_631
No Name_+9C_3;NoName_517;0.0848244577646255;0.020391222089529;No Name;517;631;+9C;3;37.5488888888889;Aspat_631
No Name_MMM_13;NoName_966;0.683619201183319;0.063486635684967;No Name;966;632;MMM;13;30.7172222222222;Aspat_632
No Name_MMM_7;NoName_250;0.690467596054077;0.0675758421421051;No Name;250;632;MMM;7;30.2772222222222;Aspat_632
No Name_MMM_9;NoName_526;0.66503119468689;0.0650168657302856;No Name;526;632;MMM;9;30.9588888888889;Aspat_632
No Name_+3C_10;NoName_374;0.724350690841675;0.0545710027217865;No Name;374;632;+3C;10;31.7061111111111;Aspat_632
No Name_+3C_14;NoName_814;0.680477440357208;0.0684409663081169;No Name;814;632;+3C;14;31.6594444444444;Aspat_632
No Name_+3C_8;NoName_970;0.69959831237793;0.0709359869360924;No Name;970;632;+3C;8;31.465;Aspat_632
No Name_+6C_11;NoName_430;0.749220788478851;0.0607419982552528;No Name;430;632;+6C;11;35.4883333333333;Aspat_632
No Name_+6C_2;NoName_226;0.73831182718277;0.0642184838652611;No Name;226;632;+6C;2;34.0361111111111;Aspat_632
No Name_+6C_4;NoName_594;0.783611595630646;0.0545298233628273;No Name;594;632;+6C;4;33.6155555555556;Aspat_632
No Name_+9C_1;NoName_930;0.0189311448484659;0.0103147998452187;No Name;930;632;+9C;1;37.73;Aspat_632
No Name_+9C_12;NoName_390;0.0685573741793633;0.0246453993022442;No Name;390;632;+9C;12;36.5333333333333;Aspat_632
No Name_+9C_3;NoName_518;0.0352632291615009;0.00750009762123227;No Name;518;632;+9C;3;37.5488888888889;Aspat_632
No Name_MMM_13;NoName_967;0.701600968837738;0.0898618102073669;No Name;967;633;MMM;13;30.7172222222222;Aspat_633
No Name_MMM_7;NoName_251;0.635671079158783;0.107937656342983;No Name;251;633;MMM;7;30.2772222222222;Aspat_633
No Name_MMM_9;NoName_527;0.699989020824432;0.0745569318532944;No Name;527;633;MMM;9;30.9588888888889;Aspat_633
No Name_+3C_10;NoName_375;0.689924657344818;0.0874279886484146;No Name;375;633;+3C;10;31.7061111111111;Aspat_633
No Name_+3C_14;NoName_815;0.69071364402771;0.0873380303382874;No Name;815;633;+3C;14;31.6594444444444;Aspat_633
No Name_+3C_8;NoName_971;0.650510907173157;0.106184616684914;No Name;971;633;+3C;8;31.465;Aspat_633
No Name_+6C_11;NoName_431;0.687688708305359;0.0752182900905609;No Name;431;633;+6C;11;35.4883333333333;Aspat_633
No Name_+6C_2;NoName_227;0.766363024711609;0.0586133077740669;No Name;227;633;+6C;2;34.0361111111111;Aspat_633
No Name_+6C_4;NoName_595;0.625254511833191;0.106930173933506;No Name;595;633;+6C;4;33.6155555555556;Aspat_633
No Name_+9C_1;NoName_931;0.022761732339859;0.0106006832793355;No Name;931;633;+9C;1;37.73;Aspat_633
No Name_+9C_12;NoName_391;0.0576552115380764;0.0205120109021664;No Name;391;633;+9C;12;36.5333333333333;Aspat_633
No Name_+9C_3;NoName_519;0.0733048692345619;0.0292770452797413;No Name;519;633;+9C;3;37.5488888888889;Aspat_633
No Name_MMM_13;NoName_968;0.759259402751923;0.0608081929385662;No Name;968;634;MMM;13;30.7172222222222;Aspat_634
No Name_MMM_7;NoName_252;0.694851100444794;0.0792757719755173;No Name;252;634;MMM;7;30.2772222222222;Aspat_634
No Name_MMM_9;NoName_528;0.773737668991089;0.061457596719265;No Name;528;634;MMM;9;30.9588888888889;Aspat_634
No Name_+3C_10;NoName_376;0.684675812721252;0.0832394510507584;No Name;376;634;+3C;10;31.7061111111111;Aspat_634
No Name_+3C_14;NoName_816;0.72568666934967;0.0695262402296066;No Name;816;634;+3C;14;31.6594444444444;Aspat_634
No Name_+3C_8;NoName_972;0.685009121894836;0.0620843954384327;No Name;972;634;+3C;8;31.465;Aspat_634
No Name_+6C_11;NoName_432;0.781397700309753;0.0640904158353806;No Name;432;634;+6C;11;35.4883333333333;Aspat_634
No Name_+6C_2;NoName_228;0.741012930870056;0.0754300206899643;No Name;228;634;+6C;2;34.0361111111111;Aspat_634
No Name_+6C_4;NoName_596;0.755660593509674;0.0727152228355408;No Name;596;634;+6C;4;33.6155555555556;Aspat_634
No Name_+9C_1;NoName_932;0.029334569349885;0.0170229692012072;No Name;932;634;+9C;1;37.73;Aspat_634
No Name_+9C_12;NoName_392;0.0561633892357349;0.0123509224504232;No Name;392;634;+9C;12;36.5333333333333;Aspat_634
No Name_+9C_3;NoName_520;0.046861257404089;0.0143538480624557;No Name;520;634;+9C;3;37.5488888888889;Aspat_634
No Name_MMM_13;NoName_825;0.76418924331665;0.064779557287693;No Name;825;635;MMM;13;30.7172222222222;Aspat_635
No Name_MMM_7;NoName_837;0.709770083427429;0.0851511284708977;No Name;837;635;MMM;7;30.2772222222222;Aspat_635
No Name_MMM_9;NoName_949;0.705298066139221;0.0734996423125267;No Name;949;635;MMM;9;30.9588888888889;Aspat_635
No Name_+3C_10;NoName_1137;0.67811119556427;0.0986122936010361;No Name;1137;635;+3C;10;31.7061111111111;Aspat_635
No Name_+3C_14;NoName_833;0.728104054927826;0.0844893902540207;No Name;833;635;+3C;14;31.6594444444444;Aspat_635
No Name_+3C_8;NoName_585;0.699074149131775;0.0854579582810402;No Name;585;635;+3C;8;31.465;Aspat_635
No Name_+6C_11;NoName_97;0.727647483348846;0.0827575549483299;No Name;97;635;+6C;11;35.4883333333333;Aspat_635
No Name_+6C_2;NoName_165;0.713575482368469;0.0757949650287628;No Name;165;635;+6C;2;34.0361111111111;Aspat_635
No Name_+6C_4;NoName_1041;0.695661306381226;0.0765263214707375;No Name;1041;635;+6C;4;33.6155555555556;Aspat_635
No Name_+9C_1;NoName_69;0.101571291685104;0.0852304920554161;No Name;69;635;+9C;1;37.73;Aspat_635
No Name_+9C_12;NoName_853;0.252225756645203;0.0854100957512856;No Name;853;635;+9C;12;36.5333333333333;Aspat_635
No Name_+9C_3;NoName_185;0.28618922829628;0.133881524205208;No Name;185;635;+9C;3;37.5488888888889;Aspat_635
No Name_MMM_13;NoName_826;0.755837082862854;0.0580789670348167;No Name;826;636;MMM;13;30.7172222222222;Aspat_636
No Name_MMM_7;NoName_838;0.803371131420135;0.0778655558824539;No Name;838;636;MMM;7;30.2772222222222;Aspat_636
No Name_MMM_9;NoName_950;0.822066247463226;0.0533874034881592;No Name;950;636;MMM;9;30.9588888888889;Aspat_636
No Name_+3C_10;NoName_1138;0.805487334728241;0.0659580081701279;No Name;1138;636;+3C;10;31.7061111111111;Aspat_636
No Name_+3C_14;NoName_834;0.783185362815857;0.0599452443420887;No Name;834;636;+3C;14;31.6594444444444;Aspat_636
No Name_+3C_8;NoName_586;0.787740886211395;0.060963150113821;No Name;586;636;+3C;8;31.465;Aspat_636
No Name_+6C_11;NoName_98;0.798290431499481;0.0545107387006283;No Name;98;636;+6C;11;35.4883333333333;Aspat_636
No Name_+6C_2;NoName_166;0.80159604549408;0.0523593947291374;No Name;166;636;+6C;2;34.0361111111111;Aspat_636
No Name_+6C_4;NoName_1042;0.751857042312622;0.0568343885242939;No Name;1042;636;+6C;4;33.6155555555556;Aspat_636
No Name_+9C_1;NoName_70;0.0491837970912457;0.0214448440819979;No Name;70;636;+9C;1;37.73;Aspat_636
No Name_+9C_12;NoName_854;0.211427554488182;0.0622460693120956;No Name;854;636;+9C;12;36.5333333333333;Aspat_636
No Name_+9C_3;NoName_186;0.334628313779831;0.101212680339813;No Name;186;636;+9C;3;37.5488888888889;Aspat_636
No Name_MMM_13;NoName_827;0.693976581096649;0.0993070900440216;No Name;827;637;MMM;13;30.7172222222222;Aspat_637
No Name_MMM_7;NoName_839;0.701999247074127;0.0880570337176323;No Name;839;637;MMM;7;30.2772222222222;Aspat_637
No Name_MMM_9;NoName_951;0.748940765857697;0.0610349103808403;No Name;951;637;MMM;9;30.9588888888889;Aspat_637
No Name_+3C_10;NoName_1139;0.672780811786652;0.0990849956870079;No Name;1139;637;+3C;10;31.7061111111111;Aspat_637
No Name_+3C_14;NoName_835;0.664595067501068;0.0954099148511887;No Name;835;637;+3C;14;31.6594444444444;Aspat_637
No Name_+3C_8;NoName_587;0.723244071006775;0.0619462542235851;No Name;587;637;+3C;8;31.465;Aspat_637
No Name_+6C_11;NoName_99;0.682565033435822;0.0932997912168503;No Name;99;637;+6C;11;35.4883333333333;Aspat_637
No Name_+6C_2;NoName_167;0.70148366689682;0.0918438509106636;No Name;167;637;+6C;2;34.0361111111111;Aspat_637
No Name_+6C_4;NoName_1043;0.711166858673096;0.124674305319786;No Name;1043;637;+6C;4;33.6155555555556;Aspat_637
No Name_+9C_1;NoName_71;0.0407311171293259;0.0263318885117769;No Name;71;637;+9C;1;37.73;Aspat_637
No Name_+9C_12;NoName_855;0.123480685055256;0.0295593105256557;No Name;855;637;+9C;12;36.5333333333333;Aspat_637
No Name_+9C_3;NoName_187;0.142622098326683;0.0469093471765518;No Name;187;637;+9C;3;37.5488888888889;Aspat_637
No Name_MMM_13;NoName_828;0.771922290325165;0.0628706514835358;No Name;828;638;MMM;13;30.7172222222222;Aspat_638
No Name_MMM_7;NoName_840;0.753959000110626;0.080672100186348;No Name;840;638;MMM;7;30.2772222222222;Aspat_638
No Name_MMM_9;NoName_952;0.731276392936707;0.140500605106354;No Name;952;638;MMM;9;30.9588888888889;Aspat_638
No Name_+3C_10;NoName_1140;0.723676443099976;0.0862023457884789;No Name;1140;638;+3C;10;31.7061111111111;Aspat_638
No Name_+3C_14;NoName_836;0.702745914459229;0.0820073336362839;No Name;836;638;+3C;14;31.6594444444444;Aspat_638
No Name_+3C_8;NoName_588;0.709808647632599;0.074474111199379;No Name;588;638;+3C;8;31.465;Aspat_638
No Name_+6C_11;NoName_100;0.789636254310608;0.0564269535243511;No Name;100;638;+6C;11;35.4883333333333;Aspat_638
No Name_+6C_2;NoName_168;0.606592774391174;0.1043546423316;No Name;168;638;+6C;2;34.0361111111111;Aspat_638
No Name_+6C_4;NoName_1044;0.765007376670837;0.0728209465742111;No Name;1044;638;+6C;4;33.6155555555556;Aspat_638
No Name_+9C_1;NoName_72;0.0375172346830368;0.0298218745738268;No Name;72;638;+9C;1;37.73;Aspat_638
No Name_+9C_12;NoName_856;0.0481036566197872;0.0120762763544917;No Name;856;638;+9C;12;36.5333333333333;Aspat_638
No Name_+9C_3;NoName_188;0.104314476251602;0.0459969080984592;No Name;188;638;+9C;3;37.5488888888889;Aspat_638
No Name_MMM_13;NoName_2140;0.774844646453857;0.090275913476944;No Name;2140;639;MMM;13;30.7172222222222;Aspat_639
No Name_MMM_7;NoName_745;0.75173431634903;0.0983288884162903;No Name;745;639;MMM;7;30.2772222222222;Aspat_639
No Name_MMM_9;NoName_777;0.661080896854401;0.0602107793092728;No Name;777;639;MMM;9;30.9588888888889;Aspat_639
No Name_+3C_10;NoName_377;0.744236946105957;0.0849742442369461;No Name;377;639;+3C;10;31.7061111111111;Aspat_639
No Name_+3C_14;NoName_105;0.744433760643005;0.110761344432831;No Name;105;639;+3C;14;31.6594444444444;Aspat_639
No Name_+3C_8;NoName_401;0.77779883146286;0.0803878158330917;No Name;401;639;+3C;8;31.465;Aspat_639
No Name_+6C_11;NoName_433;0.745039463043213;0.090119794011116;No Name;433;639;+6C;11;35.4883333333333;Aspat_639
No Name_+6C_2;NoName_205;0.755509853363037;0.0729896128177643;No Name;205;639;+6C;2;34.0361111111111;Aspat_639
No Name_+6C_4;NoName_1117;0.735458612442017;0.0937716215848923;No Name;1117;639;+6C;4;33.6155555555556;Aspat_639
No Name_+9C_1;NoName_1037;0.0380683429539204;0.0173788219690323;No Name;1037;639;+9C;1;37.73;Aspat_639
No Name_+9C_12;NoName_417;0.132521882653236;0.0451160408556461;No Name;417;639;+9C;12;36.5333333333333;Aspat_639
No Name_+9C_3;NoName_129;0.0678282752633095;0.0184354521334171;No Name;129;639;+9C;3;37.5488888888889;Aspat_639
No Name_MMM_13;NoName_2141;0.770091235637665;0.0825872197747231;No Name;2141;640;MMM;13;30.7172222222222;Aspat_640
No Name_MMM_7;NoName_746;0.771397948265076;0.0629228353500366;No Name;746;640;MMM;7;30.2772222222222;Aspat_640
No Name_MMM_9;NoName_778;0.717792570590973;0.069733589887619;No Name;778;640;MMM;9;30.9588888888889;Aspat_640
No Name_+3C_10;NoName_378;0.771668970584869;0.063669852912426;No Name;378;640;+3C;10;31.7061111111111;Aspat_640
No Name_+3C_14;NoName_106;0.776142776012421;0.0727982074022293;No Name;106;640;+3C;14;31.6594444444444;Aspat_640
No Name_+3C_8;NoName_402;0.783039510250092;0.0708123296499252;No Name;402;640;+3C;8;31.465;Aspat_640
No Name_+6C_11;NoName_434;0.724311172962189;0.0785048678517342;No Name;434;640;+6C;11;35.4883333333333;Aspat_640
No Name_+6C_2;NoName_206;0.702586829662323;0.0870339199900627;No Name;206;640;+6C;2;34.0361111111111;Aspat_640
No Name_+6C_4;NoName_1118;0.775498867034912;0.0682938098907471;No Name;1118;640;+6C;4;33.6155555555556;Aspat_640
No Name_+9C_1;NoName_1038;0.0506044328212738;0.0480918139219284;No Name;1038;640;+9C;1;37.73;Aspat_640
