Site_Treatment_Tank;ID;MeanNDVI;StdNDVI;Site.name;Rack.pos;Genotype;Treatment;Tank;meanTemp_hold.adj;eventID
Chicken_MMM_11;Chicken_2092;0.73106461763382;0.123611278831959;Chicken;2092;797;MMM;11;28.5205555555556;Aspat_797
Chicken_MMM_4;Chicken_621;0.712853133678436;0.0851010829210281;Chicken;621;797;MMM;4;28.3088888888889;Aspat_797
Chicken_MMM_8;Chicken_2132;0.687463343143463;0.102585636079311;Chicken;2132;797;MMM;8;28.8461111111111;Aspat_797
Chicken_+3C_5;Chicken_901;0.725586235523224;0.12770864367485;Chicken;901;797;+3C;5;31.3866666666667;Aspat_797
Chicken_+3C_7;Chicken_797;0.73047924041748;0.0886908397078514;Chicken;797;797;+3C;7;31.555;Aspat_797
Chicken_+3C_9;Chicken_505;0.684491515159607;0.0929719433188438;Chicken;505;797;+3C;9;31.3494444444444;Aspat_797
Chicken_+6C_10;Chicken_849;0.730951845645905;0.1024204865098;Chicken;849;797;+6C;10;34.2661111111111;Aspat_797
Chicken_+6C_13;Chicken_61;0.547458529472351;0.127876698970795;Chicken;61;797;+6C;13;34.3466666666667;Aspat_797
Chicken_+6C_3;Chicken_801;0.742877125740051;0.0697261244058609;Chicken;801;797;+6C;3;34.0916666666667;Aspat_797
Chicken_+9C_12;Chicken_2612;0.559423327445984;0.108106583356857;Chicken;2612;797;+9C;12;37.1088888888889;Aspat_797
Chicken_+9C_16;Chicken_3168;0.375131219625473;0.0976175740361214;Chicken;3168;797;+9C;16;37.2333333333333;Aspat_797
Chicken_+9C_6;Chicken_2704;0.235830098390579;0.116417206823826;Chicken;2704;797;+9C;6;37.7138888888889;Aspat_797
Chicken_MMM_11;Chicken_2093;0.628656268119812;0.0913139805197716;Chicken;2093;798;MMM;11;28.5205555555556;Aspat_798
Chicken_MMM_4;Chicken_622;0.696280598640442;0.0878478288650513;Chicken;622;798;MMM;4;28.3088888888889;Aspat_798
Chicken_MMM_8;Chicken_2133;0.663591742515564;0.105234280228615;Chicken;2133;798;MMM;8;28.8461111111111;Aspat_798
Chicken_+3C_5;Chicken_902;0.749797165393829;0.08233392983675;Chicken;902;798;+3C;5;31.3866666666667;Aspat_798
Chicken_+3C_7;Chicken_798;0.74310439825058;0.086761400103569;Chicken;798;798;+3C;7;31.555;Aspat_798
Chicken_+3C_9;Chicken_506;0.716015040874481;0.0796100720763206;Chicken;506;798;+3C;9;31.3494444444444;Aspat_798
Chicken_+6C_10;Chicken_850;0.747473478317261;0.0996443033218384;Chicken;850;798;+6C;10;34.2661111111111;Aspat_798
Chicken_+6C_13;Chicken_62;0.717950820922852;0.0860172510147095;Chicken;62;798;+6C;13;34.3466666666667;Aspat_798
Chicken_+6C_3;Chicken_802;0.698187351226807;0.11392156034708;Chicken;802;798;+6C;3;34.0916666666667;Aspat_798
Chicken_+9C_12;Chicken_2613;0.464584320783615;0.108789183199406;Chicken;2613;798;+9C;12;37.1088888888889;Aspat_798
Chicken_+9C_16;Chicken_3169;0.468017786741257;0.149875476956367;Chicken;3169;798;+9C;16;37.2333333333333;Aspat_798
Chicken_+9C_6;Chicken_2705;0.248581632971764;0.0681222751736641;Chicken;2705;798;+9C;6;37.7138888888889;Aspat_798
Chicken_MMM_11;Chicken_2094;0.708274722099304;0.107331186532974;Chicken;2094;799;MMM;11;28.5205555555556;Aspat_799
Chicken_MMM_4;Chicken_623;0.678931295871735;0.0895096138119698;Chicken;623;799;MMM;4;28.3088888888889;Aspat_799
Chicken_MMM_8;Chicken_2134;0.671715080738068;0.0547157898545265;Chicken;2134;799;MMM;8;28.8461111111111;Aspat_799
Chicken_+3C_5;Chicken_903;0.768428862094879;0.0617550574243069;Chicken;903;799;+3C;5;31.3866666666667;Aspat_799
Chicken_+3C_7;Chicken_799;0.740589737892151;0.0565245784819126;Chicken;799;799;+3C;7;31.555;Aspat_799
Chicken_+3C_9;Chicken_507;0.72748464345932;0.0857497677206993;Chicken;507;799;+3C;9;31.3494444444444;Aspat_799
Chicken_+6C_10;Chicken_851;0.7674919962883;0.0760182961821556;Chicken;851;799;+6C;10;34.2661111111111;Aspat_799
Chicken_+6C_13;Chicken_63;0.692266166210175;0.0900598466396332;Chicken;63;799;+6C;13;34.3466666666667;Aspat_799
Chicken_+6C_3;Chicken_803;0.586522817611694;0.0619863793253899;Chicken;803;799;+6C;3;34.0916666666667;Aspat_799
Chicken_+9C_12;Chicken_2614;0.470359116792679;0.0785373002290726;Chicken;2614;799;+9C;12;37.1088888888889;Aspat_799
Chicken_+9C_16;Chicken_3170;0.248968571424484;0.0809990614652634;Chicken;3170;799;+9C;16;37.2333333333333;Aspat_799
Chicken_+9C_6;Chicken_2706;0.201416060328484;0.0964598804712296;Chicken;2706;799;+9C;6;37.7138888888889;Aspat_799
Chicken_MMM_11;Chicken_2095;0.704040944576263;0.109209500253201;Chicken;2095;800;MMM;11;28.5205555555556;Aspat_800
Chicken_MMM_4;Chicken_624;0.668317437171936;0.107664123177528;Chicken;624;800;MMM;4;28.3088888888889;Aspat_800
Chicken_MMM_8;Chicken_2135;0.621107220649719;0.105934754014015;Chicken;2135;800;MMM;8;28.8461111111111;Aspat_800
Chicken_+3C_5;Chicken_904;0.649478912353516;0.10081272572279;Chicken;904;800;+3C;5;31.3866666666667;Aspat_800
Chicken_+3C_7;Chicken_800;0.723421216011047;0.123754605650902;Chicken;800;800;+3C;7;31.555;Aspat_800
Chicken_+3C_9;Chicken_508;0.430416375398636;0.0655640736222267;Chicken;508;800;+3C;9;31.3494444444444;Aspat_800
Chicken_+6C_10;Chicken_852;0.651260197162628;0.109332829713821;Chicken;852;800;+6C;10;34.2661111111111;Aspat_800
Chicken_+6C_13;Chicken_64;0.629341304302216;0.129437044262886;Chicken;64;800;+6C;13;34.3466666666667;Aspat_800
Chicken_+6C_3;Chicken_804;0.664844214916229;0.117377944290638;Chicken;804;800;+6C;3;34.0916666666667;Aspat_800
Chicken_+9C_12;Chicken_2615;0.267742455005646;0.0608644373714924;Chicken;2615;800;+9C;12;37.1088888888889;Aspat_800
Chicken_+9C_16;Chicken_3171;0.188982352614403;0.0724055022001266;Chicken;3171;800;+9C;16;37.2333333333333;Aspat_800
Chicken_+9C_6;Chicken_2707;0.150980219244957;0.0542755238711834;Chicken;2707;800;+9C;6;37.7138888888889;Aspat_800
Chicken_MMM_11;Chicken_2105;0.697350263595581;0.109799668192863;Chicken;2105;801;MMM;11;28.5205555555556;Aspat_801
Chicken_MMM_4;Chicken_2125;0.628479778766632;0.101282201707363;Chicken;2125;801;MMM;4;28.3088888888889;Aspat_801
Chicken_MMM_8;Chicken_2161;0.588635683059692;0.09629937261343;Chicken;2161;801;MMM;8;28.8461111111111;Aspat_801
Chicken_+3C_5;Chicken_2397;0.613840997219086;0.13034862279892;Chicken;2397;801;+3C;5;31.3866666666667;Aspat_801
Chicken_+3C_7;Chicken_830;0.662304222583771;0.0913228616118431;Chicken;830;801;+3C;7;31.555;Aspat_801
Chicken_+3C_9;Chicken_382;0.606151640415192;0.117875769734383;Chicken;382;801;+3C;9;31.3494444444444;Aspat_801
Chicken_+6C_10;Chicken_2245;0.550375282764435;0.127642393112183;Chicken;2245;801;+6C;10;34.2661111111111;Aspat_801
Chicken_+6C_13;Chicken_366;0.668700516223907;0.104152344167233;Chicken;366;801;+6C;13;34.3466666666667;Aspat_801
Chicken_+6C_3;Chicken_266;0.598731577396393;0.101284012198448;Chicken;266;801;+6C;3;34.0916666666667;Aspat_801
Chicken_+9C_12;Chicken_2569;0.0310195833444595;0.0087621221318841;Chicken;2569;801;+9C;12;37.1088888888889;Aspat_801
Chicken_+9C_16;Chicken_2577;0.173505693674088;0.0461523644626141;Chicken;2577;801;+9C;16;37.2333333333333;Aspat_801
Chicken_+9C_6;Chicken_170;0.0556722618639469;0.0252834521234035;Chicken;170;801;+9C;6;37.7138888888889;Aspat_801
Chicken_MMM_11;Chicken_2106;0.706419765949249;0.107928045094013;Chicken;2106;802;MMM;11;28.5205555555556;Aspat_802
Chicken_MMM_4;Chicken_2126;0.650304317474365;0.0975697785615921;Chicken;2126;802;MMM;4;28.3088888888889;Aspat_802
Chicken_MMM_8;Chicken_2162;0.664601266384125;0.108255974948406;Chicken;2162;802;MMM;8;28.8461111111111;Aspat_802
Chicken_+3C_5;Chicken_2398;0.677541017532349;0.114600814878941;Chicken;2398;802;+3C;5;31.3866666666667;Aspat_802
Chicken_+3C_7;Chicken_831;0.758237600326538;0.0733427330851555;Chicken;831;802;+3C;7;31.555;Aspat_802
Chicken_+3C_9;Chicken_383;0.731083631515503;0.0931788980960846;Chicken;383;802;+3C;9;31.3494444444444;Aspat_802
Chicken_+6C_10;Chicken_2246;0.647705674171448;0.15072438120842;Chicken;2246;802;+6C;10;34.2661111111111;Aspat_802
Chicken_+6C_13;Chicken_367;0.72069925069809;0.120970152318478;Chicken;367;802;+6C;13;34.3466666666667;Aspat_802
Chicken_+6C_3;Chicken_267;0.496863842010498;0.142609879374504;Chicken;267;802;+6C;3;34.0916666666667;Aspat_802
Chicken_+9C_12;Chicken_2570;0.095033310353756;0.0509922280907631;Chicken;2570;802;+9C;12;37.1088888888889;Aspat_802
Chicken_+9C_16;Chicken_2578;0.231429323554039;0.108786150813103;Chicken;2578;802;+9C;16;37.2333333333333;Aspat_802
Chicken_+9C_6;Chicken_171;0.139203920960426;0.0822979211807251;Chicken;171;802;+9C;6;37.7138888888889;Aspat_802
Chicken_MMM_11;Chicken_2107;0.566672921180725;0.126298353075981;Chicken;2107;803;MMM;11;28.5205555555556;Aspat_803
Chicken_MMM_4;Chicken_2127;0.575757026672363;0.116094335913658;Chicken;2127;803;MMM;4;28.3088888888889;Aspat_803
Chicken_MMM_8;Chicken_2163;0.638998627662659;0.122194245457649;Chicken;2163;803;MMM;8;28.8461111111111;Aspat_803
Chicken_+3C_5;Chicken_2399;0.584324955940247;0.129049897193909;Chicken;2399;803;+3C;5;31.3866666666667;Aspat_803
Chicken_+3C_7;Chicken_832;0.601791679859161;0.125939592719078;Chicken;832;803;+3C;7;31.555;Aspat_803
Chicken_+3C_9;Chicken_384;0.593866050243378;0.151546359062195;Chicken;384;803;+3C;9;31.3494444444444;Aspat_803
Chicken_+6C_10;Chicken_2247;0.49916136264801;0.111479520797729;Chicken;2247;803;+6C;10;34.2661111111111;Aspat_803
Chicken_+6C_13;Chicken_368;0.5425164103508;0.121755160391331;Chicken;368;803;+6C;13;34.3466666666667;Aspat_803
Chicken_+6C_3;Chicken_268;0.519482493400574;0.112988919019699;Chicken;268;803;+6C;3;34.0916666666667;Aspat_803
Chicken_+9C_12;Chicken_2571;0.188648462295532;0.0722384303808212;Chicken;2571;803;+9C;12;37.1088888888889;Aspat_803
Chicken_+9C_16;Chicken_2579;0.194083854556084;0.121579736471176;Chicken;2579;803;+9C;16;37.2333333333333;Aspat_803
Chicken_+9C_6;Chicken_172;0.161675572395325;0.0924860909581184;Chicken;172;803;+9C;6;37.7138888888889;Aspat_803
Chicken_MMM_11;Chicken_2140;0.650901317596436;0.119151398539543;Chicken;2140;804;MMM;11;28.5205555555556;Aspat_804
Chicken_MMM_4;Chicken_625;0.710622370243073;0.101922005414963;Chicken;625;804;MMM;4;28.3088888888889;Aspat_804
Chicken_MMM_8;Chicken_2008;0.690845370292664;0.101894177496433;Chicken;2008;804;MMM;8;28.8461111111111;Aspat_804
Chicken_+3C_5;Chicken_2384;0.629318177700043;0.119692578911781;Chicken;2384;804;+3C;5;31.3866666666667;Aspat_804
Chicken_+3C_7;Chicken_2344;0.679838955402374;0.107791848480701;Chicken;2344;804;+3C;7;31.555;Aspat_804
Chicken_+3C_9;Chicken_4012;0.721689164638519;0.0996465161442757;Chicken;4012;804;+3C;9;31.3494444444444;Aspat_804
Chicken_+6C_10;Chicken_3064;0.587136745452881;0.111606359481812;Chicken;3064;804;+6C;10;34.2661111111111;Aspat_804
Chicken_+6C_13;Chicken_17;0.643458485603333;0.121070519089699;Chicken;17;804;+6C;13;34.3466666666667;Aspat_804
Chicken_+6C_3;Chicken_2292;0.684968948364258;0.121493764221668;Chicken;2292;804;+6C;3;34.0916666666667;Aspat_804
Chicken_+9C_12;Chicken_2572;0.125210955739021;0.0425577126443386;Chicken;2572;804;+9C;12;37.1088888888889;Aspat_804
Chicken_+9C_16;Chicken_2528;0.0806266292929649;0.0624379888176918;Chicken;2528;804;+9C;16;37.2333333333333;Aspat_804
Chicken_+9C_6;Chicken_2648;0.0342375338077545;0.0129279838874936;Chicken;2648;804;+9C;6;37.7138888888889;Aspat_804
Chicken_MMM_11;Chicken_2141;0.630026876926422;0.103537164628506;Chicken;2141;805;MMM;11;28.5205555555556;Aspat_805
Chicken_MMM_4;Chicken_626;0.763665497303009;0.0894169136881828;Chicken;626;805;MMM;4;28.3088888888889;Aspat_805
Chicken_MMM_8;Chicken_2009;0.678014516830444;0.0923631191253662;Chicken;2009;805;MMM;8;28.8461111111111;Aspat_805
Chicken_+3C_5;Chicken_2385;0.74312835931778;0.081791840493679;Chicken;2385;805;+3C;5;31.3866666666667;Aspat_805
Chicken_+3C_7;Chicken_2345;0.756749927997589;0.07136470079422;Chicken;2345;805;+3C;7;31.555;Aspat_805
Chicken_+3C_9;Chicken_4013;0.726263105869293;0.0806388333439827;Chicken;4013;805;+3C;9;31.3494444444444;Aspat_805
Chicken_+6C_10;Chicken_3065;0.597096800804138;0.13183157145977;Chicken;3065;805;+6C;10;34.2661111111111;Aspat_805
Chicken_+6C_13;Chicken_18;0.6908318400383;0.100953683257103;Chicken;18;805;+6C;13;34.3466666666667;Aspat_805
Chicken_+6C_3;Chicken_2293;0.725134015083313;0.100971505045891;Chicken;2293;805;+6C;3;34.0916666666667;Aspat_805
Chicken_+9C_12;Chicken_2573;0.0582584999501705;0.0238369200378656;Chicken;2573;805;+9C;12;37.1088888888889;Aspat_805
Chicken_+9C_16;Chicken_2529;0.066490963101387;0.0234768558293581;Chicken;2529;805;+9C;16;37.2333333333333;Aspat_805
Chicken_+9C_6;Chicken_2649;0.0398011170327663;0.0337266698479652;Chicken;2649;805;+9C;6;37.7138888888889;Aspat_805
Chicken_MMM_11;Chicken_2142;0.686361849308014;0.0996987298130989;Chicken;2142;806;MMM;11;28.5205555555556;Aspat_806
Chicken_MMM_4;Chicken_627;0.736096680164337;0.0971968919038773;Chicken;627;806;MMM;4;28.3088888888889;Aspat_806
Chicken_MMM_8;Chicken_2010;0.562847197055817;0.110027633607388;Chicken;2010;806;MMM;8;28.8461111111111;Aspat_806
Chicken_+3C_5;Chicken_2386;0.733864367008209;0.0805358737707138;Chicken;2386;806;+3C;5;31.3866666666667;Aspat_806
Chicken_+3C_7;Chicken_2346;0.580098032951355;0.103836938738823;Chicken;2346;806;+3C;7;31.555;Aspat_806
Chicken_+3C_9;Chicken_4014;0.655492067337036;0.0896672755479813;Chicken;4014;806;+3C;9;31.3494444444444;Aspat_806
Chicken_+6C_10;Chicken_3066;0.388710498809814;0.110189184546471;Chicken;3066;806;+6C;10;34.2661111111111;Aspat_806
Chicken_+6C_13;Chicken_19;0.664814472198486;0.10138426721096;Chicken;19;806;+6C;13;34.3466666666667;Aspat_806
Chicken_+6C_3;Chicken_2294;0.630346238613129;0.115608341991901;Chicken;2294;806;+6C;3;34.0916666666667;Aspat_806
Chicken_+9C_12;Chicken_2574;0.0485800430178642;0.0200500842183828;Chicken;2574;806;+9C;12;37.1088888888889;Aspat_806
Chicken_+9C_16;Chicken_2530;0.094497412443161;0.0379520952701569;Chicken;2530;806;+9C;16;37.2333333333333;Aspat_806
Chicken_+9C_6;Chicken_2650;0.0663248598575592;0.0259190481156111;Chicken;2650;806;+9C;6;37.7138888888889;Aspat_806
Chicken_MMM_11;Chicken_2104;0.74278599023819;0.100054398179054;Chicken;2104;956;MMM;11;28.5205555555556;Aspat_956
Chicken_MMM_4;Chicken_2124;0.76895672082901;0.0731967091560364;Chicken;2124;956;MMM;4;28.3088888888889;Aspat_956
Chicken_MMM_8;Chicken_2160;0.764841198921204;0.0982289463281631;Chicken;2160;956;MMM;8;28.8461111111111;Aspat_956
Chicken_+3C_5;Chicken_2396;0.696788012981415;0.0984629765152931;Chicken;2396;956;+3C;5;31.3866666666667;Aspat_956
Chicken_+3C_7;Chicken_829;0.751710712909698;0.0876375511288643;Chicken;829;956;+3C;7;31.555;Aspat_956
Chicken_+3C_9;Chicken_381;0.750249266624451;0.110284745693207;Chicken;381;956;+3C;9;31.3494444444444;Aspat_956
Chicken_+6C_10;Chicken_2244;0.724248290061951;0.0989789143204689;Chicken;2244;956;+6C;10;34.2661111111111;Aspat_956
Chicken_+6C_13;Chicken_365;0.761343359947205;0.0752708688378334;Chicken;365;956;+6C;13;34.3466666666667;Aspat_956
Chicken_+6C_3;Chicken_265;0.746878325939178;0.0944463387131691;Chicken;265;956;+6C;3;34.0916666666667;Aspat_956
Chicken_+9C_12;Chicken_2568;0.0490980558097363;0.0141634605824947;Chicken;2568;956;+9C;12;37.1088888888889;Aspat_956
Chicken_+9C_16;Chicken_2576;0.387760996818542;0.144305691123009;Chicken;2576;956;+9C;16;37.2333333333333;Aspat_956
Chicken_+9C_6;Chicken_169;0.341056644916534;0.104206696152687;Chicken;169;956;+9C;6;37.7138888888889;Aspat_956
Chicken_MMM_11;Chicken_2143;0.726855576038361;0.113432064652443;Chicken;2143;987;MMM;11;28.5205555555556;Aspat_987
Chicken_MMM_4;Chicken_628;0.744290053844452;0.0983212888240814;Chicken;628;987;MMM;4;28.3088888888889;Aspat_987
Chicken_MMM_8;Chicken_2011;0.764737904071808;0.0981315448880196;Chicken;2011;987;MMM;8;28.8461111111111;Aspat_987
Chicken_+3C_5;Chicken_2387;0.77548086643219;0.0707845315337181;Chicken;2387;987;+3C;5;31.3866666666667;Aspat_987
Chicken_+3C_7;Chicken_2347;0.702564358711243;0.120974585413933;Chicken;2347;987;+3C;7;31.555;Aspat_987
Chicken_+3C_9;Chicken_4015;0.718313336372375;0.103782996535301;Chicken;4015;987;+3C;9;31.3494444444444;Aspat_987
Chicken_+6C_10;Chicken_3067;0.751408755779266;0.0878683999180794;Chicken;3067;987;+6C;10;34.2661111111111;Aspat_987
Chicken_+6C_13;Chicken_20;0.724918127059937;0.130459040403366;Chicken;20;987;+6C;13;34.3466666666667;Aspat_987
Chicken_+6C_3;Chicken_2295;0.756866931915283;0.108183309435844;Chicken;2295;987;+6C;3;34.0916666666667;Aspat_987
Chicken_+9C_12;Chicken_2575;0.0464686304330826;0.0181787814944983;Chicken;2575;987;+9C;12;37.1088888888889;Aspat_987
Chicken_+9C_16;Chicken_2531;0.0459836907684803;0.0163263790309429;Chicken;2531;987;+9C;16;37.2333333333333;Aspat_987
Chicken_+9C_6;Chicken_2651;0.0296814683824778;0.0151766929775476;Chicken;2651;987;+9C;6;37.7138888888889;Aspat_987
Chicken_MMM_11;Chicken_2728;0.662537455558777;0.107711844146252;Chicken;2728;988;MMM;11;28.5205555555556;Aspat_988
Chicken_MMM_4;Chicken_1017;0.67709219455719;0.08474400639534;Chicken;1017;988;MMM;4;28.3088888888889;Aspat_988
Chicken_MMM_8;Chicken_2100;0.60027801990509;0.107371464371681;Chicken;2100;988;MMM;8;28.8461111111111;Aspat_988
Chicken_+3C_5;Chicken_2464;0.574815809726715;0.0835913270711899;Chicken;2464;988;+3C;5;31.3866666666667;Aspat_988
Chicken_+3C_7;Chicken_2504;0.59901762008667;0.123224899172783;Chicken;2504;988;+3C;7;31.555;Aspat_988
Chicken_+3C_9;Chicken_2496;0.687613725662231;0.106994397938251;Chicken;2496;988;+3C;9;31.3494444444444;Aspat_988
Chicken_+6C_10;Chicken_313;0.560898125171661;0.146566689014435;Chicken;313;988;+6C;10;34.2661111111111;Aspat_988
Chicken_+6C_13;Chicken_877;0.680478990077972;0.0936839580535889;Chicken;877;988;+6C;13;34.3466666666667;Aspat_988
Chicken_+6C_3;Chicken_37;0.657697677612305;0.119739919900894;Chicken;37;988;+6C;3;34.0916666666667;Aspat_988
Chicken_+9C_12;Chicken_29;0.172055318951607;0.0608721189200878;Chicken;29;988;+9C;12;37.1088888888889;Aspat_988
Chicken_+9C_6;Chicken_1049;0.0301784239709377;0.0103988526389003;Chicken;1049;988;+9C;6;37.7138888888889;Aspat_988
Chicken_MMM_11;Chicken_2729;0.717277109622955;0.0979546830058098;Chicken;2729;989;MMM;11;28.5205555555556;Aspat_989
Chicken_MMM_4;Chicken_1018;0.733395516872406;0.0967240259051323;Chicken;1018;989;MMM;4;28.3088888888889;Aspat_989
Chicken_MMM_8;Chicken_2101;0.702797293663025;0.0804146751761436;Chicken;2101;989;MMM;8;28.8461111111111;Aspat_989
Chicken_+3C_5;Chicken_2465;0.684935033321381;0.108208164572716;Chicken;2465;989;+3C;5;31.3866666666667;Aspat_989
Chicken_+3C_7;Chicken_2505;0.711044669151306;0.105847701430321;Chicken;2505;989;+3C;7;31.555;Aspat_989
Chicken_+3C_9;Chicken_2497;0.71642792224884;0.0821816548705101;Chicken;2497;989;+3C;9;31.3494444444444;Aspat_989
Chicken_+6C_10;Chicken_314;0.652677059173584;0.132257431745529;Chicken;314;989;+6C;10;34.2661111111111;Aspat_989
Chicken_+6C_13;Chicken_878;0.727733373641968;0.127570733428001;Chicken;878;989;+6C;13;34.3466666666667;Aspat_989
Chicken_+6C_3;Chicken_38;0.688221871852875;0.123137608170509;Chicken;38;989;+6C;3;34.0916666666667;Aspat_989
Chicken_+9C_12;Chicken_30;0.163472041487694;0.0652941912412643;Chicken;30;989;+9C;12;37.1088888888889;Aspat_989
Chicken_+9C_6;Chicken_1050;0.0357820689678192;0.0184624250978231;Chicken;1050;989;+9C;6;37.7138888888889;Aspat_989
Chicken_MMM_11;Chicken_2730;0.684883594512939;0.0821435749530792;Chicken;2730;990;MMM;11;28.5205555555556;Aspat_990
Chicken_MMM_4;Chicken_1019;0.579050302505493;0.0819813758134842;Chicken;1019;990;MMM;4;28.3088888888889;Aspat_990
Chicken_MMM_8;Chicken_2102;0.715532660484314;0.0837675407528877;Chicken;2102;990;MMM;8;28.8461111111111;Aspat_990
Chicken_+3C_5;Chicken_2466;0.65447473526001;0.0985157564282417;Chicken;2466;990;+3C;5;31.3866666666667;Aspat_990
Chicken_+3C_7;Chicken_2506;0.590108573436737;0.0880355760455132;Chicken;2506;990;+3C;7;31.555;Aspat_990
Chicken_+3C_9;Chicken_2498;0.684645116329193;0.104219578206539;Chicken;2498;990;+3C;9;31.3494444444444;Aspat_990
Chicken_+6C_10;Chicken_315;0.696333169937134;0.11217438429594;Chicken;315;990;+6C;10;34.2661111111111;Aspat_990
Chicken_+6C_13;Chicken_879;0.643239974975586;0.0988073125481606;Chicken;879;990;+6C;13;34.3466666666667;Aspat_990
Chicken_+6C_3;Chicken_39;0.697119951248169;0.100909128785133;Chicken;39;990;+6C;3;34.0916666666667;Aspat_990
Chicken_+9C_12;Chicken_31;0.401328772306442;0.10133870691061;Chicken;31;990;+9C;12;37.1088888888889;Aspat_990
Chicken_+9C_6;Chicken_1051;0.170120880007744;0.0713687762618065;Chicken;1051;990;+9C;6;37.7138888888889;Aspat_990
Chicken_MMM_11;Chicken_2731;0.68400764465332;0.0943319201469421;Chicken;2731;991;MMM;11;28.5205555555556;Aspat_991
Chicken_MMM_4;Chicken_1020;0.648393929004669;0.11334665864706;Chicken;1020;991;MMM;4;28.3088888888889;Aspat_991
Chicken_MMM_8;Chicken_2103;0.631852209568024;0.0937740132212639;Chicken;2103;991;MMM;8;28.8461111111111;Aspat_991
Chicken_+3C_5;Chicken_2467;0.672169625759125;0.0942809954285622;Chicken;2467;991;+3C;5;31.3866666666667;Aspat_991
Chicken_+3C_7;Chicken_2507;0.644722819328308;0.0978656411170959;Chicken;2507;991;+3C;7;31.555;Aspat_991
Chicken_+3C_9;Chicken_2499;0.71513420343399;0.0778978988528252;Chicken;2499;991;+3C;9;31.3494444444444;Aspat_991
Chicken_+6C_10;Chicken_316;0.455655604600906;0.10914845764637;Chicken;316;991;+6C;10;34.2661111111111;Aspat_991
Chicken_+6C_13;Chicken_880;0.501058578491211;0.106314979493618;Chicken;880;991;+6C;13;34.3466666666667;Aspat_991
Chicken_+6C_3;Chicken_40;0.610423803329468;0.114695779979229;Chicken;40;991;+6C;3;34.0916666666667;Aspat_991
Chicken_+9C_12;Chicken_32;0.169859334826469;0.0846507772803307;Chicken;32;991;+9C;12;37.1088888888889;Aspat_991
Chicken_+9C_6;Chicken_1052;0.104928225278854;0.0599026829004288;Chicken;1052;991;+9C;6;37.7138888888889;Aspat_991
Chicken_MMM_11;Chicken_553;0.674007296562195;0.0896510183811188;Chicken;553;992;MMM;11;28.5205555555556;Aspat_992
Chicken_MMM_4;Chicken_2076;0.614171743392944;0.119281738996506;Chicken;2076;992;MMM;4;28.3088888888889;Aspat_992
Chicken_MMM_8;Chicken_569;0.526227176189423;0.10474206507206;Chicken;569;992;MMM;8;28.8461111111111;Aspat_992
Chicken_+3C_5;Chicken_1041;0.411858141422272;0.0884086564183235;Chicken;1041;992;+3C;5;31.3866666666667;Aspat_992
Chicken_+3C_7;Chicken_597;0.629453599452972;0.127116188406944;Chicken;597;992;+3C;7;31.555;Aspat_992
Chicken_+3C_9;Chicken_3156;0.473659515380859;0.102534018456936;Chicken;3156;992;+3C;9;31.3494444444444;Aspat_992
Chicken_+6C_10;Chicken_2180;0.311057865619659;0.102715067565441;Chicken;2180;992;+6C;10;34.2661111111111;Aspat_992
Chicken_+6C_13;Chicken_2264;0.551105260848999;0.131164059042931;Chicken;2264;992;+6C;13;34.3466666666667;Aspat_992
Chicken_+6C_3;Chicken_4028;0.307082206010818;0.0685990303754807;Chicken;4028;992;+6C;3;34.0916666666667;Aspat_992
Chicken_+9C_12;Chicken_2672;0.0445151142776012;0.013128443621099;Chicken;2672;992;+9C;12;37.1088888888889;Aspat_992
Chicken_+9C_16;Chicken_2644;0.26180437207222;0.0877441838383675;Chicken;2644;992;+9C;16;37.2333333333333;Aspat_992
Chicken_+9C_6;Chicken_2532;0.152946919202805;0.0509029403328896;Chicken;2532;992;+9C;6;37.7138888888889;Aspat_992
Chicken_MMM_11;Chicken_554;0.729106724262238;0.0750548392534256;Chicken;554;993;MMM;11;28.5205555555556;Aspat_993
Chicken_MMM_4;Chicken_2077;0.699382424354553;0.0891230553388596;Chicken;2077;993;MMM;4;28.3088888888889;Aspat_993
Chicken_MMM_8;Chicken_570;0.735497415065765;0.0829460397362709;Chicken;570;993;MMM;8;28.8461111111111;Aspat_993
Chicken_+3C_5;Chicken_1042;0.715102076530457;0.106856755912304;Chicken;1042;993;+3C;5;31.3866666666667;Aspat_993
Chicken_+3C_7;Chicken_598;0.607972502708435;0.101948447525501;Chicken;598;993;+3C;7;31.555;Aspat_993
Chicken_+3C_9;Chicken_3157;0.697153449058533;0.0869545415043831;Chicken;3157;993;+3C;9;31.3494444444444;Aspat_993
Chicken_+6C_10;Chicken_2181;0.668568193912506;0.103439308702946;Chicken;2181;993;+6C;10;34.2661111111111;Aspat_993
Chicken_+6C_13;Chicken_2265;0.706950306892395;0.0968540012836456;Chicken;2265;993;+6C;13;34.3466666666667;Aspat_993
Chicken_+6C_3;Chicken_4029;0.653026819229126;0.10103353112936;Chicken;4029;993;+6C;3;34.0916666666667;Aspat_993
Chicken_+9C_12;Chicken_2673;0.183910757303238;0.0442992672324181;Chicken;2673;993;+9C;12;37.1088888888889;Aspat_993
Chicken_+9C_16;Chicken_2645;0.355324625968933;0.121433816850185;Chicken;2645;993;+9C;16;37.2333333333333;Aspat_993
Chicken_+9C_6;Chicken_2533;0.200525745749474;0.0864134281873703;Chicken;2533;993;+9C;6;37.7138888888889;Aspat_993
