Site.name;Genotype;Metric;Value;CI;Trait;eventID
Heron;1754;ED50;35.9632005062225;0.285517449486392;FvFm;Aspat_1754
Heron;1732;ED50;36.687377416849;1.81129139321941;FvFm;Aspat_1732
Heron;1753;ED50;36.1086105173959;0.392124578198903;FvFm;Aspat_1753
Heron;1772;ED50;36.1395384381328;0.448793362043261;FvFm;Aspat_1772
Heron;1767;ED50;36.2062082024421;0.585603093771027;FvFm;Aspat_1767
Heron;1741;ED50;36.0957268707223;0.38039032557235;FvFm;Aspat_1741
Heron;1762;ED50;36.6206055387402;2.11842674510937;FvFm;Aspat_1762
Heron;1742;ED50;36.3373478895879;1.31216426545197;FvFm;Aspat_1742
Heron;1746;ED50;36.8114124150813;1.78801105434565;FvFm;Aspat_1746
Heron;1765;ED50;36.2711645513762;0.720747771410942;FvFm;Aspat_1765
Heron;1760;ED50;36.5801623217262;2.42681684751817;FvFm;Aspat_1760
Heron;1748;ED50;36.2293735976409;0.606033863768573;FvFm;Aspat_1748
Heron;1733;ED50;35.9841848959755;0.545295510777422;FvFm;Aspat_1733
Heron;1743;ED50;38.3821765622973;3.93713449614778;FvFm;Aspat_1743
Heron;1729;ED50;36.6445886073853;3.3846002803682;FvFm;Aspat_1729
Heron;1719;ED50;36.6641146906022;2.24595868969584;FvFm;Aspat_1719
Heron;1728;ED50;36.5684204245817;2.52578348063047;FvFm;Aspat_1728
Heron;1761;ED50;36.3822604241439;1.59280321417098;FvFm;Aspat_1761
Heron;1726;ED50;36.649591804974;2.57411850526915;FvFm;Aspat_1726
Heron;1717;ED50;36.6429262386038;2.81011240396936;FvFm;Aspat_1717
Heron;1766;ED50;36.0677982900975;0.364364201401713;FvFm;Aspat_1766
Heron;1759;ED50;36.0799265589774;0.443317846784012;FvFm;Aspat_1759
Heron;1730;ED50;36.6555438893763;3.60352506751894;FvFm;Aspat_1730
Heron;1736;ED50;36.4137852979745;1.45414219890981;FvFm;Aspat_1736
Heron;1745;ED50;36.2612413128317;1.17726300577993;FvFm;Aspat_1745
Heron;1764;ED50;36.4755620331426;1.47022047692057;FvFm;Aspat_1764
Heron;1718;ED50;37.158622241535;5.62252106765736;FvFm;Aspat_1718
Heron;1755;ED50;35.9789005339024;0.245383616186615;FvFm;Aspat_1755
Heron;1725;ED50;39.3334905193783;9.3881647789087;FvFm;Aspat_1725
Heron;1739;ED50;36.8479068375079;3.77394539979562;FvFm;Aspat_1739
Heron;1724;ED50;36.3910362650394;1.42277094416545;FvFm;Aspat_1724
Heron;1738;ED50;36.1565045687346;0.619400246819197;FvFm;Aspat_1738
Heron;1722;ED50;36.4004784282772;1.06141631728767;FvFm;Aspat_1722
Heron;1758;ED50;36.0263710268299;0.283206404484361;FvFm;Aspat_1758
Heron;1721;ED50;36.3090127659925;0.744150920697592;FvFm;Aspat_1721
Heron;1723;ED50;36.3847890889943;1.09753551163053;FvFm;Aspat_1723
Heron;1776;ED50;37.4691078018917;8.33235793986648;FvFm;Aspat_1776
Heron;1735;ED50;36.3384829936156;1.33517467550604;FvFm;Aspat_1735
Heron;1756;ED50;35.8916284151565;0.343615632911096;FvFm;Aspat_1756
Heron;1744;ED50;36.4268637142213;1.14531320928727;FvFm;Aspat_1744
Heron;1747;ED50;36.4034604775881;1.29749750310671;FvFm;Aspat_1747
Heron;1720;ED50;36.1906489306895;0.399374958353945;FvFm;Aspat_1720
Heron;1757;ED50;35.9399825075571;0.212497022603145;FvFm;Aspat_1757
Heron;1734;ED50;36.8912472581341;2.06873964381239;FvFm;Aspat_1734
Heron;1740;ED50;37.3828939721474;2.2839976190416;FvFm;Aspat_1740
Heron;1769;ED50;36.5116872560578;1.55160304880413;FvFm;Aspat_1769
Heron;1771;ED50;36.716287135499;8.71144874791246;FvFm;Aspat_1771
Heron;1770;ED50;36.5845346472352;8.67625355661789;FvFm;Aspat_1770
Heron;1768;ED50;36.4246326066758;1.12223504570294;FvFm;Aspat_1768
Kelso;969;ED50;39.1094895860177;4.52473196745572;FvFm;Aspat_969
Kelso;964;ED50;39.9854513134474;8.28959962673926;FvFm;Aspat_964
Kelso;963;ED50;39.2214950984735;5.10475292387069;FvFm;Aspat_963
Kelso;984;ED50;37.7879590902136;1.51410149352944;FvFm;Aspat_984
Kelso;971;ED50;37.671840994457;0.614344800243373;FvFm;Aspat_971
Kelso;976;ED50;38.7603318538275;3.82315122255004;FvFm;Aspat_976
Kelso;975;ED50;39.0177408581569;53.193289948747;FvFm;Aspat_975
Kelso;951;ED50;37.8873802524623;2.04848798900537;FvFm;Aspat_951
Kelso;980;ED50;37.1328987163984;2.97429162261696;FvFm;Aspat_980
Kelso;965;ED50;39.2359702279604;5.4243804227328;FvFm;Aspat_965
Kelso;979;ED50;37.5266014953467;1.86213855393683;FvFm;Aspat_979
Kelso;959;ED50;39.805012491476;8.12746383068988;FvFm;Aspat_959
Kelso;970;ED50;38.9098657392252;4.22673714090482;FvFm;Aspat_970
Kelso;952;ED50;38.628822525565;3.52221276750269;FvFm;Aspat_952
Kelso;977;ED50;38.6873092629798;32.3135967780921;FvFm;Aspat_977
Kelso;957;ED50;37.3765580625532;0.804053229178578;FvFm;Aspat_957
Kelso;982;ED50;37.956096647359;2.42304020986367;FvFm;Aspat_982
Kelso;955;ED50;37.012233455682;2.01410345734948;FvFm;Aspat_955
Kelso;954;ED50;37.0326988921625;1.85837397078727;FvFm;Aspat_954
Kelso;972;ED50;37.6776238123927;0.585385753759155;FvFm;Aspat_972
Kelso;943;ED50;37.8449263191593;3.52284890412638;FvFm;Aspat_943
Kelso;983;ED50;38.1669716842401;5.77970797079136;FvFm;Aspat_983
Kelso;942;ED50;37.773443566948;2.20771457204977;FvFm;Aspat_942
Kelso;953;ED50;37.1699310294379;1.7523906291304;FvFm;Aspat_953
Kelso;958;ED50;37.4482393591303;0.830301305010764;FvFm;Aspat_958
Kelso;967;ED50;39.264587846289;5.9746080926886;FvFm;Aspat_967
Kelso;960;ED50;38.9991270920831;4.99300146283096;FvFm;Aspat_960
