ID;Date;Time;No.;PAR;F1;F2;F3;Fm1;Fm2;Fm3;FvFm1;FvFm2;FvFm3;qc;Site.name;Genotype;Tank;Treatment;mFvFm;sdFvFm;mF;sdF;eventID
FitzroyReef_5427;26/03/2022;21:51:27;1;0;0.2072;0.2253;0.2341;0.6877;0.7908;0.8206;0.699;0.715;0.715;0;Fitzroy Reef;1667;14;+3C;0.709666666666667;0.00923760430703402;0.2222;0.0137153199014824;Aspat_1667
FitzroyReef_5431;26/03/2022;21:46:02;1;0;0.197;0.2048;0.1808;0.654;0.7043;0.6085;0.699;0.709;0.703;0;Fitzroy Reef;1667;10;+3C;0.703666666666667;0.00503322295684717;0.1942;0.0122425487542423;Aspat_1667
FitzroyReef_324;26/03/2022;21:24:36;1;0;0.2854;0.2898;0.2972;0.8881;0.85;0.8622;0.678639792816124;0.659058823529412;0.65530039434006;2;Fitzroy Reef;1667;2;+6C;0.664333003561865;0.0125317441550317;0.2908;0.00596322060635025;Aspat_1667
FitzroyReef_5507;26/03/2022;21:29:24;1;0;0.2419;0.238;0.2649;0.6833;0.6838;0.7776;0.646;0.652;0.659;0;Fitzroy Reef;1667;4;+6C;0.652333333333333;0.00650640709864772;0.248266666666667;0.0145362764604053;Aspat_1667
FitzroyReef_5519;26/03/2022;21:33:46;1;0;0.2532;0.2683;0.2791;0.7478;0.7967;0.8211;0.661;0.663;0.66;0;Fitzroy Reef;1667;11;+6C;0.661333333333333;0.00152752523165195;0.266866666666667;0.0130093556079205;Aspat_1667
FitzroyReef_1064;26/03/2022;21:03:27;1;0;0.2727;0.327;0.3157;0.4516;0.5303;0.477;0.396147032772365;0.383367904959457;0.338155136268344;2;Fitzroy Reef;1667;1;+9C;0.372556691333389;0.0304700963254899;0.305133333333333;0.0286507126147559;Aspat_1667
FitzroyReef_2619;26/03/2022;21:17:30;1;0;0.3426;0.3455;0.3504;0.545;0.5934;0.6168;0.371376146788991;0.417762049207954;0.431906614785992;2;Fitzroy Reef;1667;12;+9C;0.407014936927646;0.0316640127867293;0.346166666666667;0.00394250343479029;Aspat_1667
FitzroyReef_2691;26/03/2022;21:13:04;1;0;0.1906;0.2361;0.2419;0.3182;0.4306;0.4614;0.401;0.452;0.476;0;Fitzroy Reef;1667;3;+9C;0.443;0.0383014360044111;0.222866666666667;0.0280938308767839;Aspat_1667
FitzroyReef_5368;26/03/2022;22:10:00;1;0;0.2346;0.1882;0.1804;0.7805;0.6598;0.6413;0.699;0.715;0.719;0;Fitzroy Reef;1668;13;MMM;0.711;0.0105830052442584;0.201066666666667;0.0293014220360264;Aspat_1668
FitzroyReef_5372;26/03/2022;22:03:01;1;0;0.2913;0.28;0.2747;0.8719;0.8177;0.8314;0.665902052987728;0.657576128164363;0.669593456819822;2;Fitzroy Reef;1668;9;MMM;0.664357212657304;0.00615580585611719;0.282;0.00847879708449259;Aspat_1668
FitzroyReef_5376;26/03/2022;21:55:24;1;0;0.3245;0.3084;0.2884;0.806;0.8016;0.7517;0.597;0.615;0.616;0;Fitzroy Reef;1668;7;MMM;0.609333333333333;0.0106926766215636;0.3071;0.0180850767208768;Aspat_1668
FitzroyReef_17;26/03/2022;21:40:33;1;0;0.2962;0.2517;0.2385;0.7928;0.7038;0.7038;0.626;0.642;0.661;0;Fitzroy Reef;1668;8;+3C;0.643;0.0175214154679352;0.262133333333333;0.0302318264968118;Aspat_1668
FitzroyReef_2216;26/03/2022;21:48:19;1;0;0.2199;0.2023;0.2195;0.7092;0.6598;0.7454;0.69;0.693;0.706;0;Fitzroy Reef;1668;10;+3C;0.696333333333333;0.00850490054811539;0.2139;0.0100478853496644;Aspat_1668
FitzroyReef_5012;26/03/2022;21:51:45;1;0;0.2752;0.2468;0.218;0.7991;0.7331;0.6755;0.656;0.663;0.677;0;Fitzroy Reef;1668;14;+3C;0.665333333333333;0.0106926766215636;0.246666666666667;0.0286002330992832;Aspat_1668
FitzroyReef_2392;26/03/2022;21:33:12;1;0;0.3006;0.282;0.2693;0.8534;0.8436;0.7972;0.647761893602062;0.665718349928876;0.662192674360261;2;Fitzroy Reef;1668;11;+6C;0.658557639297066;0.00951413111572387;0.283966666666667;0.0157424055764465;Aspat_1668
FitzroyReef_2448;26/03/2022;21:23:28;1;0;0.2889;0.2678;0.2542;0.7805;0.7468;0.7136;0.63;0.641;0.644;0;Fitzroy Reef;1668;2;+6C;0.638333333333333;0.007371114795832;0.2703;0.0174845646214025;Aspat_1668
FitzroyReef_345;26/03/2022;21:25:42;1;0;0.3861;0.3783;0.3397;0.826;0.8309;0.7937;0.533;0.545;0.572;0;Fitzroy Reef;1668;4;+6C;0.55;0.0199749843554381;0.368033333333333;0.0248453885727982;Aspat_1668
FitzroyReef_5124;26/03/2022;21:05:46;1;0;0.2742;0.261;0.2507;0.3734;0.3983;0.4242;0.266;0.345;0.409;0;Fitzroy Reef;1668;3;+9C;0.34;0.0716309988761849;0.261966666666667;0.0117797849442735;Aspat_1668
FitzroyReef_5132;26/03/2022;21:17:14;1;0;0.2326;0.2107;0.2165;0.4267;0.3768;0.3827;0.455;0.441;0.434;0;Fitzroy Reef;1668;12;+9C;0.443333333333333;0.0106926766215636;0.219933333333333;0.0113465119456745;Aspat_1668
FitzroyReef_5152;26/03/2022;21:04:06;1;0;0.2185;0.2268;0.195;0.458;0.5474;0.4565;0.523;0.586;0.573;0;Fitzroy Reef;1668;1;+9C;0.560666666666667;0.0332615894589139;0.213433333333333;0.0164943424644129;Aspat_1668
FitzroyReef_5369;26/03/2022;22:10:00;1;0;0.2708;0.2933;0.263;0.8284;0.9159;0.8446;0.673;0.68;0.689;0;Fitzroy Reef;1669;13;MMM;0.680666666666667;0.00802080627701059;0.2757;0.0157330861562505;Aspat_1669
FitzroyReef_5373;26/03/2022;22:03:01;1;0;0.3212;0.3133;0.3094;0.85;0.868;0.8773;0.622117647058823;0.639055299539171;0.647327026102815;2;Fitzroy Reef;1669;9;MMM;0.636166657566936;0.0128505403496792;0.314633333333333;0.00601193257890781;Aspat_1669
FitzroyReef_5377;26/03/2022;21:55:24;1;0;0.3661;0.3695;0.3475;0.7879;0.8074;0.805;0.535;0.542;0.568;0;Fitzroy Reef;1669;7;MMM;0.548333333333333;0.0173877351409933;0.361033333333333;0.0118428600149345;Aspat_1669
FitzroyReef_18;26/03/2022;21:40:33;1;0;0.2683;0.282;0.2737;0.6784;0.7028;0.6818;0.604;0.599;0.599;0;Fitzroy Reef;1669;8;+3C;0.600666666666667;0.00288675134594813;0.274666666666667;0.00690096611593864;Aspat_1669
FitzroyReef_2217;26/03/2022;21:48:19;1;0;0.2527;0.2781;0.2581;0.7854;0.8514;0.7957;0.678;0.673;0.676;0;Fitzroy Reef;1669;10;+3C;0.675666666666667;0.00251661147842359;0.262966666666667;0.0133810811720628;Aspat_1669
FitzroyReef_5013;26/03/2022;21:51:45;1;0;0.3138;0.3113;0.2996;0.8255;0.8192;0.7659;0.62;0.62;0.609;0;Fitzroy Reef;1669;14;+3C;0.616333333333333;0.00635085296108589;0.308233333333333;0.00758045733009122;Aspat_1669
FitzroyReef_2393;26/03/2022;21:33:12;1;0;0.3411;0.3533;0.3416;0.827;0.8592;0.826;0.587545344619105;0.588803538175047;0.586440677966102;2;Fitzroy Reef;1669;11;+6C;0.587596520253418;0.00118226109676098;0.345333333333333;0.00690386365257406;Aspat_1669
FitzroyReef_2449;26/03/2022;21:23:28;1;0;0.3123;0.3099;0.3035;0.7512;0.7414;0.7571;0.584;0.582;0.599;0;Fitzroy Reef;1669;2;+6C;0.588333333333333;0.00929157324317758;0.308566666666667;0.00454899256246188;Aspat_1669
FitzroyReef_346;26/03/2022;21:25:42;1;0;0.3856;0.3504;0.3089;0.8656;0.7991;0.7092;0.554;0.561;0.564;0;Fitzroy Reef;1669;4;+6C;0.559666666666667;0.00513160143944684;0.3483;0.0383930983381128;Aspat_1669
FitzroyReef_5125;26/03/2022;21:05:46;1;0;0.3148;0.3187;0.3255;0.4252;0.455;0.5152;0.26;0.3;0.368;0;Fitzroy Reef;1669;3;+9C;0.309333333333333;0.0546015872785154;0.319666666666667;0.00541510233821424;Aspat_1669
FitzroyReef_5133;26/03/2022;21:17:14;1;0;0.2537;0.2805;0.2771;0.5098;0.5611;0.5591;0.502;0.5;0.504;0;Fitzroy Reef;1669;12;+9C;0.502;0.002;0.270433333333333;0.0145908647219188;Aspat_1669
FitzroyReef_5153;26/03/2022;21:04:06;1;0;0.2859;0.3284;0.3201;0.4966;0.6535;0.6535;0.424;0.497;0.51;0;Fitzroy Reef;1669;1;+9C;0.477;0.046357307945997;0.311466666666667;0.0225269468267081;Aspat_1669
FitzroyReef_5370;26/03/2022;22:10:00;1;0;0.2243;0.2517;0.2649;0.7605;0.8436;0.8612;0.705;0.702;0.692;0;Fitzroy Reef;1670;13;MMM;0.699666666666667;0.00680685928555405;0.246966666666667;0.0207097400595308;Aspat_1670
FitzroyReef_5374;26/03/2022;22:03:01;1;0;0.3021;0.2869;0.2796;0.8993;0.9013;0.8837;0.664;0.682;0.684;1;Fitzroy Reef;1670;9;MMM;0.676666666666667;0.0110151410945722;0.289533333333333;0.0114788210776775;Aspat_1670
FitzroyReef_5378;26/03/2022;21:55:24;1;0;0.2722;0.2898;0.3314;0.6193;0.6662;0.7366;0.56;0.565;0.55;0;Fitzroy Reef;1670;7;MMM;0.558333333333333;0.00763762615825969;0.2978;0.0304;Aspat_1670
FitzroyReef_19;26/03/2022;21:40:33;1;0;0.261;0.24;0.2561;0.7053;0.6789;0.696;0.63;0.647;0.632;0;Fitzroy Reef;1670;8;+3C;0.636333333333333;0.00929157324317758;0.252366666666667;0.0109865068758607;Aspat_1670
FitzroyReef_2218;26/03/2022;21:48:19;1;0;0.2708;0.2737;0.2693;0.8094;0.848;0.8289;0.665;0.677;0.675;0;Fitzroy Reef;1670;10;+3C;0.672333333333333;0.00642910050732864;0.271266666666667;0.00223681320930769;Aspat_1670
FitzroyReef_5014;26/03/2022;21:51:45;1;0;0.2713;0.2605;0.2488;0.761;0.7405;0.6867;0.644;0.648;0.638;0;Fitzroy Reef;1670;14;+3C;0.643333333333333;0.00503322295684717;0.2602;0.0112529996001066;Aspat_1670
FitzroyReef_2450;26/03/2022;21:23:28;1;0;0.3001;0.3079;0.3387;0.7483;0.7981;0.8592;0.599;0.614;0.606;0;Fitzroy Reef;1670;2;+6C;0.606333333333333;0.00750555349946514;0.315566666666667;0.0204101282047256;Aspat_1670
FitzroyReef_347;26/03/2022;21:25:42;1;0;0.2942;0.3113;0.3211;0.654;0.7209;0.7463;0.55;0.568;0.57;0;Fitzroy Reef;1670;4;+6C;0.562666666666667;0.0110151410945721;0.308866666666667;0.0136140858427341;Aspat_1670
FitzroyReef_5126;26/03/2022;21:05:46;1;0;0.261;0.2654;0.3631;0.3631;0.3759;0.5547;0.281;0.294;0.345;0;Fitzroy Reef;1670;3;+9C;0.306666666666667;0.0338279962949822;0.2965;0.0577192342291545;Aspat_1670
FitzroyReef_5134;26/03/2022;21:17:14;1;0;0.2341;0.2502;0.2815;0.478;0.5381;0.6466;0.51;0.535;0.565;0;Fitzroy Reef;1670;12;+9C;0.536666666666667;0.0275378527364305;0.255266666666667;0.0241027660929888;Aspat_1670
FitzroyReef_5154;26/03/2022;21:04:06;1;0;0.2664;0.2801;0.2791;0.4853;0.5806;0.6017;0.451;0.518;0.536;0;Fitzroy Reef;1670;1;+9C;0.501666666666667;0.044792112400883;0.2752;0.007637407937252;Aspat_1670
FitzroyReef_5371;26/03/2022;22:10:00;1;0;0.218;0.2121;0.2331;0.6735;0.6642;0.7444;0.676;0.681;0.687;0;Fitzroy Reef;1671;13;MMM;0.681333333333333;0.00550757054728611;0.221066666666667;0.0108306663383807;Aspat_1671
FitzroyReef_5375;26/03/2022;22:03:01;1;0;0.2673;0.2806;0.2747;0.6745;0.7429;0.7366;0.603706449221646;0.622291021671827;0.627070323106164;2;Fitzroy Reef;1671;9;MMM;0.617689264666546;0.0123430051597922;0.2742;0.00666408283261847;Aspat_1671
FitzroyReef_5379;26/03/2022;21:55:24;1;0;0.2639;0.2444;0.2478;0.6276;0.6134;0.6261;0.579;0.602;0.604;0;Fitzroy Reef;1671;7;MMM;0.595;0.0138924439894498;0.252033333333333;0.0104164933318912;Aspat_1671
FitzroyReef_20;26/03/2022;21:40:33;1;0;0.2576;0.2649;0.2908;0.6716;0.7048;0.7669;0.616;0.624;0.621;0;Fitzroy Reef;1671;8;+3C;0.620333333333333;0.00404145188432738;0.2711;0.0174467762065088;Aspat_1671
FitzroyReef_2219;26/03/2022;21:48:19;1;0;0.2556;0.2566;0.2625;0.7659;0.8128;0.8402;0.666;0.684;0.688;0;Fitzroy Reef;1671;10;+3C;0.679333333333333;0.0117189305541646;0.258233333333333;0.00372871738448135;Aspat_1671
FitzroyReef_5015;26/03/2022;21:51:45;1;0;0.2742;0.2722;0.2786;0.7737;0.8069;0.8324;0.646;0.663;0.665;0;Fitzroy Reef;1671;14;+3C;0.658;0.0104403065089106;0.275;0.00327414110874899;Aspat_1671
FitzroyReef_2395;26/03/2022;21:33:12;1;0;0.3001;0.2756;0.2893;0.6628;0.6383;0.6393;0.547223898611949;0.568228105906314;0.547473799468168;2;Fitzroy Reef;1671;11;+6C;0.55430860132881;0.0120552921313357;0.288333333333333;0.0122785721211114;Aspat_1671
FitzroyReef_2451;26/03/2022;21:23:28;1;0;0.2649;0.2923;0.3206;0.6823;0.7243;0.7854;0.612;0.596;0.592;0;Fitzroy Reef;1671;2;+6C;0.6;0.0105830052442584;0.2926;0.0278512118228274;Aspat_1671
FitzroyReef_348;26/03/2022;21:25:42;1;0;0.281;0.2923;0.3167;0.672;0.696;0.7449;0.582;0.58;0.575;0;Fitzroy Reef;1671;4;+6C;0.579;0.00360555127546399;0.296666666666667;0.0182461868162455;Aspat_1671
FitzroyReef_5127;26/03/2022;21:05:46;1;0;0.2434;0.259;0.2991;0.3382;0.3969;0.4589;0.28;0.347;0.348;0;Fitzroy Reef;1671;3;+9C;0.325;0.0389743505398101;0.267166666666667;0.0287340100461689;Aspat_1671
FitzroyReef_5135;26/03/2022;21:17:14;1;0;0.241;0.241;0.2776;0.48;0.5376;0.6285;0.498;0.552;0.558;0;Fitzroy Reef;1671;12;+9C;0.536;0.0330454232837166;0.2532;0.0211310198523403;Aspat_1671
FitzroyReef_5155;26/03/2022;21:04:06;1;0;0.2195;0.2346;0.2757;0.4692;0.5254;0.6447;0.532;0.553;0.572;0;Fitzroy Reef;1671;1;+9C;0.552333333333333;0.0200083315979452;0.243266666666667;0.0290851050081194;Aspat_1671
FitzroyReef_5356;26/03/2022;22:08:48;1;0;0.2268;0.217;0.1877;0.7136;0.7331;0.6603;0.682;0.704;0.716;0;Fitzroy Reef;1672;13;MMM;0.700666666666667;0.0172433562085034;0.2105;0.0203442866672685;Aspat_1672
FitzroyReef_5360;26/03/2022;22:00:30;1;0;0.2761;0.2385;0.2268;0.828;0.7659;0.7566;0.666;0.689;0.7;0;Fitzroy Reef;1672;9;MMM;0.685;0.0173493515728974;0.247133333333333;0.025758946665835;Aspat_1672
FitzroyReef_5364;26/03/2022;21:56:59;1;0;0.2771;0.2307;0.2321;0.8192;0.7595;0.6789;0.6617431640625;0.696247531270573;0.658123434968331;2;Fitzroy Reef;1672;7;MMM;0.672038043433801;0.0210440035560701;0.246633333333333;0.0263941912801536;Aspat_1672
FitzroyReef_5208;26/03/2022;21:37:59;1;0;0.2737;0.2654;0.2551;0.8392;0.847;0.824;0.674;0.687;0.69;0;Fitzroy Reef;1672;8;+3C;0.683666666666667;0.00850490054811535;0.264733333333333;0.00931790391307688;Aspat_1672
FitzroyReef_5212;26/03/2022;21:46:49;1;0;0.3226;0.3133;0.304;0.8768;0.8206;0.7903;0.632071167883212;0.61820619059225;0.615335948374035;2;Fitzroy Reef;1672;10;+3C;0.621871102283166;0.00894933384569726;0.3133;0.0093;Aspat_1672
FitzroyReef_5216;26/03/2022;21:51:10;1;0;0.3084;0.2845;0.2365;0.7268;0.7004;0.5875;0.575674188222345;0.593803540833809;0.597446808510638;2;Fitzroy Reef;1672;14;+3C;0.588974845855597;0.0116618596265348;0.276466666666667;0.0366169814885571;Aspat_1672
FitzroyReef_3056;26/03/2022;21:34:05;1;0;0.3055;0.2933;0.3035;0.7986;0.7586;0.8245;0.617455547207613;0.613366728183496;0.631898120072771;2;Fitzroy Reef;1672;11;+6C;0.62090679848796;0.00973583447314839;0.300766666666667;0.00654318984390131;Aspat_1672
FitzroyReef_3112;26/03/2022;21:26:37;1;0;0.26;0.2766;0.2634;0.6491;0.7077;0.6945;0.599;0.609;0.621;0;Fitzroy Reef;1672;4;+6C;0.609666666666667;0.0110151410945722;0.266666666666667;0.0087688843836222;Aspat_1672
FitzroyReef_729;26/03/2022;21:23:08;1;0;0.1838;0.2375;0.2468;0.7732;0.8734;0.8583;0.762;0.728;0.712;1;Fitzroy Reef;1672;2;+6C;0.734;0.0255342906696074;0.2227;0.0340077932244949;Aspat_1672
FitzroyReef_5104;26/03/2022;21:04:23;1;0;0.2625;0.26;0.2278;0.3734;0.4086;0.3803;0.297;0.364;0.401;0;Fitzroy Reef;1672;1;+9C;0.354;0.0527162214123888;0.2501;0.0193527775784253;Aspat_1672
FitzroyReef_5136;26/03/2022;21:11:16;1;0;0.2571;0.2605;0.26;0.3568;0.4022;0.4106;0.279428251121076;0.352312282446544;0.36678032148076;2;Fitzroy Reef;1672;3;+9C;0.332840285016127;0.0468184265218133;0.2592;0.00183575597506859;Aspat_1672
FitzroyReef_5140;26/03/2022;21:16:18;1;0;0.3172;0.2703;0.3084;0.543;0.5332;0.6276;0.416;0.493;0.509;0;Fitzroy Reef;1672;12;+9C;0.472666666666667;0.0497225636239055;0.298633333333333;0.0249287651786713;Aspat_1672
FitzroyReef_5357;26/03/2022;22:08:48;1;0;0.2454;0.2268;0.241;0.7791;0.737;0.8113;0.685;0.692;0.703;0;Fitzroy Reef;1673;13;MMM;0.693333333333333;0.00907377172587742;0.237733333333333;0.00972076814523077;Aspat_1673
FitzroyReef_5361;26/03/2022;22:00:30;1;0;0.2561;0.2537;0.2527;0.7742;0.805;0.8548;0.669;0.685;0.704;0;Fitzroy Reef;1673;9;MMM;0.686;0.0175214154679352;0.254166666666667;0.00174737898961083;Aspat_1673
FitzroyReef_5365;26/03/2022;21:56:59;1;0;0.2761;0.2781;0.242;0.8529;0.8524;0.8021;0.676280923906671;0.673744720788362;0.698291983543199;2;Fitzroy Reef;1673;7;MMM;0.682772542746077;0.0134999208722071;0.2654;0.020289652535221;Aspat_1673
FitzroyReef_5209;26/03/2022;21:37:59;1;0;0.2063;0.2165;0.2287;0.6701;0.7116;0.7458;0.692;0.696;0.693;0;Fitzroy Reef;1673;8;+3C;0.693666666666667;0.00208166599946613;0.217166666666667;0.0112148710796573;Aspat_1673
FitzroyReef_5213;26/03/2022;21:46:49;1;0;0.285;0.283;0.282;0.8035;0.7874;0.7757;0.645301804604854;0.640589281178562;0.636457393322161;2;Fitzroy Reef;1673;10;+3C;0.640782826368526;0.00442538106153304;0.283333333333333;0.00152752523165195;Aspat_1673
FitzroyReef_5217;26/03/2022;21:51:10;1;0;0.326;0.3084;0.327;0.8299;0.7805;0.806;0.60718158814315;0.60486867392697;0.594292803970223;2;Fitzroy Reef;1673;14;+3C;0.602114355346781;0.00687167319471425;0.320466666666667;0.0104619947110163;Aspat_1673
FitzroyReef_3057;26/03/2022;21:34:05;1;0;0.2937;0.2835;0.2781;0.7092;0.6901;0.676;0.585871404399323;0.589189972467758;0.588609467455621;2;Fitzroy Reef;1673;11;+6C;0.587890281440901;0.00177232753717707;0.2851;0.00792212092813535;Aspat_1673
FitzroyReef_3113;26/03/2022;21:26:37;1;0;0.3016;0.2986;0.3084;0.7493;0.7859;0.7986;0.598;0.62;0.614;0;Fitzroy Reef;1673;4;+6C;0.610666666666667;0.0113724814061547;0.302866666666667;0.0050212880153735;Aspat_1673
FitzroyReef_730;26/03/2022;21:23:08;1;0;0.2019;0.2287;0.2322;0.8319;0.8563;0.8133;0.757;0.733;0.715;1;Fitzroy Reef;1673;2;+6C;0.735;0.0210713075057055;0.220933333333333;0.0165759866473563;Aspat_1673
FitzroyReef_5105;26/03/2022;21:04:23;1;0;0.3157;0.327;0.2786;0.5108;0.6197;0.4907;0.382;0.472;0.432;0;Fitzroy Reef;1673;1;+9C;0.428666666666667;0.0450924975282289;0.3071;0.0253201500785442;Aspat_1673
FitzroyReef_5137;26/03/2022;21:11:16;1;0;0.3001;0.3123;0.2727;0.4756;0.5689;0.4932;0.369007569386039;0.451045878010195;0.447080291970803;2;Fitzroy Reef;1673;3;+9C;0.422377913122346;0.0462625838130297;0.295033333333333;0.0202803681754877;Aspat_1673
FitzroyReef_5141;26/03/2022;21:16:18;1;0;0.2625;0.2561;0.2576;0.4589;0.5298;0.5963;0.428;0.517;0.568;0;Fitzroy Reef;1673;12;+9C;0.504333333333333;0.0708543106192794;0.258733333333333;0.00334713808100792;Aspat_1673
FitzroyReef_5358;26/03/2022;22:08:48;1;0;0.1901;0.2082;0.2586;0.5855;0.6427;0.7649;0.675;0.676;0.662;0;Fitzroy Reef;1674;13;MMM;0.671;0.00781024967590666;0.218966666666667;0.0354965256515808;Aspat_1674
FitzroyReef_5362;26/03/2022;22:00:30;1;0;0.1852;0.1911;0.2258;0.5455;0.5758;0.674;0.66;0.668;0.665;0;Fitzroy Reef;1674;9;MMM;0.664333333333333;0.00404145188432738;0.2007;0.0219364992649237;Aspat_1674
FitzroyReef_5366;26/03/2022;21:56:59;1;0;0.2253;0.2258;0.2365;0.609;0.6369;0.6843;0.630049261083744;0.645470246506516;0.654391348823615;2;Fitzroy Reef;1674;7;MMM;0.643303618804625;0.0123148290927177;0.2292;0.00632692658405326;Aspat_1674
FitzroyReef_5210;26/03/2022;21:37:59;1;0;0.2092;0.2356;0.2439;0.6486;0.7478;0.824;0.677;0.685;0.704;0;Fitzroy Reef;1674;8;+3C;0.688666666666667;0.0138684293751431;0.229566666666667;0.01811969462583;Aspat_1674
FitzroyReef_3058;26/03/2022;21:34:05;1;0;0.262;0.2894;0.3294;0.7185;0.7986;0.8798;0.635351426583159;0.637615827698472;0.625596726528757;2;Fitzroy Reef;1674;11;+6C;0.632854660270129;0.00638671118404232;0.2936;0.0338957224439899;Aspat_1674
FitzroyReef_3114;26/03/2022;21:26:37;1;0;0.2498;0.2742;0.3016;0.6437;0.7234;0.7893;0.612;0.621;0.618;0;Fitzroy Reef;1674;4;+6C;0.617;0.00458257569495584;0.2752;0.0259144747197392;Aspat_1674
FitzroyReef_731;26/03/2022;21:23:08;1;0;0.2004;0.2375;0.2165;0.7116;0.7732;0.7517;0.718;0.693;0.712;1;Fitzroy Reef;1674;2;+6C;0.707666666666667;0.0130511813003013;0.218133333333333;0.0186038526475925;Aspat_1674
FitzroyReef_5106;26/03/2022;21:04:23;1;0;0.2566;0.2947;0.3446;0.4052;0.5083;0.6085;0.367;0.42;0.434;0;Fitzroy Reef;1674;1;+9C;0.407;0.0353411940941446;0.298633333333333;0.0441316590820392;Aspat_1674
FitzroyReef_5138;26/03/2022;21:11:16;1;0;0.2092;0.2488;0.2478;0.2473;0.2996;0.3416;0.154063890012131;0.169559412550067;0.274590163934426;2;Fitzroy Reef;1674;3;+9C;0.199404488832208;0.0655720375626161;0.235266666666667;0.0225799320931958;Aspat_1674
FitzroyReef_5142;26/03/2022;21:16:18;1;0;0.2845;0.3148;0.3514;0.4839;0.5831;0.6935;0.412;0.46;0.493;0;Fitzroy Reef;1674;12;+9C;0.455;0.0407308237088326;0.3169;0.0334994029797547;Aspat_1674
FitzroyReef_5359;26/03/2022;22:08:48;1;0;0.2053;0.2297;0.2478;0.6075;0.7023;0.7884;0.662;0.673;0.686;0;Fitzroy Reef;1675;13;MMM;0.673666666666667;0.0120138808606267;0.2276;0.0213276815430088;Aspat_1675
FitzroyReef_5363;26/03/2022;22:00:30;1;0;0.2356;0.2517;0.2805;0.7395;0.804;0.8773;0.681;0.687;0.68;0;Fitzroy Reef;1675;9;MMM;0.682666666666667;0.00378593889720019;0.255933333333333;0.0227473808016073;Aspat_1675
FitzroyReef_5367;26/03/2022;21:56:59;1;0;0.2781;0.3059;0.2801;0.6975;0.7801;0.7444;0.601290322580645;0.607870785796693;0.623723804406233;2;Fitzroy Reef;1675;7;MMM;0.610961637594524;0.0115317084741101;0.288033333333333;0.0155052679220107;Aspat_1675
FitzroyReef_5211;26/03/2022;21:37:59;1;0;0.2385;0.2092;0.2463;0.6696;0.6105;0.7683;0.644;0.657;0.679;0;Fitzroy Reef;1675;8;+3C;0.66;0.0176918060129541;0.231333333333333;0.0195607600397667;Aspat_1675
FitzroyReef_3059;26/03/2022;21:34:05;1;0;0.2287;0.2248;0.2918;0.5518;0.5518;0.7532;0.585538238492207;0.592606016672708;0.612586298459904;2;Fitzroy Reef;1675;11;+6C;0.596910184541606;0.0140283207400877;0.248433333333333;0.037607224483247;Aspat_1675
FitzroyReef_3115;26/03/2022;21:26:37;1;0;0.3084;0.3284;0.3148;0.7586;0.825;0.782;0.593;0.602;0.598;0;Fitzroy Reef;1675;4;+6C;0.597666666666667;0.0045092497528229;0.3172;0.010213716267843;Aspat_1675
FitzroyReef_732;26/03/2022;21:23:08;1;0;0.2444;0.2537;0.2722;0.717;0.7532;0.7913;0.659;0.663;0.656;1;Fitzroy Reef;1675;2;+6C;0.659333333333333;0.00351188458428425;0.256766666666667;0.014151442800412;Aspat_1675
FitzroyReef_5107;26/03/2022;21:04:23;1;0;0.2825;0.3069;0.2703;0.4223;0.5259;0.4355;0.331;0.416;0.379;0;Fitzroy Reef;1675;1;+9C;0.375333333333333;0.0426184623529912;0.286566666666667;0.0186358078261538;Aspat_1675
FitzroyReef_5139;26/03/2022;21:11:16;1;0;0.2341;0.2664;0.323;0.3177;0.3724;0.5044;0.263141328297136;0.284640171858217;0.359635210150674;2;Fitzroy Reef;1675;3;+9C;0.302472236768676;0.0506582097297096;0.2745;0.0450001111109739;Aspat_1675
FitzroyReef_5143;26/03/2022;21:16:18;1;0;0.263;0.2977;0.324;0.5093;0.5811;0.609;0.484;0.488;0.468;0;Fitzroy Reef;1675;12;+9C;0.48;0.0105830052442583;0.2949;0.0305962415992553;Aspat_1675
FitzroyReef_5112;26/03/2022;22:05:31;1;0;0.3421;0.3431;0.3216;0.827;0.8372;0.7747;0.586;0.59;0.585;0;Fitzroy Reef;1676;13;MMM;0.587;0.00264575131106459;0.3356;0.0121346610995116;Aspat_1676
FitzroyReef_5156;26/03/2022;22:02:01;1;0;0.2825;0.3226;0.3055;0.7131;0.8343;0.8475;0.604;0.613;0.64;0;Fitzroy Reef;1676;9;MMM;0.619;0.0187349939951952;0.303533333333333;0.020122209951527;Aspat_1676
FitzroyReef_5380;26/03/2022;21:58:08;1;0;0.261;0.2742;0.2439;0.7092;0.781;0.7351;0.632;0.649;0.668;0;Fitzroy Reef;1676;7;MMM;0.649666666666667;0.0180092568789868;0.2597;0.0151917740899475;Aspat_1676
FitzroyReef_5164;26/03/2022;21:54:43;1;0;0.2444;0.2248;0.1979;0.7996;0.7693;0.6823;0.694;0.708;0.71;0;Fitzroy Reef;1676;14;+3C;0.704;0.00871779788708136;0.222366666666667;0.0233453064519045;Aspat_1676
FitzroyReef_5184;26/03/2022;21:41:17;1;0;0.2737;0.2703;0.2771;0.7566;0.7639;0.7678;0.638;0.646;0.639;0;Fitzroy Reef;1676;8;+3C;0.641;0.00435889894354068;0.2737;0.00340000000000001;Aspat_1676
