ID;Date;Time;No.;PAR;F1;F2;F3;Fm1;Fm2;Fm3;FvFm1;FvFm2;FvFm3;qc;Site.name;Genotype;Tank;Treatment;mFvFm;sdFvFm;mF;sdF;eventID
Heron_2144;27/03/2022;22:18:08;1;0;0.3167;0.3299;0.2918;0.8759;0.8548;0.8436;0.638;0.614;0.654;0;Heron;1760;13;MMM;0.635333333333333;0.0201328918273887;0.3128;0.0193470928048635;Aspat_1760
Heron_2200;27/03/2022;21:55:28;1;0;0.3074;0.3016;0.2986;0.805;0.8211;0.7991;0.618;0.633;0.626;0;Heron;1760;8;+3C;0.625666666666667;0.00750555349946514;0.302533333333333;0.00447362641861538;Aspat_1760
Heron_2204;27/03/2022;21:58:48;1;0;0.2517;0.2361;0.2385;0.8675;0.8299;0.8548;0.71;0.716;0.721;0;Heron;1760;10;+3C;0.715666666666667;0.00550757054728611;0.2421;0.00839999999999999;Aspat_1760
Heron_2316;27/03/2022;22:04:03;1;0;0.3524;0.324;0.3148;0.891;0.8827;0.8715;0.604;0.633;0.639;0;Heron;1760;14;+3C;0.625333333333333;0.018717193521822;0.3304;0.0196;Aspat_1760
Heron_1117;27/03/2022;21:24:25;1;0;0.2952;0.2761;0.263;0.8998;0.8553;0.8211;0.672;0.677;0.68;0;Heron;1760;2;+6C;0.676333333333333;0.00404145188432738;0.2781;0.0161928996785628;Aspat_1760
Heron_381;27/03/2022;21:36:20;1;0;0.2708;0.2527;0.2781;0.8998;0.849;0.9252;0.699;0.702;0.699;0;Heron;1760;11;+6C;0.7;0.00173205080756888;0.2672;0.0130770791845886;Aspat_1760
Heron_857;27/03/2022;21:31:58;1;0;0.2576;0.2601;0.2468;0.8597;0.8441;0.8021;0.700360590903804;0.691861153891719;0.692307692307692;2;Heron;1760;4;+6C;0.694843145701072;0.00478346112277507;0.254833333333333;0.00706847461149387;Aspat_1760
Heron_129;27/03/2022;21:21:13;1;0;0.2527;0.2532;0.2488;0.5176;0.523;0.5469;0.512;0.516;0.545;0;Heron;1760;12;+9C;0.524333333333333;0.0180092568789868;0.251566666666667;0.00240901086202061;Aspat_1760
Heron_765;27/03/2022;21:14:39;1;0;0.2937;0.2737;0.2571;0.5552;0.5352;0.5064;0.471;0.489;0.492;0;Heron;1760;3;+9C;0.484;0.0113578166916006;0.274833333333333;0.018326301681827;Aspat_1760
Heron_77;27/03/2022;22:22:20;1;0;0.3661;0.3768;0.3412;0.5073;0.5572;0.5283;0.278;0.324;0.354;0;Heron;1760;1;+9C;0.318666666666667;0.0382796725865482;0.361366666666667;0.018265906310209;Aspat_1760
Heron_1034;27/03/2022;22:08:37;1;0;0.3289;0.3187;0.3152;0.7815;0.8333;0.7928;0.579;0.618;0.602;0;Heron;1761;7;MMM;0.599666666666667;0.0196044212700435;0.320933333333333;0.00711781801771678;Aspat_1761
Heron_2077;27/03/2022;22:13:17;1;0;0.371;0.347;0.3602;0.8876;0.8475;0.9252;0.582;0.591;0.611;0;Heron;1761;9;MMM;0.594666666666667;0.0148436293854749;0.3594;0.0120199833610534;Aspat_1761
Heron_2145;27/03/2022;22:18:08;1;0;0.3656;0.3245;0.2952;0.8905;0.8734;0.8436;0.589;0.628;0.65;0;Heron;1761;13;MMM;0.622333333333333;0.0308922859842605;0.328433333333333;0.0353644359962566;Aspat_1761
Heron_2201;27/03/2022;21:55:28;1;0;0.368;0.3294;0.324;0.8773;0.8123;0.8157;0.581;0.594;0.603;0;Heron;1761;8;+3C;0.592666666666667;0.011060440015358;0.340466666666667;0.0239969442499109;Aspat_1761
Heron_2205;27/03/2022;21:58:48;1;0;0.2786;0.2913;0.2805;0.8167;0.8666;0.8675;0.659;0.664;0.677;0;Heron;1761;10;+3C;0.666666666666667;0.00929157324317758;0.283466666666667;0.00685006082698053;Aspat_1761
Heron_2317;27/03/2022;22:04:03;1;0;0.3314;0.346;0.3421;0.805;0.8436;0.8372;0.588;0.59;0.591;0;Heron;1761;14;+3C;0.589666666666667;0.00152752523165195;0.339833333333333;0.00755932095715835;Aspat_1761
Heron_1118;27/03/2022;21:24:25;1;0;0.262;0.2669;0.2556;0.7522;0.8025;0.7923;0.652;0.667;0.677;0;Heron;1761;2;+6C;0.665333333333333;0.0125830573921179;0.2615;0.00566656862660289;Aspat_1761
Heron_382;27/03/2022;21:36:20;1;0;0.1848;0.2185;0.2141;0.8289;0.871;0.8641;0.777;0.749;0.752;0;Heron;1761;11;+6C;0.759333333333333;0.015373136743467;0.2058;0.0183191156991816;Aspat_1761
Heron_858;27/03/2022;21:31:58;1;0;0.2639;0.2591;0.2707;0.8675;0.8382;0.8568;0.695792507204611;0.690885230255309;0.68405695611578;2;Heron;1761;4;+6C;0.690244897858567;0.00589392136216452;0.264566666666667;0.00582866479850517;Aspat_1761
Heron_130;27/03/2022;21:21:13;1;0;0.2898;0.2977;0.2854;0.4697;0.5557;0.5425;0.383;0.464;0.474;0;Heron;1761;12;+9C;0.440333333333333;0.0499032397077918;0.290966666666667;0.00623244200400882;Aspat_1761
Heron_766;27/03/2022;21:14:39;1;0;0.2957;0.2986;0.3431;0.5606;0.5728;0.6818;0.473;0.479;0.497;0;Heron;1761;3;+9C;0.483;0.0124899959967968;0.312466666666667;0.0265688413999055;Aspat_1761
Heron_78;27/03/2022;22:22:20;1;0;0.4081;0.3793;0.4194;0.4995;0.4883;0.6476;0.183;0.223;0.352;0;Heron;1761;1;+9C;0.252666666666667;0.0883194957715075;0.402266666666667;0.0206766373797417;Aspat_1761
Heron_1035;27/03/2022;22:08:37;1;0;0.2732;0.2869;0.3143;0.6672;0.6926;0.7659;0.59;0.586;0.59;0;Heron;1762;7;MMM;0.588666666666667;0.00230940107675851;0.291466666666667;0.0209270956736317;Aspat_1762
Heron_2078;27/03/2022;22:13:17;1;0;0.2937;0.3289;0.3504;0.6843;0.7312;0.7879;0.571;0.55;0.555;0;Heron;1762;9;MMM;0.558666666666667;0.0109696551146028;0.324333333333333;0.0286245232856957;Aspat_1762
Heron_2146;27/03/2022;22:18:08;1;0;0.2625;0.2493;0.2796;0.7273;0.7146;0.8035;0.639;0.651;0.652;0;Heron;1762;13;MMM;0.647333333333333;0.00723417813807024;0.2638;0.0151917740899475;Aspat_1762
Heron_2202;27/03/2022;21:55:28;1;0;0.2527;0.2752;0.2908;0.673;0.7498;0.7986;0.625;0.633;0.636;0;Heron;1762;8;+3C;0.631333333333333;0.00568624070307733;0.2729;0.0191538507877659;Aspat_1762
Heron_2206;27/03/2022;21:58:48;1;0;0.2092;0.2195;0.2351;0.6579;0.676;0.7082;0.682;0.675;0.668;0;Heron;1762;10;+3C;0.675;0.00700000000000001;0.221266666666667;0.0130400664619983;Aspat_1762
Heron_2318;27/03/2022;22:04:03;1;0;0.2395;0.2703;0.2747;0.629;0.6901;0.6984;0.619;0.608;0.607;0;Heron;1762;14;+3C;0.611333333333333;0.0066583281184794;0.2615;0.019179155351579;Aspat_1762
Heron_1119;27/03/2022;21:24:25;1;0;0.2072;0.2224;0.2302;0.6559;0.6935;0.7058;0.684;0.679;0.674;0;Heron;1762;2;+6C;0.679;0.005;0.219933333333333;0.0116967231878562;Aspat_1762
Heron_383;27/03/2022;21:36:20;1;0;0.2517;0.2546;0.2458;0.7674;0.8363;0.7757;0.672;0.695;0.683;0;Heron;1762;11;+6C;0.683333333333333;0.0115036226178249;0.2507;0.00448441746495573;Aspat_1762
Heron_859;27/03/2022;21:31:58;1;0;0.2429;0.2561;0.261;0.6325;0.6804;0.6872;0.61596837944664;0.623603762492651;0.620197904540163;2;Heron;1762;4;+6C;0.619923348826485;0.00382508878259883;0.253333333333333;0.00936180182087473;Aspat_1762
Heron_131;27/03/2022;21:21:13;1;0;0.2366;0.2761;0.2864;0.4457;0.5415;0.5572;0.469;0.49;0.486;0;Heron;1762;12;+9C;0.481666666666667;0.0111504857891185;0.266366666666667;0.0262880834853614;Aspat_1762
Heron_767;27/03/2022;21:14:39;1;0;0.2449;0.2395;0.283;0.4804;0.4677;0.5323;0.49;0.488;0.468;0;Heron;1762;3;+9C;0.482;0.0121655250605964;0.2558;0.0237101244197495;Aspat_1762
Heron_79;27/03/2022;22:22:20;1;0;0.2781;0.3084;0.3309;0.3788;0.4257;0.4785;0.266;0.276;0.308;0;Heron;1762;1;+9C;0.283333333333333;0.0219393102292058;0.3058;0.0264958487314523;Aspat_1762
Heron_1036;27/03/2022;22:08:37;1;0;0.2752;0.2752;0.2854;0.6686;0.7097;0.7576;0.588;0.612;0.623;0;Heron;1763;7;MMM;0.607666666666667;0.0178978583448784;0.2786;0.00588897274573418;Aspat_1763
Heron_2079;27/03/2022;22:13:17;1;0;0.2542;0.282;0.2952;0.6349;0.6774;0.7478;0.6;0.584;0.605;0;Heron;1763;9;MMM;0.596333333333333;0.0109696551146029;0.277133333333333;0.0209287680796872;Aspat_1763
Heron_2147;27/03/2022;22:18:08;1;0;0.2644;0.2625;0.2595;0.739;0.7556;0.7698;0.642;0.653;0.663;0;Heron;1763;13;MMM;0.652666666666667;0.0105039675043925;0.262133333333333;0.00247049252849171;Aspat_1763
Heron_2203;27/03/2022;21:55:28;1;0;0.2879;0.3148;0.3456;0.676;0.7791;0.8465;0.574;0.596;0.592;0;Heron;1763;8;+3C;0.587333333333333;0.0117189305541646;0.3161;0.0288719587142958;Aspat_1763
Heron_2207;27/03/2022;21:58:48;1;0;0.2082;0.217;0.2302;0.6789;0.7224;0.7781;0.693;0.7;0.704;0;Heron;1763;10;+3C;0.699;0.00556776436283003;0.218466666666667;0.0110730905050638;Aspat_1763
Heron_2319;27/03/2022;22:04:03;1;0;0.2986;0.324;0.3104;0.7361;0.7761;0.759;0.594;0.582;0.591;0;Heron;1763;14;+3C;0.589;0.0062449979983984;0.311;0.0127106254763485;Aspat_1763
Heron_1120;27/03/2022;21:24:25;1;0;0.2659;0.2805;0.2678;0.7796;0.8338;0.846;0.659;0.664;0.683;0;Heron;1763;2;+6C;0.668666666666667;0.0126622799421484;0.2714;0.00793788384898646;Aspat_1763
Heron_384;27/03/2022;21:36:20;1;0;0.2268;0.2346;0.2444;0.7292;0.762;0.826;0.689;0.692;0.704;0;Heron;1763;11;+6C;0.695;0.00793725393319378;0.235266666666667;0.00881891905696687;Aspat_1763
Heron_860;27/03/2022;21:31:58;1;0;0.2928;0.2795;0.2712;0.804;0.7849;0.7747;0.635820895522388;0.643903681997707;0.649929004776042;2;Heron;1763;4;+6C;0.643217860765379;0.00707901474431954;0.281166666666667;0.0108960237395728;Aspat_1763
Heron_132;27/03/2022;21:21:13;1;0;0.2752;0.3025;0.3348;0.5064;0.5401;0.6569;0.457;0.44;0.49;0;Heron;1763;12;+9C;0.462333333333333;0.0254230866208911;0.304166666666667;0.0298349347801086;Aspat_1763
Heron_768;27/03/2022;21:14:39;1;0;0.2175;0.2175;0.2449;0.4047;0.4135;0.4853;0.463;0.474;0.495;0;Heron;1763;3;+9C;0.477333333333333;0.0162583311976763;0.226633333333333;0.0158193973757958;Aspat_1763
Heron_80;27/03/2022;22:22:20;1;0;0.3109;0.3431;0.3715;0.4394;0.521;0.585;0.293;0.341;0.365;0;Heron;1763;1;+9C;0.333;0.0366606055596467;0.341833333333333;0.0303198504833605;Aspat_1763
Heron_2028;27/03/2022;22:07:06;1;0;0.3006;0.2859;0.3079;0.8636;0.825;0.8578;0.652;0.653;0.641;0;Heron;1764;7;MMM;0.648666666666667;0.0066583281184794;0.298133333333333;0.0112055045996748;Aspat_1764
Heron_2100;27/03/2022;22:12:13;1;0;0.2884;0.259;0.2698;0.85;0.7947;0.8372;0.661;0.674;0.678;0;Heron;1764;9;MMM;0.671;0.0088881944173156;0.2724;0.014871449156017;Aspat_1764
Heron_413;27/03/2022;22:17:15;1;0;0.3343;0.2957;0.2884;0.8983;0.8763;0.8514;0.628;0.663;0.661;0;Heron;1764;13;MMM;0.650666666666667;0.0196553639837408;0.306133333333333;0.0246646170319617;Aspat_1764
Heron_2232;27/03/2022;21:54:21;1;0;0.3216;0.3069;0.2884;0.805;0.8289;0.8025;0.6;0.63;0.641;0;Heron;1764;8;+3C;0.623666666666667;0.021221058723196;0.305633333333333;0.0166362054968473;Aspat_1764
Heron_557;27/03/2022;22:04:22;1;0;0.3333;0.3231;0.2786;0.847;0.8656;0.8397;0.606;0.627;0.668;0;Heron;1764;14;+3C;0.633666666666667;0.0315330514434194;0.311666666666667;0.0290871678465493;Aspat_1764
Heron_849;27/03/2022;21:58:27;1;0;0.2566;0.2649;0.2463;0.8055;0.8612;0.8006;0.681;0.692;0.692;0;Heron;1764;10;+3C;0.688333333333333;0.00635085296108583;0.255933333333333;0.00931790391307689;Aspat_1764
Heron_489;27/03/2022;21:27:22;1;0;0.2786;0.2766;0.262;0.8666;0.8847;0.8744;0.679;0.687;0.7;0;Heron;1764;2;+6C;0.688666666666667;0.010598742063723;0.2724;0.00906200860736736;Aspat_1764
Heron_617;27/03/2022;21:30:52;1;0;0.2483;0.2414;0.2395;0.7737;0.781;0.7957;0.679;0.691;0.699;0;Heron;1764;4;+6C;0.689666666666667;0.0100664459136943;0.243066666666667;0.0046306946923041;Aspat_1764
Heron_789;27/03/2022;21:36:55;1;0;0.3216;0.2982;0.306;0.8734;0.8255;0.7986;0.631783833295168;0.638764385221078;0.616829451540195;2;Heron;1764;11;+6C;0.629125890018814;0.0112064189526103;0.3086;0.0119146968068852;Aspat_1764
Heron_145;27/03/2022;21:15:46;1;0;0.2976;0.3133;0.2894;0.4526;0.52;0.4819;0.342465753424658;0.3975;0.399460468976966;2;Heron;1764;3;+9C;0.379808740800541;0.0323548279128316;0.3001;0.0121445461010283;Aspat_1764
Heron_45;27/03/2022;21:19:07;1;0;0.2796;0.3113;0.2889;0.5567;0.6613;0.6144;0.498;0.529;0.53;0;Heron;1764;12;+9C;0.519;0.0181934053986603;0.293266666666667;0.0162948867235502;Aspat_1764
Heron_2029;27/03/2022;22:07:06;1;0;0.2791;0.2986;0.2845;0.8094;0.87;0.8441;0.655;0.657;0.663;0;Heron;1765;7;MMM;0.658333333333333;0.00416333199893227;0.2874;0.0100682669809655;Aspat_1765
Heron_2101;27/03/2022;22:12:13;1;0;0.2771;0.2796;0.2732;0.8387;0.8837;0.8446;0.67;0.684;0.677;0;Heron;1765;9;MMM;0.677;0.00700000000000001;0.276633333333333;0.00322541986930902;Aspat_1765
Heron_414;27/03/2022;22:17:15;1;0;0.3592;0.346;0.306;0.8656;0.8377;0.8113;0.585;0.587;0.623;0;Heron;1765;13;MMM;0.598333333333333;0.0213853532431273;0.337066666666667;0.0277022261440003;Aspat_1765
Heron_2233;27/03/2022;21:54:21;1;0;0.3475;0.3612;0.348;0.849;0.8827;0.8891;0.591;0.591;0.609;0;Heron;1765;8;+3C;0.597;0.0103923048454133;0.352233333333333;0.00776938435999492;Aspat_1765
Heron_558;27/03/2022;22:04:22;1;0;0.3534;0.3319;0.3534;0.8358;0.8104;0.8886;0.577;0.59;0.602;0;Heron;1765;14;+3C;0.589666666666667;0.0125033328890074;0.346233333333333;0.012413030787577;Aspat_1765
Heron_850;27/03/2022;21:58:27;1;0;0.284;0.2776;0.2766;0.8123;0.7928;0.8216;0.65;0.65;0.663;0;Heron;1765;10;+3C;0.654333333333333;0.00750555349946514;0.2794;0.00401497197997692;Aspat_1765
Heron_490;27/03/2022;21:27:22;1;0;0.2952;0.3045;0.3065;0.8284;0.8803;0.8856;0.644;0.654;0.654;0;Heron;1765;2;+6C;0.650666666666667;0.00577350269189626;0.302066666666667;0.00603020176555753;Aspat_1765
Heron_618;27/03/2022;21:30:52;1;0;0.2674;0.2537;0.2634;0.8514;0.8226;0.8617;0.686;0.692;0.694;0;Heron;1765;4;+6C;0.690666666666667;0.00416333199893221;0.2615;0.00704485627958444;Aspat_1765
Heron_790;27/03/2022;21:36:55;1;0;0.328;0.3582;0.3084;0.827;0.8983;0.8353;0.603385731559855;0.601246799510186;0.630791332455405;2;Heron;1765;11;+6C;0.611807954508482;0.0164748364570052;0.331533333333333;0.0250873141913066;Aspat_1765
Heron_146;27/03/2022;21:15:46;1;0;0.3549;0.3573;0.349;0.5015;0.5108;0.5293;0.292323030907278;0.300509005481598;0.340638579255621;2;Heron;1765;3;+9C;0.311156871881499;0.0258578971922095;0.353733333333333;0.00427122152707319;Aspat_1765
Heron_46;27/03/2022;21:19:07;1;0;0.2898;0.3016;0.3104;0.5474;0.5904;0.6022;0.471;0.489;0.485;0;Heron;1765;12;+9C;0.481666666666667;0.00945163125250523;0.3006;0.010336343647538;Aspat_1765
Heron_2030;27/03/2022;22:07:06;1;0;0.2375;0.2463;0.2737;0.654;0.6877;0.7659;0.637;0.642;0.643;0;Heron;1766;7;MMM;0.640666666666667;0.00321455025366432;0.2525;0.0188796186402162;Aspat_1766
Heron_2102;27/03/2022;22:12:13;1;0;0.2444;0.261;0.2693;0.6965;0.7859;0.8372;0.649;0.668;0.678;0;Heron;1766;9;MMM;0.665;0.0147309198626562;0.258233333333333;0.0126784594227111;Aspat_1766
Heron_415;27/03/2022;22:17:15;1;0;0.241;0.2634;0.2786;0.6491;0.7273;0.7625;0.629;0.638;0.635;0;Heron;1766;13;MMM;0.634;0.00458257569495584;0.261;0.018914544668059;Aspat_1766
Heron_2234;27/03/2022;21:54:21;1;0;0.2717;0.3104;0.3113;0.6921;0.8099;0.824;0.607;0.617;0.622;0;Heron;1766;8;+3C;0.615333333333333;0.00763762615825974;0.2978;0.0226077420367449;Aspat_1766
Heron_559;27/03/2022;22:04:22;1;0;0.3421;0.3509;0.3446;0.8065;0.8421;0.8407;0.576;0.583;0.59;0;Heron;1766;14;+3C;0.583;0.00700000000000001;0.345866666666667;0.00453468117218104;Aspat_1766
Heron_851;27/03/2022;21:58:27;1;0;0.2498;0.2708;0.2771;0.7312;0.8162;0.8348;0.658;0.668;0.668;0;Heron;1766;10;+3C;0.664666666666667;0.00577350269189626;0.2659;0.0142944044996635;Aspat_1766
Heron_491;27/03/2022;21:27:22;1;0;0.2067;0.2263;0.2219;0.6647;0.7903;0.7781;0.689;0.714;0.715;0;Heron;1766;2;+6C;0.706;0.0147309198626562;0.2183;0.010283968105746;Aspat_1766
Heron_619;27/03/2022;21:30:52;1;0;0.2385;0.2385;0.2424;0.74;0.7625;0.8069;0.678;0.687;0.7;0;Heron;1766;4;+6C;0.688333333333333;0.011060440015358;0.2398;0.00225166604983955;Aspat_1766
Heron_791;27/03/2022;21:36:55;1;0;0.3485;0.3348;0.3347;0.8196;0.8138;0.8118;0.574792581747194;0.588596706807569;0.587706331608771;2;Heron;1766;11;+6C;0.583698540054511;0.00772562373063911;0.339333333333333;0.00793872365896012;Aspat_1766
Heron_147;27/03/2022;21:15:46;1;0;0.2737;0.2825;0.3202;0.3495;0.4106;0.4179;0.216881258941345;0.311982464685826;0.233787987556832;2;Heron;1766;3;+9C;0.254217237061334;0.0507353477370702;0.292133333333333;0.0247014844358256;Aspat_1766
Heron_47;27/03/2022;21:19:07;1;0;0.24;0.281;0.2815;0.3905;0.4858;0.4936;0.385;0.422;0.43;0;Heron;1766;12;+9C;0.412333333333333;0.0240069434400411;0.2675;0.0238170107276291;Aspat_1766
Heron_2031;27/03/2022;22:07:06;1;0;0.261;0.2757;0.2639;0.7234;0.8104;0.7801;0.639;0.66;0.662;0;Heron;1767;7;MMM;0.653666666666667;0.0127410099024109;0.266866666666667;0.00778609872357994;Aspat_1767
Heron_2103;27/03/2022;22:12:13;1;0;0.2414;0.2302;0.2439;0.7566;0.7512;0.7957;0.681;0.694;0.693;0;Heron;1767;9;MMM;0.689333333333333;0.00723417813807018;0.2385;0.00729588925354546;Aspat_1767
Heron_416;27/03/2022;22:17:15;1;0;0.3343;0.2752;0.2981;0.8377;0.7634;0.8133;0.601;0.64;0.633;0;Heron;1767;13;MMM;0.624666666666667;0.0207926268983343;0.302533333333333;0.029798378031922;Aspat_1767
Heron_2235;27/03/2022;21:54:21;1;0;0.2962;0.3016;0.3162;0.7527;0.7889;0.8451;0.606;0.618;0.626;0;Heron;1767;8;+3C;0.616666666666667;0.0100664459136943;0.304666666666667;0.0103466580755978;Aspat_1767
Heron_560;27/03/2022;22:04:22;1;0;0.3412;0.346;0.3431;0.7854;0.8265;0.8631;0.566;0.581;0.602;0;Heron;1767;14;+3C;0.583;0.0180831413200251;0.343433333333333;0.00241729876790877;Aspat_1767
Heron_852;27/03/2022;21:58:27;1;0;0.2537;0.2586;0.2615;0.7669;0.8025;0.8851;0.669;0.678;0.705;0;Heron;1767;10;+3C;0.684;0.0187349939951952;0.257933333333333;0.00394250343479032;Aspat_1767
Heron_492;27/03/2022;21:27:22;1;0;0.2439;0.2463;0.2571;0.7224;0.7674;0.8025;0.662;0.679;0.68;0;Heron;1767;2;+6C;0.673666666666667;0.0101159939369957;0.2491;0.00703135833249877;Aspat_1767
Heron_620;27/03/2022;21:30:52;1;0;0.2786;0.2571;0.2434;0.7942;0.761;0.7835;0.649;0.662;0.689;0;Heron;1767;4;+6C;0.666666666666667;0.0204042479237371;0.2597;0.0177434494955181;Aspat_1767
Heron_792;27/03/2022;21:36:55;1;0;0.3514;0.3563;0.3754;0.8304;0.8778;0.8563;0.576830443159923;0.594098883572568;0.561602242204835;2;Heron;1767;11;+6C;0.577510522979109;0.0162589915574771;0.361033333333333;0.0126808254200322;Aspat_1767
Heron_148;27/03/2022;21:15:46;1;0;0.3207;0.3387;0.3226;0.4428;0.5068;0.4604;0.275745257452575;0.331689029202841;0.299304952215465;2;Heron;1767;3;+9C;0.30224641295696;0.0280876403936284;0.327333333333333;0.00988955678144038;Aspat_1767
Heron_48;27/03/2022;21:19:07;1;0;0.2791;0.2615;0.2664;0.4897;0.4702;0.522;0.43;0.444;0.49;0;Heron;1767;12;+9C;0.454666666666667;0.0313900196453161;0.269;0.00908350152749478;Aspat_1767
Heron_3132;27/03/2022;22:17:48;1;0;0.3377;0.3167;0.3104;0.8935;0.8631;0.8822;0.622;0.633;0.648;0;Heron;1768;13;MMM;0.634333333333333;0.0130511813003013;0.3216;0.0142944044996635;Aspat_1768
Heron_621;27/03/2022;22:07:25;1;0;0.3382;0.3196;0.2752;0.8006;0.8148;0.7576;0.578;0.608;0.637;0;Heron;1768;7;MMM;0.607666666666667;0.0295014123955673;0.311;0.0323685032091384;Aspat_1768
Heron_681;27/03/2022;22:10:42;1;0;0.219;0.2023;0.2004;0.7087;0.6637;0.6364;0.691;0.695;0.685;0;Heron;1768;9;MMM;0.690333333333333;0.00503322295684711;0.207233333333333;0.010234419052068;Aspat_1768
Heron_113;27/03/2022;22:02:13;1;0;0.3294;0.3079;0.2864;0.8827;0.847;0.8094;0.627;0.636;0.646;0;Heron;1768;14;+3C;0.636333333333333;0.00950438495292218;0.3079;0.0215;Aspat_1768
Heron_2320;27/03/2022;21:51:40;1;0;0.3231;0.2972;0.2693;0.8211;0.7977;0.7449;0.607;0.627;0.638;0;Heron;1768;8;+3C;0.624;0.0157162336455017;0.296533333333333;0.0269061950735018;Aspat_1768
Heron_505;27/03/2022;21:35:29;1;0;0.3211;0.3079;0.304;0.8646;0.8612;0.869;0.628614388156373;0.642475615420344;0.650172612197929;2;Heron;1768;11;+6C;0.640420871924882;0.0109250049922454;0.311;0.00896158468129382;Aspat_1768
Heron_797;27/03/2022;21:31:42;1;0;0.2175;0.2068;0.2136;0.6867;0.7322;0.74;0.683267802533858;0.717563507238459;0.711351351351351;2;Heron;1768;4;+6C;0.704060887041223;0.0182732589509709;0.212633333333333;0.00541510233821424;Aspat_1768
Heron_941;27/03/2022;21:28:15;1;0;0.2366;0.2287;0.2302;0.7766;0.7801;0.8045;0.695;0.707;0.714;0;Heron;1768;2;+6C;0.705333333333333;0.00960902353693306;0.231833333333333;0.00419563264995083;Aspat_1768
Heron_209;27/03/2022;21:16:03;1;0;0.3094;0.265;0.2492;0.4932;0.4228;0.4164;0.372668288726683;0.373226111636708;0.401536983669548;2;Heron;1768;3;+9C;0.38247712801098;0.0165086754433489;0.274533333333333;0.0312117499242406;Aspat_1768
Heron_257;27/03/2022;21:22:49;1;0;0.2639;0.2434;0.2234;0.5899;0.5846;0.5381;0.553;0.584;0.585;0;Heron;1768;12;+9C;0.574;0.0181934053986602;0.243566666666667;0.0202505143967588;Aspat_1768
Heron_821;27/03/2022;21:07:14;1;0;0.3128;0.3187;0.2952;0.4902;0.567;0.5357;0.362;0.438;0.449;0;Heron;1768;1;+9C;0.416333333333333;0.0473743953347516;0.3089;0.0122257924078564;Aspat_1768
Heron_3133;27/03/2022;22:17:48;1;0;0.2405;0.2253;0.2439;0.7175;0.7126;0.7532;0.665;0.684;0.676;0;Heron;1769;13;MMM;0.675;0.00953939201416946;0.236566666666667;0.00990420785996201;Aspat_1769
Heron_622;27/03/2022;22:07:25;1;0;0.3412;0.3123;0.3113;0.7893;0.7586;0.761;0.568;0.588;0.591;0;Heron;1769;7;MMM;0.582333333333333;0.0125033328890074;0.3216;0.0169814604790047;Aspat_1769
Heron_682;27/03/2022;22:10:42;1;0;0.218;0.2028;0.1994;0.7004;0.651;0.6432;0.689;0.688;0.69;0;Heron;1769;9;MMM;0.689;0.001;0.206733333333333;0.00990420785996201;Aspat_1769
Heron_114;27/03/2022;22:02:13;1;0;0.3446;0.3138;0.3177;0.8583;0.8079;0.824;0.599;0.612;0.614;0;Heron;1769;14;+3C;0.608333333333333;0.00814452781524708;0.325366666666667;0.0167703110684726;Aspat_1769
Heron_2321;27/03/2022;21:51:40;1;0;0.282;0.2928;0.284;0.676;0.7434;0.7375;0.583;0.606;0.615;0;Heron;1769;8;+3C;0.601333333333333;0.0165025250593154;0.286266666666667;0.00574572304704408;Aspat_1769
Heron_506;27/03/2022;21:35:29;1;0;0.3251;0.3118;0.301;0.7957;0.7771;0.7986;0.591428930501445;0.598764637755759;0.623090408214375;2;Heron;1769;11;+6C;0.604427992157193;0.0165730950654599;0.312633333333333;0.0120715919966396;Aspat_1769
Heron_798;27/03/2022;21:31:42;1;0;0.2287;0.2429;0.2366;0.7361;0.7854;0.8157;0.689308517864421;0.690730837789661;0.709942380777246;2;Heron;1769;4;+6C;0.696660578810443;0.0115243414608588;0.236066666666667;0.00711500761302006;Aspat_1769
Heron_942;27/03/2022;21:28:15;1;0;0.2239;0.2302;0.2253;0.7414;0.7625;0.7659;0.698;0.698;0.706;0;Heron;1769;2;+6C;0.700666666666667;0.00461880215351701;0.226466666666667;0.00330807093837682;Aspat_1769
Heron_210;27/03/2022;21:16:03;1;0;0.3274;0.304;0.3074;0.5049;0.4511;0.5112;0.351554763319469;0.326091775659499;0.39866979655712;2;Heron;1769;3;+9C;0.358772111845363;0.0368233603730301;0.312933333333333;0.0126433118024248;Aspat_1769
Heron_258;27/03/2022;21:22:49;1;0;0.2918;0.2903;0.2791;0.5674;0.6227;0.6598;0.486;0.534;0.577;0;Heron;1769;12;+9C;0.532333333333333;0.0455228880161763;0.287066666666667;0.00693998078767753;Aspat_1769
Heron_822;27/03/2022;21:07:14;1;0;0.2879;0.2903;0.2923;0.5396;0.585;0.587;0.466;0.504;0.502;0;Heron;1769;1;+9C;0.490666666666667;0.0213853532431272;0.290166666666667;0.00220302821891445;Aspat_1769
Heron_3134;27/03/2022;22:17:48;1;0;0.24;0.2664;0.2815;0.6432;0.7366;0.7957;0.627;0.638;0.646;0;Heron;1770;13;MMM;0.637;0.00953939201416946;0.262633333333333;0.0210048407119248;Aspat_1770
Heron_623;27/03/2022;22:07:25;1;0;0.2449;0.2644;0.2918;0.6388;0.7141;0.7786;0.617;0.63;0.625;0;Heron;1770;7;MMM;0.624;0.00655743852430201;0.267033333333333;0.0235606310045663;Aspat_1770
