Genotype;CF_OM;MMM;DHW_freq_sup8;DHW_collection;CF_ss;SSTA_freq_stdev;Km_to_coastline;DHW_max;Lat;TSA_DHW_stdev;DHW_freq_sup4;Depth_corrected;Health.Chart;DTR;DTR_ss;MMM_eReefs;LMM;OM;OMsd;AR;ROTC_ss;Chl_a_OM;Kd_490_OM;NO3_OM;Oxygen_OM;PH_OM;PIP_OM;TOTAL_NITROGEN_OM;alk_OM;salt_OM;Velocity_OM;CF30a;DHW_max_1year;DHW_freq_sup4_1year;DHW_max_6year;DHW_freq_sup4_6year
497;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,3;2.5;0.518533728655356;0.714228163620529;29.5709875865465;24.5631472096152;27.1880197549698;2.02492157722417;5.91563586486486;0.0326889900540541;0.232156926;0.0550928041;0.214543965;6758.87732;8.06486282;0.000672598576;54.3877175;2243.85386;34.9925497837838;0.0962185989330493;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
498;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,3;4.5;0.503180260633525;0.691224665859571;29.562070921081;24.5620375097771;27.1835320670577;2.02119959014129;5.89233721621622;0.0326531695135135;0.232301546;0.0551569211;0.214371015;6759.44572;8.06500622;0.000675990696;54.3888925;2243.85206;34.9926319459459;0.0949149514965651;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
499;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;5;0.549240664699017;0.760235159142443;29.5888209174774;24.5653666092913;27.1969951307939;2.03236555138994;5.96223316216216;0.0327606311351351;0.231867686;0.0549645701;0.214889865;6757.74052;8.06457602;0.000665814336;54.3853675;2243.85746;34.9923854594595;0.098832301227916;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
500;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,5;6;0.533887196677187;0.737231661381486;29.579904252012;24.5642569094533;27.1925074428818;2.02864356430706;5.93893451351351;0.0327248105945946;0.232012306;0.0550286871;0.214716915;6758.30892;8.06471942;0.000669206456;54.3865425;2243.85566;34.9924676216216;0.0975244107737941;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
501;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;5;0.549240664699017;0.760235159142443;29.5888209174774;24.5653666092913;27.1969951307939;2.03236555138994;5.96223316216216;0.0327606311351351;0.231867686;0.0549645701;0.214889865;6757.74052;8.06457602;0.000665814336;54.3853675;2243.85746;34.9923854594595;0.098832301227916;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
502;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;5;0.549240664699017;0.760235159142443;29.5888209174774;24.5653666092913;27.1969951307939;2.03236555138994;5.96223316216216;0.0327606311351351;0.231867686;0.0549645701;0.214889865;6757.74052;8.06457602;0.000665814336;54.3853675;2243.85746;34.9923854594595;0.098832301227916;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
503;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,5;3.5;0.533887196677187;0.737231661381486;29.579904252012;24.5642569094533;27.1925074428818;2.02864356430706;5.93893451351351;0.0327248105945946;0.232012306;0.0550286871;0.214716915;6758.30892;8.06471942;0.000669206456;54.3865425;2243.85566;34.9924676216216;0.0975244107737941;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
504;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;4;0.549240664699017;0.760235159142443;29.5888209174774;24.5653666092913;27.1969951307939;2.03236555138994;5.96223316216216;0.0327606311351351;0.231867686;0.0549645701;0.214889865;6757.74052;8.06457602;0.000665814336;54.3853675;2243.85746;34.9923854594595;0.098832301227916;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
505;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;4;0.549240664699017;0.760235159142443;29.5888209174774;24.5653666092913;27.1969951307939;2.03236555138994;5.96223316216216;0.0327606311351351;0.231867686;0.0549645701;0.214889865;6757.74052;8.06457602;0.000665814336;54.3853675;2243.85746;34.9923854594595;0.098832301227916;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
506;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,7;3;0.564594132720848;0.783238656903401;29.5977375829429;24.5664763091294;27.2014828187059;2.03608753847282;5.98553181081081;0.0327964516756757;0.231723066;0.0549004531;0.215062815;6757.17212;8.06443262;0.000662422216;54.3841925;2243.85926;34.9923032972973;0.100142188853292;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
507;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,6;3.5;0.533887196677187;0.737231661381486;29.579904252012;24.5642569094533;27.1925074428818;2.02864356430706;5.93893451351351;0.0327248105945946;0.232012306;0.0550286871;0.214716915;6758.30892;8.06471942;0.000669206456;54.3865425;2243.85566;34.9924676216216;0.0975244107737941;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
508;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,5;3.5;0.533887196677187;0.737231661381486;29.579904252012;24.5642569094533;27.1925074428818;2.02864356430706;5.93893451351351;0.0327248105945946;0.232012306;0.0550286871;0.214716915;6758.30892;8.06471942;0.000669206456;54.3865425;2243.85566;34.9924676216216;0.0975244107737941;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
509;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,3;3.5;0.503180260633525;0.691224665859571;29.562070921081;24.5620375097771;27.1835320670577;2.02119959014129;5.89233721621622;0.0326531695135135;0.232301546;0.0551569211;0.214371015;6759.44572;8.06500622;0.000675990696;54.3888925;2243.85206;34.9926319459459;0.0949149514965651;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
510;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,3;3.5;0.503180260633525;0.691224665859571;29.562070921081;24.5620375097771;27.1835320670577;2.02119959014129;5.89233721621622;0.0326531695135135;0.232301546;0.0551569211;0.214371015;6759.44572;8.06500622;0.000675990696;54.3888925;2243.85206;34.9926319459459;0.0949149514965651;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
511;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0,1;3;0.426412920524371;0.576207177054784;29.5174875937537;24.5564890105866;27.1610936274975;2.00258965472687;5.77584397297297;0.0324740668108108;0.233063916;0.0554395264;0.213581164;6760.5869;8.06548408;0.000691276524;54.396016;2243.8424;34.9930427567568;0.0884325251181526;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
512;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,2;3;0.472473324589863;0.645217670337656;29.5442375901501;24.5598181101009;27.1745566912337;2.01375561597552;5.84573991891892;0.0325815284324324;0.232594356;0.0552817024;0.214031924;6760.4279;8.06527128;0.000682622684;54.391356;2243.8484;34.9927962702703;0.09231451646836;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
513;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,2;3;0.472473324589863;0.645217670337656;29.5442375901501;24.5598181101009;27.1745566912337;2.01375561597552;5.84573991891892;0.0325815284324324;0.232594356;0.0552817024;0.214031924;6760.4279;8.06527128;0.000682622684;54.391356;2243.8484;34.9927962702703;0.09231451646836;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
514;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,2;3;0.472473324589863;0.645217670337656;29.5442375901501;24.5598181101009;27.1745566912337;2.01375561597552;5.84573991891892;0.0325815284324324;0.232594356;0.0552817024;0.214031924;6760.4279;8.06527128;0.000682622684;54.391356;2243.8484;34.9927962702703;0.09231451646836;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
515;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,4;3.5;0.503180260633525;0.691224665859571;29.562070921081;24.5620375097771;27.1835320670577;2.02119959014129;5.89233721621622;0.0326531695135135;0.232301546;0.0551569211;0.214371015;6759.44572;8.06500622;0.000675990696;54.3888925;2243.85206;34.9926319459459;0.0949149514965651;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
516;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
517;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
518;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
519;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
520;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;4;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
521;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;2.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
522;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
523;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;4;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
524;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3.5;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
525;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;4;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
526;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;4;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
527;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0,1;3.5;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
528;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;2.5;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
529;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
530;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
531;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;2.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
532;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
533;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3.5;0.441766388546201;0.599210674815741;29.5264042592192;24.5575987104247;27.1655813154096;2.00631164180976;5.79914262162162;0.0325098873513514;0.232907396;0.0553869184;0.213731417333333;6760.5339;8.06541314666667;0.000688391910666667;54.3944626666667;2243.8444;34.9929605945946;0.089723890332236;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
534;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
535;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;0;3.5;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
536;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;4;0.472473324589863;0.645217670337656;29.5442375901501;24.5598181101009;27.1745566912337;2.01375561597552;5.84573991891892;0.0325815284324324;0.232594356;0.0552817024;0.214031924;6760.4279;8.06527128;0.000682622684;54.391356;2243.8484;34.9927962702703;0.09231451646836;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
537;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,1;3;0.457119856568032;0.622214172576699;29.5353209246846;24.5587084102628;27.1700690033216;2.01003362889264;5.82244127027027;0.0325457078918919;0.232750876;0.0553343104;0.213881670666667;6760.4809;8.06534221333333;0.000685507297333333;54.3929093333333;2243.8464;34.9928784324324;0.0910179248666029;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
538;0.9269872;28.559;0.00379839298758218;2.84542857142857;0.9179262;0.183423458236812;28.477;8.94485714285713;-14.7434;1.11619739369756;0.0180423666910153;-0,2;4;0.487826792611694;0.668221168098614;29.5531542556156;24.560927809939;27.1790443791457;2.01747760305841;5.86903856756757;0.032617348972973;0.232446166;0.0552210381;0.214198065;6760.01412;8.06514962;0.000679382816;54.3900675;2243.85026;34.9927141081081;0.0936135588878271;0.0154305720544432;3.95328571428571;0;8.94485714285713;0.107111111111111
