Reef.name;Site name;Morph;Collection date;Species;Genotype;Type;Depth;Time;% colony collected;Health Chart;Comments;Tide_adjust;Depth_corrected;Lat;Lon;eventID
Kelso;Kelso;NA;09/03/2022;Aspat;942;NA;2.3;09/03/2022 09:27;15;D3;NA;0.787251520746577;1,5;-18,423753;146,985555;Aspat_942
Kelso;Kelso;NA;09/03/2022;Aspat;943;NA;2.1;09/03/2022 09:34;20;C3/E3;NA;0.781273447744061;1,3;-18,423708;146,985631;Aspat_943
Kelso;Kelso;NA;09/03/2022;Aspat;944;NA;1.6;09/03/2022 09:37;15;E2/C2;NA;0.778684596451876;0,8;-18,423717;146,985672;Aspat_944
Kelso;Kelso;NA;09/03/2022;Aspat;945;NA;1.7;09/03/2022 09:41;15;C3;NA;0.775210867673673;0,9;-18,423717;146,98572;Aspat_945
Kelso;Kelso;NA;09/03/2022;Aspat;946;NA;1.6;09/03/2022 09:45;20;B3/C3;NA;0.77171489069724;0,8;-18,423696;146,98571;Aspat_946
Kelso;Kelso;NA;09/03/2022;Aspat;947;NA;1.7;09/03/2022 09:47;15;E3/C3;NA;0.769959522549976;0,9;-18,423691;146,985726;Aspat_947
Kelso;Kelso;NA;09/03/2022;Aspat;948;NA;1.4;09/03/2022 09:48;15;C3;NA;0.769080162831017;0,6;-18,423684;146,985709;Aspat_948
Kelso;Kelso;NA;09/03/2022;Aspat;949;NA;6.1;09/03/2022 09:12;10;D2/D3;NA;0.799702357409433;5,3;-18,423767;146,985506;Aspat_949
Kelso;Kelso;NA;09/03/2022;Aspat;950;NA;1.6;09/03/2022 09:18;10;D2;NA;0.794787474502859;0,8;-18,423745;146,985502;Aspat_950
Kelso;Kelso;NA;09/03/2022;Aspat;951;NA;1.7;09/03/2022 09:20;15;D2;NA;0.793128932740502;0,9;-18,423619;146,985512;Aspat_951
Kelso;Kelso;NA;09/03/2022;Aspat;952;NA;1.6;09/03/2022 09:23;15;D2;NA;0.790623393130365;0,8;-18,423585;146,9855;Aspat_952
Kelso;Kelso;NA;09/03/2022;Aspat;953;NA;1.7;09/03/2022 09:26;25;D2;NA;0.788097687520865;0,9;-18,42356;146,98547;Aspat_953
Kelso;Kelso;NA;09/03/2022;Aspat;954;NA;1.7;09/03/2022 09:30;5;D2/D3;NA;0.78470087912526;0,9;-18,423654;146,985455;Aspat_954
Kelso;Kelso;NA;09/03/2022;Aspat;955;NA;1.6;09/03/2022 09:34;25;D2;NA;0.781273447744061;0,8;-18,423533;146,985435;Aspat_955
Chicken;Chicken;NA;10/03/2022;Aspat;956;NA;3.8;10/03/2022 09:47;5;C4;NA;1.77269462105757;2;-18,669899;147,707242;Aspat_956
Kelso;Kelso;NA;09/03/2022;Aspat;957;NA;1.6;09/03/2022 09:51;20;C4;NA;0.766435963315042;0,8;-18,423685;146,985695;Aspat_957
Kelso;Kelso;NA;09/03/2022;Aspat;958;NA;1.6;09/03/2022 09:53;10;E3/D4;NA;0.764668549641796;0,8;-18,423674;146,985703;Aspat_958
Kelso;Kelso;NA;09/03/2022;Aspat;959;NA;1.5;09/03/2022 09:55;10;B4;NA;0.762897899598364;0,7;-18,423668;146,985723;Aspat_959
Kelso;Kelso;NA;09/03/2022;Aspat;960;NA;1.4;09/03/2022 10:00;20;D2;NA;0.75845968062871;0,6;-18,423655;146,985745;Aspat_960
Kelso;Kelso;NA;09/03/2022;Aspat;961;NA;1.5;09/03/2022 10:01;10;C3/B2;NA;0.757570440943131;0,7;-18,423662;146,985764;Aspat_961
Kelso;Kelso;NA;09/03/2022;Aspat;962;NA;1.6;09/03/2022 10:03;15;E3/C4;NA;0.755790757908975;0,8;-18,423683;146,985753;Aspat_962
Kelso;Kelso;NA;09/03/2022;Aspat;963;NA;1.7;09/03/2022 10:04;15;C3;NA;0.754900412726077;0,9;-18,423692;146,985758;Aspat_963
Kelso;Kelso;NA;09/03/2022;Aspat;964;NA;1.3;09/03/2022 10:07;15;D2;NA;0.752227951878159;0,5;-18,42369;146,985788;Aspat_964
Kelso;Kelso;NA;09/03/2022;Aspat;965;NA;1.5;09/03/2022 10:09;20;D3/purple;NA;0.750445614955072;0,7;-18,423662;146,985794;Aspat_965
Kelso;Kelso;NA;09/03/2022;Aspat;966;NA;1.8;09/03/2022 10:12;20;C2/E3;NA;0.747772048121841;1,1;-18,423651;146,985782;Aspat_966
Kelso;Kelso;NA;09/03/2022;Aspat;967;NA;1.5;09/03/2022 10:21;15;C2;NA;0.739763288908639;0,8;-18,423635;146,98576;Aspat_967
Kelso;Kelso;NA;09/03/2022;Aspat;968;NA;1.6;09/03/2022 10:26;20;C3;NA;0.735331450358204;0,9;-18,4236;146,985772;Aspat_968
Kelso;Kelso;NA;09/03/2022;Aspat;969;NA;1.4;09/03/2022 10:27;10;C3/E3;NA;0.734447314585671;0,7;-18,42359;146,985776;Aspat_969
Kelso;Kelso;NA;09/03/2022;Aspat;970;NA;1.5;09/03/2022 10:34;15;D3;NA;0.72828510930276;0,8;-18,423594;146,985813;Aspat_970
Kelso;Kelso;NA;09/03/2022;Aspat;971;NA;1.7;09/03/2022 10:36;20;C2/C3;NA;0.726534532183005;1;-18,423547;146,985886;Aspat_971
Kelso;Kelso;NA;09/03/2022;Aspat;972;NA;1.8;09/03/2022 09:36;15;C3;NA;0.779549192655697;1;-18,423537;146,985415;Aspat_972
Kelso;Kelso;NA;09/03/2022;Aspat;973;NA;1.5;09/03/2022 09:39;5;D2;NA;0.776950705173984;0,7;-18,423518;146,985415;Aspat_973
Kelso;Kelso;NA;09/03/2022;Aspat;974;NA;1.4;09/03/2022 09:45;20;D3;NA;0.77171489069724;0,6;-18,423476;146,985313;Aspat_974
Kelso;Kelso;NA;09/03/2022;Aspat;975;NA;1.7;09/03/2022 09:47;15;C3;NA;0.769959522549976;0,9;-18,423446;146,985313;Aspat_975
Kelso;Kelso;NA;09/03/2022;Aspat;976;NA;1.7;09/03/2022 09:48;10;D1/D2;NA;0.769080162831017;0,9;-18,423453;146,98532;Aspat_976
Kelso;Kelso;NA;09/03/2022;Aspat;977;NA;1.5;09/03/2022 09:50;15;D2;NA;0.767318334623139;0,7;-18,423423;146,98532;Aspat_977
Kelso;Kelso;NA;09/03/2022;Aspat;978;NA;1.8;09/03/2022 09:52;15;E3;NA;0.765552685414329;1;-18,423375;146,985339;Aspat_978
Kelso;Kelso;NA;09/03/2022;Aspat;979;NA;1.5;09/03/2022 09:56;10;E4;NA;0.762011482994892;0,7;-18,42333;146,98538;Aspat_979
Kelso;Kelso;NA;09/03/2022;Aspat;980;NA;1.5;09/03/2022 09:58;7;D2;NA;0.760236711091361;0,7;-18,423297;146,985356;Aspat_980
Kelso;Kelso;NA;09/03/2022;Aspat;981;NA;1.6;09/03/2022 10:01;5;D2/D3;NA;0.757570440943131;0,8;-18,423284;146,985361;Aspat_981
Kelso;Kelso;NA;09/03/2022;Aspat;982;NA;1.5;09/03/2022 10:04;15;D2;NA;0.754900412726077;0,7;-18,423263;146,985365;Aspat_982
Kelso;Kelso;NA;09/03/2022;Aspat;983;NA;1.7;09/03/2022 10:05;5;C2;NA;0.754009797240921;0,9;-18,423273;146,985349;Aspat_983
Kelso;Kelso;NA;09/03/2022;Aspat;984;NA;1.4;09/03/2022 10:07;10;D2;NA;0.752227951878159;0,6;-18,423287;146,985282;Aspat_984
Kelso;Kelso;NA;09/03/2022;Aspat;985;NA;1.5;09/03/2022 10:08;7;C3;NA;0.751336820285504;0,7;-18,423276;146,985239;Aspat_985
Kelso;Kelso;NA;09/03/2022;Aspat;986;NA;1.6;09/03/2022 10:08;10;C3;NA;0.751336820285504;0,8;-18,42322;146,985198;Aspat_986
Chicken;Chicken;NA;10/03/2022;Aspat;987;NA;4.3;10/03/2022 09:37;5;D3;NA;1.80257601633602;2,5;-18,670048;147,70725;Aspat_987
Chicken;Chicken;NA;10/03/2022;Aspat;988;NA;4.1;10/03/2022 09:40;5;D3;NA;1.79369593265437;2,3;-18,670031;147,707207;Aspat_988
Chicken;Chicken;NA;10/03/2022;Aspat;989;NA;4.5;10/03/2022 09:42;5;D4;NA;1.78773446657038;2,7;-18,669977;147,707209;Aspat_989
Chicken;Chicken;NA;10/03/2022;Aspat;990;NA;2.7;10/03/2022 09:45;5;D3;NA;1.77873314999188;0,9;-18,669958;147,707242;Aspat_990
Chicken;Chicken;NA;10/03/2022;Aspat;991;NA;3.2;10/03/2022 10:15;5;D3;NA;1.68570335129257;1,5;-18,669945;147,707441;Aspat_991
Chicken;Chicken;NA;10/03/2022;Aspat;992;NA;2.6;10/03/2022 10:17;5;D4;NA;1.67936458014959;0,9;-18,669998;147,707449;Aspat_992
Chicken;Chicken;NA;10/03/2022;Aspat;993;NA;2.3;10/03/2022 10:23;5;C4;NA;1.6602937953832;0,6;-18,669986;147,707448;Aspat_993
Chicken;Chicken;NA;10/03/2022;Aspat;994;NA;3.5;10/03/2022 10:20;5;D4;NA;1.66983820323216;1,8;-18,670001;147,707458;Aspat_994
Chicken;Chicken;NA;10/03/2022;Aspat;995;NA;2.5;10/03/2022 10:25;5;D5;NA;1.65392297260928;0,8;-18,670037;147,707416;Aspat_995
Chicken;Chicken;NA;10/03/2022;Aspat;996;NA;3.1;10/03/2022 10:27;5;D4;NA;1.64754733745277;1,5;-18,670052;147,707458;Aspat_996
Chicken;Chicken;NA;10/03/2022;Aspat;997;NA;2.9;10/03/2022 10:30;5;D4;NA;1.63797766724223;1,3;-18,670071;147,707474;Aspat_997
Chicken;Chicken;NA;10/03/2022;Aspat;998;NA;2.4;10/03/2022 10:32;5;D5;NA;1.63159561369269;0,8;-18,670077;147,707496;Aspat_998
Chicken;Chicken;NA;10/03/2022;Aspat;999;NA;2.3;10/03/2022 10:34;5;D3;NA;1.62521323916699;0,7;-18,67007;147,707542;Aspat_999
Chicken;Chicken;NA;10/03/2022;Aspat;1000;NA;2.9;10/03/2022 10:38;5;D3;NA;1.61245266254723;1,3;-18,670069;147,707557;Aspat_1000
Chicken;Chicken;NA;10/03/2022;Aspat;1501;NA;3.5;10/03/2022 10:41;5;D4;NA;1.60289093433243;1,9;-18,669954;147,707641;Aspat_1501
Chicken;Chicken;NA;10/03/2022;Aspat;1502;NA;2.9;10/03/2022 10:42;5;C2;NA;1.5997062046168;1,3;-18,669934;147,707631;Aspat_1502
Chicken;Chicken;NA;10/03/2022;Aspat;1503;NA;2.3;10/03/2022 10:45;2;D3;NA;1.59016179676784;0,7;-18,669915;147,707647;Aspat_1503
Chicken;Chicken;NA;10/03/2022;Aspat;1504;NA;2.2;10/03/2022 10:47;5;D4;NA;1.58380860904382;0,6;-18,669891;147,70765;Aspat_1504
Chicken;Chicken;NA;10/03/2022;Aspat;1505;NA;2.9;10/03/2022 10:51;5;D4;NA;1.57113138554114;1,3;-18,669833;147,707649;Aspat_1505
Chicken;Chicken;NA;10/03/2022;Aspat;1506;NA;4.9;10/03/2022 09:26;15;D2;NA;1.8344378825559;3,1;-18,670243;147,707176;Aspat_1506
Chicken;Chicken;NA;10/03/2022;Aspat;1507;NA;4.8;10/03/2022 09:29;5;D2/D3;NA;1.82586357175596;3;-18,670177;147,707149;Aspat_1507
Chicken;Chicken;NA;10/03/2022;Aspat;1508;NA;6.4;10/03/2022 09:32;15;C3;NA;1.81720061231312;4,6;-18,670196;147,707095;Aspat_1508
Chicken;Chicken;NA;10/03/2022;Aspat;1509;NA;6.1;10/03/2022 09:35;10;B3;NA;1.8084529251178;4,3;-18,670143;147,707036;Aspat_1509
Chicken;Chicken;NA;10/03/2022;Aspat;1510;NA;3.3;10/03/2022 09:41;10;D3;NA;1.79071924097993;1,5;-18,669605;147,706998;Aspat_1510
Chicken;Chicken;NA;10/03/2022;Aspat;1511;NA;3.4;10/03/2022 09:43;5;D2;NA;1.7847417595331;1,6;-18,669619;147,70699;Aspat_1511
Chicken;Chicken;NA;10/03/2022;Aspat;1512;NA;1.9;10/03/2022 09:45;15;C3;NA;1.77873314999188;0,1;-18,669588;147,706966;Aspat_1512
Chicken;Chicken;NA;10/03/2022;Aspat;1513;NA;1.5;10/03/2022 09:47;10;C3;NA;1.77269462105757;-0,3;-18,669571;147,7069;Aspat_1513
Chicken;Chicken;NA;10/03/2022;Aspat;1514;NA;2;10/03/2022 09:50;25;D2;NA;1.7635833875795;0,2;-18,66948;147,706859;Aspat_1514
Chicken;Chicken;NA;10/03/2022;Aspat;1515;NA;1.4;10/03/2022 09:52;10;C3;NA;1.75747538712626;-0,4;-18,669474;147,706875;Aspat_1515
Chicken;Chicken;NA;10/03/2022;Aspat;1516;NA;1.3;10/03/2022 09:55;10;C2;NA;1.74826569092786;-0,4;-18,669426;147,706876;Aspat_1516
Chicken;Chicken;NA;10/03/2022;Aspat;1517;NA;1.5;10/03/2022 09:58;40;D2;NA;1.73900246720053;-0,2;-18,669365;147,706865;Aspat_1517
Chicken;Chicken;NA;10/03/2022;Aspat;1518;NA;1.4;10/03/2022 10:00;5;D2;NA;1.73279931666593;-0,3;-18,669363;147,70688;Aspat_1518
Chicken;Chicken;NA;10/03/2022;Aspat;1519;NA;1.6;10/03/2022 10:03;10;D2;NA;1.72345620832321;-0,1;-18,669288;147,706917;Aspat_1519
Chicken;Chicken;NA;10/03/2022;Aspat;1520;NA;1.6;10/03/2022 10:05;10;D2/D3;NA;1.71720370833266;-0,1;-18,669297;147,706837;Aspat_1520
Chicken;Chicken;NA;10/03/2022;Aspat;1521;NA;1.5;10/03/2022 10:07;15;D2;NA;1.71093366630773;-0,2;-18,669341;147,706728;Aspat_1521
Chicken;Chicken;NA;10/03/2022;Aspat;1522;NA;1.3;10/03/2022 10:10;25;C3;NA;1.70149847193345;-0,4;-18,669281;147,706613;Aspat_1522
Chicken;Chicken;NA;10/03/2022;Aspat;1523;NA;1.8;10/03/2022 10:13;20;D2;NA;1.69203091706228;0,1;-18,669272;147,706599;Aspat_1523
Chicken;Chicken;NA;10/03/2022;Aspat;1524;NA;1.3;10/03/2022 10:15;15;C3;NA;1.68570335129257;-0,4;-18,669263;147,706531;Aspat_1524
Chicken;Chicken;NA;10/03/2022;Aspat;1525;NA;1.5;10/03/2022 10:18;15;D2;NA;1.67619139095618;-0,2;-18,669259;147,706465;Aspat_1525
Chicken;Chicken;NA;10/03/2022;Aspat;1526;NA;1.6;10/03/2022 10:20;5;C3;NA;1.66983820323216;-0,1;-18,669294;147,706362;Aspat_1526
Chicken;Chicken;NA;10/03/2022;Aspat;1527;NA;1.3;10/03/2022 10:22;10;E3;NA;1.66347700159287;-0,4;-18,669277;147,706265;Aspat_1527
Chicken;Chicken;NA;10/03/2022;Aspat;1528;NA;1.4;10/03/2022 10:25;20;D2;NA;1.65392297260928;-0,3;-18,669219;147,706159;Aspat_1528
Chicken;Chicken;NA;10/03/2022;Aspat;1529;NA;1.3;10/03/2022 10:29;10;C3;NA;1.64116817244641;-0,3;-18,669165;147,705974;Aspat_1529
Chicken;Chicken;NA;10/03/2022;Aspat;1530;NA;1.6;10/03/2022 10:38;15;D2;NA;1.61245266254723;0;-18,669634;147,706013;Aspat_1530
Chicken;Chicken;NA;10/03/2022;Aspat;1531;NA;3;10/03/2022 10:43;5;D2;NA;1.59652299840713;1,4;-18,669939;147,705889;Aspat_1531
Chicken;Chicken;NA;10/03/2022;Aspat;1532;NA;3.2;10/03/2022 10:45;10;D3;NA;1.59016179676784;1,6;-18,66994;147,705884;Aspat_1532
Chicken;Chicken;NA;10/03/2022;Aspat;1533;NA;2.1;10/03/2022 10:47;10;C3;NA;1.58380860904382;0,5;-18,669945;147,705881;Aspat_1533
Chicken;Chicken;NA;10/03/2022;Aspat;1534;NA;3.3;10/03/2022 10:49;20;B3;NA;1.57746471325225;1,7;-18,67002;147,705903;Aspat_1534
Chicken;Chicken;NA;10/03/2022;Aspat;1535;NA;3;10/03/2022 10:51;5;C3;NA;1.57113138554114;1,4;-18,670025;147,705901;Aspat_1535
Davies;Davies;NA;12/03/2022;Aspat;1536;NA;1.8;12/03/2022 09:26;5;D4;NA;1.79901043432935;0;-18,825859;147,626415;Aspat_1536
Davies;Davies;NA;12/03/2022;Aspat;1537;NA;1.8;12/03/2022 09:27;5;C6;NA;1.79431596137184;0;-18,825871;147,626419;Aspat_1537
Davies;Davies;NA;12/03/2022;Aspat;1538;NA;1.9;12/03/2022 09:35;5;D4;NA;1.75636218676581;0,1;-18,825882;147,626386;Aspat_1538
Davies;Davies;NA;12/03/2022;Aspat;1539;NA;1.9;12/03/2022 09:38;5;D5;NA;1.74196551324252;0,2;-18,825906;147,626386;Aspat_1539
Davies;Davies;NA;12/03/2022;Aspat;1540;NA;1.8;12/03/2022 09:40;5;D5;NA;1.73232411777982;0,1;-18,82592;147,626429;Aspat_1540
Davies;Davies;NA;12/03/2022;Aspat;1541;NA;1.9;12/03/2022 09:41;5;C4;NA;1.72749118446373;0,2;-18,825968;147,626451;Aspat_1541
Davies;Davies;NA;12/03/2022;Aspat;1542;NA;1.9;12/03/2022 09:43;5;D5;NA;1.71780226541121;0,2;-18,825962;147,626476;Aspat_1542
Davies;Davies;NA;12/03/2022;Aspat;1543;NA;1.9;12/03/2022 09:44;5;D4;NA;1.71294684853458;0,2;-18,825956;147,626479;Aspat_1543
Davies;Davies;NA;12/03/2022;Aspat;1544;NA;1.8;12/03/2022 09:47;5;C5;NA;1.69834019055137;0,1;-18,825974;147,626483;Aspat_1544
Davies;Davies;NA;12/03/2022;Aspat;1545;NA;2;12/03/2022 09:49;5;D4;NA;1.68857160533823;0,3;-18,825978;147,626527;Aspat_1545
Davies;Davies;NA;12/03/2022;Aspat;1546;NA;2;12/03/2022 09:51;5;D4;NA;1.67878104518984;0,3;-18,826015;147,626526;Aspat_1546
Davies;Davies;NA;12/03/2022;Aspat;1547;NA;1.9;12/03/2022 09:53;8;D6;NA;1.66897080938197;0,2;-18,825987;147,626538;Aspat_1547
Davies;Davies;NA;12/03/2022;Aspat;1548;NA;1.9;12/03/2022 09:54;5;C5;NA;1.66405903290768;0,2;-18,826001;147,626555;Aspat_1548
Davies;Davies;NA;12/03/2022;Aspat;1549;NA;1.8;12/03/2022 09:56;5;D5;NA;1.65422360471265;0,1;-18,825988;147,62659;Aspat_1549
Davies;Davies;NA;12/03/2022;Aspat;1550;NA;1.9;12/03/2022 10:00;7;D4;NA;1.63451333608756;0,3;-18,825964;147,626623;Aspat_1550
Davies;Davies;NA;12/03/2022;Aspat;1551;NA;5.7;12/03/2022 09:27;10;C3;NA;1.79431596137184;3,9;-18,825865;147,626609;Aspat_1551
Davies;Davies;NA;12/03/2022;Aspat;1552;NA;4.8;12/03/2022 09:30;15;C3;NA;1.78016343449113;3;-18,825875;147,62662;Aspat_1552
Davies;Davies;NA;12/03/2022;Aspat;1553;NA;5.3;12/03/2022 09:32;5;D2/D3;NA;1.77067359796076;3,5;-18,825873;147,62664;Aspat_1553
Davies;Davies;NA;12/03/2022;Aspat;1554;NA;4.1;12/03/2022 09:35;15;D3;NA;1.75636218676581;2,3;-18,825879;147,626661;Aspat_1554
Davies;Davies;NA;12/03/2022;Aspat;1555;NA;3.5;12/03/2022 09:38;10;B3;NA;1.74196551324252;1,8;-18,825885;147,626673;Aspat_1555
Davies;Davies;NA;12/03/2022;Aspat;1556;NA;3;12/03/2022 09:39;40;D3;NA;1.73714898846601;1,3;-18,825883;147,626682;Aspat_1556
Davies;Davies;NA;12/03/2022;Aspat;1557;NA;2.1;12/03/2022 09:41;30;B3;NA;1.72749118446373;0,4;-18,825902;147,626646;Aspat_1557
Davies;Davies;NA;12/03/2022;Aspat;1558;NA;3.2;12/03/2022 09:43;25;C3;NA;1.71780226541121;1,5;-18,82594;147,626663;Aspat_1558
Davies;Davies;NA;12/03/2022;Aspat;1559;NA;2.1;12/03/2022 09:45;15;D3;NA;1.70808450671422;0,4;-18,825767;147,62643;Aspat_1559
Davies;Davies;NA;12/03/2022;Aspat;1560;NA;4.1;12/03/2022 09:57;10;D4;NA;1.6493005304536;2,5;-18,825762;147,626444;Aspat_1560
Davies;Davies;NA;12/03/2022;Aspat;1561;NA;4.2;12/03/2022 09:58;20;D2/D3;NA;1.64437426807954;2,6;-18,825755;147,626447;Aspat_1561
Davies;Davies;NA;12/03/2022;Aspat;1562;NA;3.9;12/03/2022 09:50;10;C2;NA;1.68367892854084;2,2;-18,82577;147,626469;Aspat_1562
Davies;Davies;NA;12/03/2022;Aspat;1563;NA;3.5;12/03/2022 09:52;25;C2/C3;NA;1.67387824285177;1,8;-18,82579;147,626481;Aspat_1563
Davies;Davies;NA;12/03/2022;Aspat;1564;NA;3.8;12/03/2022 10:00;25;C3;NA;1.63451333608756;2,2;-18,825689;147,626434;Aspat_1564
Davies;Davies;NA;12/03/2022;Aspat;1565;NA;3.4;12/03/2022 10:02;10;C3;NA;1.62464312453903;1,8;-18,825615;147,626457;Aspat_1565
Davies;Davies;NA;12/03/2022;Aspat;1566;NA;1.8;12/03/2022 10:05;7;D6;NA;1.60982547909443;0,2;-18,82562;147,626455;Aspat_1566
Davies;Davies;NA;12/03/2022;Aspat;1567;NA;2;12/03/2022 10:08;5;D4;NA;1.595;0,4;-18,825596;147,626534;Aspat_1567
Davies;Davies;NA;12/03/2022;Aspat;1568;NA;2;12/03/2022 10:11;5;D4;NA;1.58017452090557;0,4;-18,825596;147,626534;Aspat_1568
Davies;Davies;NA;12/03/2022;Aspat;1569;NA;1.9;12/03/2022 10:13;5;D4;NA;1.57029473676993;0,3;-18,825446;147,626433;Aspat_1569
Davies;Davies;NA;12/03/2022;Aspat;1570;NA;1.8;12/03/2022 10:15;5;D4;NA;1.56042075457129;0,2;-18,825503;147,626439;Aspat_1570
Davies;Davies;NA;12/03/2022;Aspat;1571;NA;1.9;12/03/2022 10:19;5;D4;NA;1.5406994695464;0,4;-18,825484;147,626413;Aspat_1571
Davies;Davies;NA;12/03/2022;Aspat;1572;NA;1.9;12/03/2022 10:21;5;C5;NA;1.53085679818885;0,4;-18,825469;147,626454;Aspat_1572
Davies;Davies;NA;12/03/2022;Aspat;1573;NA;1.8;12/03/2022 10:24;5;D5;NA;1.51612175714823;0,3;-18,825492;147,62644;Aspat_1573
Davies;Davies;NA;12/03/2022;Aspat;1581;NA;3.5;12/03/2022 10:04;25;C2/C3;NA;1.61476595141557;1,9;-18,825474;147,626425;Aspat_1581
Davies;Davies;NA;12/03/2022;Aspat;1582;NA;3.6;12/03/2022 10:07;20;C3/C4;NA;1.59994221325146;2;-18,825455;147,626416;Aspat_1582
Davies;Davies;NA;12/03/2022;Aspat;1583;NA;2.8;12/03/2022 10:09;10;C3/C4;NA;1.59005778674854;1,2;-18,825442;147,626479;Aspat_1583
Davies;Davies;NA;12/03/2022;Aspat;1584;NA;3.7;12/03/2022 10:11;15;C4;NA;1.58017452090557;2,1;-18,825365;147,626494;Aspat_1584
Davies;Davies;NA;12/03/2022;Aspat;1585;NA;4.3;12/03/2022 10:14;10;C3;NA;1.56535687546097;2,7;-18,825355;147,626527;Aspat_1585
Davies;Davies;NA;12/03/2022;Aspat;1586;NA;3.2;12/03/2022 10:16;10;C3;NA;1.55548666391245;1,6;-18,825385;147,62658;Aspat_1586
Davies;Davies;NA;12/03/2022;Aspat;1587;NA;3.9;12/03/2022 10:18;20;B3;NA;1.54562573192046;2,4;-18,825382;147,626606;Aspat_1587
Davies;Davies;NA;12/03/2022;Aspat;1588;NA;3.2;12/03/2022 10:20;15;C3;NA;1.53577639528735;1,7;-18,8254;147,626624;Aspat_1588
Davies;Davies;NA;12/03/2022;Aspat;1589;NA;2.7;12/03/2022 10:22;10;C3/C4;NA;1.52594096709232;1,2;-18,825441;147,626639;Aspat_1589
Davies;Davies;NA;12/03/2022;Aspat;1590;NA;3.2;12/03/2022 10:25;15;C5;NA;1.51121895481016;1,7;-18,825315;147,626725;Aspat_1590
Davies;Davies;NA;12/03/2022;Aspat;1591;NA;2.8;12/03/2022 10:27;40;D3;NA;1.50142839466177;1,3;-18,825289;147,626655;Aspat_1591
Davies;Davies;NA;12/03/2022;Aspat;1592;NA;3.2;12/03/2022 10:29;5;C5;NA;1.49165980944863;1,7;-18,825317;147,626702;Aspat_1592
Davies;Davies;NA;12/03/2022;Aspat;1593;NA;2.2;12/03/2022 10:32;20;D5;NA;1.47705315146543;0,7;-18,825247;147,626596;Aspat_1593
Davies;Davies;NA;12/03/2022;Aspat;1594;NA;4.2;12/03/2022 10:35;15;C3;NA;1.46250881553627;2,7;-18,825202;147,626635;Aspat_1594
Davies;Davies;NA;12/03/2022;Aspat;1595;NA;4;12/03/2022 10:36;15;B3;NA;1.45767588222018;2,5;-18,825193;147,626659;Aspat_1595
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1596;NA;5;24/03/2022 08:00;5;D5;NA;1.01443361308129;4;-23,90743973;152,3867061;Aspat_1596
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1597;NA;5;24/03/2022 08:00;5;D4;NA;1.01443361308129;4;-23,90743109;152,386691;Aspat_1597
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1598;NA;5.1;24/03/2022 08:01;5;D3;NA;1.01565453574476;4,1;-23,90741182;152,3866715;Aspat_1598
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1599;NA;5.2;24/03/2022 08:02;5;D3;NA;1.01690401094189;4,2;-23,90742783;152,3866732;Aspat_1599
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1600;NA;4.8;24/03/2022 08:24;5;C4;NA;1.05135544001616;3,7;-23,90737393;152,3865905;Aspat_1600
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1601;NA;4.6;24/03/2022 08:26;5;C4;NA;1.05511885823672;3,5;-23,90741014;152,3865734;Aspat_1601
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1602;NA;3.5;24/03/2022 08:42;5;B5;NA;1.08868885817737;2,4;-23,9075072;152,3865234;Aspat_1602
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1603;NA;5.3;24/03/2022 08:53;5;D3/D4;NA;1.11505428143255;4,2;-23,90767048;152,3866346;Aspat_1603
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1604;NA;3.3;24/03/2022 08:57;5;D4;NA;1.12523882951976;2,2;-23,90768666;152,3866475;Aspat_1604
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1605;NA;3.2;24/03/2022 08:59;5;D4;NA;1.13044267553483;2,1;-23,90773108;152,3866667;Aspat_1605
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1606;NA;1;24/03/2022 12:30;10;E3;NA;1.65554188482467;-0,7;-23,90830969;152,3865203;Aspat_1606
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1607;NA;0.7;24/03/2022 12:34;5;E4;NA;1.65739059708279;-1;-23,90832494;152,3864977;Aspat_1607
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1608;NA;0.7;24/03/2022 12:36;5;B4;NA;1.65813103922139;-1;-23,90835813;152,3865083;Aspat_1608
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1609;NA;0.7;24/03/2022 12:39;5;D4;NA;1.65901102520127;-1;-23,90836962;152,3865145;Aspat_1609
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1610;NA;0.7;24/03/2022 12:40;5;D3;NA;1.65924272879649;-1;-23,90836618;152,3865228;Aspat_1610
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1611;NA;3;24/03/2022 08:18;10;E4;NA;1.04067671836469;2;-23,88356882;152,41571;Aspat_1611
Lady Musgrave;Lady Musgrave;NA;24/03/2022;Aspat;1612;NA;5.2;24/03/2022 08:30;40;E4;NA;1.0629431813766;4,1;-23,88372414;152,4158023;Aspat_1612
